LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1734688078.510026,382007,60411,1,SR,1,100,0.400000
1734688089.309955,392807,62364,1,SR,1,100,1.733333
1734688091.175942,394673,62400,1,SR,1,100,0.133333
1734688091.708939,395206,62482,1,SR,1,100,0.133333
1734688094.041923,397539,62823,1,SR,1,100,0.133333
1734688107.106837,410604,64976,1,SR,1,100,0.266667
1734688319.551430,623050,33950,1,SR,1,100,0.066667
1734688362.014149,665513,41280,1,SR,1,100,2.666667
