LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1734687910.356140,213852.000,32982,3,GY,1,100,-1.312
1734687910.396140,213892.000,32982,3,GY,1,100,-0.916
1734687910.436139,213932.000,32982,3,GY,1,100,-0.793
1734687910.476139,213972.000,32998,2,GY,1,100,-0.732
1734687910.516139,214012.000,32998,2,GY,1,100,-0.488
1734687910.551472,214047.333,33015,3,GY,1,100,-0.671
1734687910.586805,214082.667,33015,3,GY,1,100,-0.854
1734687910.622138,214118.000,33015,3,GY,1,100,-0.153
1734687910.662138,214158.000,33032,3,GY,1,100,1.221
1734687910.702137,214198.000,33032,3,GY,1,100,-0.244
1734687910.742137,214238.000,33032,3,GY,1,100,-0.763
1734687910.782137,214278.000,33049,2,GY,1,100,-0.122
1734687910.822137,214318.000,33049,2,GY,1,100,-0.610
1734687910.862136,214358.000,33065,3,GY,1,100,-0.488
1734687910.902136,214398.000,33065,3,GY,1,100,-0.946
1734687910.942136,214438.000,33065,3,GY,1,100,-0.763
1734687910.982136,214478.000,33082,2,GY,1,100,-0.946
1734687911.022135,214518.000,33082,2,GY,1,100,-0.854
1734687911.062135,214558.000,33097,3,GY,1,100,-0.366
1734687911.102135,214598.000,33097,3,GY,1,100,-0.641
1734687911.142135,214638.000,33097,3,GY,1,100,-0.671
1734687911.182134,214678.000,33114,3,GY,1,100,0.244
1734687911.222134,214718.000,33114,3,GY,1,100,-0.702
1734687911.262134,214758.000,33114,3,GY,1,100,-1.099
1734687911.302134,214798.000,33133,2,GY,1,100,-0.366
1734687911.342133,214838.000,33133,2,GY,1,100,-0.458
1734687911.382133,214878.000,33150,3,GY,1,100,-0.397
1734687911.422133,214918.000,33150,3,GY,1,100,-0.580
1734687911.462132,214958.000,33150,3,GY,1,100,0.000
1734687911.502132,214998.000,33164,2,GY,1,100,-0.061
1734687911.542132,215038.000,33164,2,GY,1,100,-1.434
1734687911.582132,215078.000,33184,3,GY,1,100,-0.366
1734687911.622131,215118.000,33184,3,GY,1,100,-0.946
1734687911.662131,215158.000,33184,3,GY,1,100,-0.458
1734687911.697798,215193.667,33200,3,GY,1,100,-0.305
1734687911.733464,215229.333,33200,3,GY,1,100,-0.580
1734687911.769130,215265.000,33200,3,GY,1,100,-0.519
1734687911.809130,215305.000,33217,2,GY,1,100,-0.153
1734687911.849130,215345.000,33217,2,GY,1,100,-0.977
1734687911.889130,215385.000,33231,3,GY,1,100,0.427
1734687911.929129,215425.000,33231,3,GY,1,100,1.343
1734687911.969129,215465.000,33231,3,GY,1,100,-0.671
1734687912.009129,215505.000,33249,2,GY,1,100,-1.312
1734687912.049129,215545.000,33249,2,GY,1,100,-0.214
1734687912.089128,215585.000,33265,3,GY,1,100,-0.214
1734687912.129128,215625.000,33265,3,GY,1,100,-0.397
1734687912.169128,215665.000,33265,3,GY,1,100,-0.824
1734687912.209127,215705.000,33282,2,GY,1,100,-1.038
1734687912.249127,215745.000,33282,2,GY,1,100,-1.129
1734687912.289127,215785.000,33297,3,GY,1,100,-0.427
1734687912.329127,215825.000,33297,3,GY,1,100,0.000
1734687912.369127,215865.000,33297,3,GY,1,100,-0.305
1734687912.409126,215905.000,33314,2,GY,1,100,-1.160
1734687912.449126,215945.000,33314,2,GY,1,100,-0.641
1734687912.489126,215985.000,33330,3,GY,1,100,1.526
1734687912.529125,216025.000,33330,3,GY,1,100,0.275
1734687912.569125,216065.000,33330,3,GY,1,100,-0.427
1734687912.609125,216105.000,33348,2,GY,1,100,-0.824
1734687912.649125,216145.000,33348,2,GY,1,100,-1.282
1734687912.689124,216185.000,33362,3,GY,1,100,-0.916
1734687912.729124,216225.000,33362,3,GY,1,100,-0.824
1734687912.769124,216265.000,33362,3,GY,1,100,-0.641
1734687912.809124,216305.000,33379,3,GY,1,100,-0.549
1734687912.849123,216345.000,33379,3,GY,1,100,-0.519
1734687912.889123,216385.000,33379,3,GY,1,100,-1.038
1734687912.922123,216418.000,33397,2,GY,1,100,-0.885
1734687912.955122,216451.000,33397,2,GY,1,100,0.397
1734687912.995122,216491.000,33417,3,GY,1,100,0.061
1734687913.035122,216531.000,33417,3,GY,1,100,-0.671
1734687913.075122,216571.000,33417,3,GY,1,100,0.061
1734687913.115122,216611.000,33432,2,GY,1,100,0.763
1734687913.155121,216651.000,33432,2,GY,1,100,-1.160
1734687913.195121,216691.000,33448,3,GY,1,100,-0.946
1734687913.235121,216731.000,33448,3,GY,1,100,0.458
1734687913.275120,216771.000,33448,3,GY,1,100,-1.160
1734687913.315120,216811.000,33465,3,GY,1,100,-1.495
1734687913.355120,216851.000,33465,3,GY,1,100,-0.397
1734687913.395120,216891.000,33465,3,GY,1,100,-0.092
1734687913.435119,216931.000,33482,2,GY,1,100,-0.916
1734687913.475119,216971.000,33482,2,GY,1,100,-1.251
1734687913.515119,217011.000,33498,3,GY,1,100,-0.275
1734687913.555119,217051.000,33498,3,GY,1,100,1.282
1734687913.595118,217091.000,33498,3,GY,1,100,0.275
1734687913.635118,217131.000,33516,2,GY,1,100,-1.434
1734687913.675118,217171.000,33516,2,GY,1,100,-1.648
1734687913.715117,217211.000,33532,3,GY,1,100,-0.153
1734687913.755117,217251.000,33532,3,GY,1,100,-0.031
1734687913.795117,217291.000,33532,3,GY,1,100,-0.336
1734687913.835117,217331.000,33549,2,GY,1,100,-0.610
1734687913.875117,217371.000,33549,2,GY,1,100,-1.465
1734687913.915116,217411.000,33566,3,GY,1,100,-0.977
1734687913.955116,217451.000,33566,3,GY,1,100,0.183
1734687913.995116,217491.000,33566,3,GY,1,100,1.312
1734687914.035115,217531.000,33581,2,GY,1,100,-0.244
1734687914.075115,217571.000,33581,2,GY,1,100,-0.854
1734687914.110782,217606.667,33597,3,GY,1,100,0.519
1734687914.146448,217642.333,33597,3,GY,1,100,-0.488
1734687914.182114,217678.000,33597,3,GY,1,100,-0.916
1734687914.222114,217718.000,33616,3,GY,1,100,-0.427
1734687914.262114,217758.000,33616,3,GY,1,100,-0.519
1734687914.302114,217798.000,33616,3,GY,1,100,-1.190
1734687914.342113,217838.000,33633,2,GY,1,100,-0.793
1734687914.382113,217878.000,33633,2,GY,1,100,-0.519
1734687914.422113,217918.000,33648,3,GY,1,100,-1.068
1734687914.462113,217958.000,33648,3,GY,1,100,-0.641
1734687914.502112,217998.000,33648,3,GY,1,100,0.519
1734687914.542112,218038.000,33664,2,GY,1,100,1.007
1734687914.582112,218078.000,33664,2,GY,1,100,0.275
1734687914.622112,218118.000,33682,3,GY,1,100,-1.251
1734687914.662111,218158.000,33682,3,GY,1,100,-1.038
1734687914.702111,218198.000,33682,3,GY,1,100,-0.061
1734687914.742111,218238.000,33698,2,GY,1,100,-0.458
1734687914.782110,218278.000,33698,2,GY,1,100,-0.671
1734687914.822110,218318.000,33713,3,GY,1,100,-0.702
1734687914.862110,218358.000,33713,3,GY,1,100,-0.305
1734687914.902110,218398.000,33713,3,GY,1,100,-1.007
1734687914.942109,218438.000,33730,2,GY,1,100,-1.068
1734687914.982109,218478.000,33730,2,GY,1,100,0.000
1734687915.022109,218518.000,33749,3,GY,1,100,0.305
1734687915.062109,218558.000,33749,3,GY,1,100,-0.122
1734687915.102108,218598.000,33749,3,GY,1,100,-1.312
1734687915.142108,218638.000,33771,4,GY,1,100,-1.343
1734687915.182108,218678.000,33771,4,GY,1,100,-0.824
1734687915.222108,218718.000,33771,4,GY,1,100,-0.916
1734687915.262107,218758.000,33771,4,GY,1,100,-0.244
1734687915.295107,218791.000,33788,2,GY,1,100,-0.305
1734687915.328107,218824.000,33788,2,GY,1,100,-0.946
1734687915.368107,218864.000,33805,3,GY,1,100,-1.465
1734687915.408106,218904.000,33805,3,GY,1,100,-0.610
1734687915.448106,218944.000,33805,3,GY,1,100,-0.580
1734687915.488106,218984.000,33819,3,GY,1,100,0.244
1734687915.528105,219024.000,33819,3,GY,1,100,-0.244
1734687915.568105,219064.000,33819,3,GY,1,100,-0.580
1734687915.608105,219104.000,33837,2,GY,1,100,-1.740
1734687915.648105,219144.000,33837,2,GY,1,100,-1.129
1734687915.688104,219184.000,33853,3,GY,1,100,-0.061
1734687915.728104,219224.000,33853,3,GY,1,100,-1.129
1734687915.768104,219264.000,33853,3,GY,1,100,-0.641
1734687915.808104,219304.000,33872,2,GY,1,100,-0.092
1734687915.848104,219344.000,33872,2,GY,1,100,-0.610
1734687915.888103,219384.000,33886,3,GY,1,100,-0.641
1734687915.928103,219424.000,33886,3,GY,1,100,-0.153
1734687915.968103,219464.000,33886,3,GY,1,100,0.031
1734687916.008102,219504.000,33904,2,GY,1,100,-0.763
1734687916.048102,219544.000,33904,2,GY,1,100,-0.366
1734687916.088102,219584.000,33920,3,GY,1,100,-0.427
1734687916.128102,219624.000,33920,3,GY,1,100,1.709
1734687916.168101,219664.000,33920,3,GY,1,100,-0.092
1734687916.208101,219704.000,33937,2,GY,1,100,-2.838
1734687916.248101,219744.000,33937,2,GY,1,100,-1.923
1734687916.288100,219784.000,33954,3,GY,1,100,-0.763
1734687916.328100,219824.000,33954,3,GY,1,100,-0.092
1734687916.368100,219864.000,33954,3,GY,1,100,-0.244
1734687916.408100,219904.000,33971,2,GY,1,100,-0.458
1734687916.448099,219944.000,33971,2,GY,1,100,-0.488
1734687916.483766,219979.667,33987,3,GY,1,100,-0.427
1734687916.519432,220015.333,33987,3,GY,1,100,-0.305
1734687916.555099,220051.000,33987,3,GY,1,100,-0.427
1734687916.595098,220091.000,34005,3,GY,1,100,-0.580
1734687916.635098,220131.000,34005,3,GY,1,100,-1.404
1734687916.675098,220171.000,34005,3,GY,1,100,-0.458
1734687916.715098,220211.000,34019,2,GY,1,100,-0.031
1734687916.755097,220251.000,34019,2,GY,1,100,-0.183
1734687916.795097,220291.000,34036,3,GY,1,100,-1.343
1734687916.835097,220331.000,34036,3,GY,1,100,-0.641
1734687916.875097,220371.000,34036,3,GY,1,100,-0.153
1734687916.915096,220411.000,34052,2,GY,1,100,-0.641
1734687916.955096,220451.000,34052,2,GY,1,100,-0.732
1734687916.995096,220491.000,34072,3,GY,1,100,-0.244
1734687917.035095,220531.000,34072,3,GY,1,100,-0.214
1734687917.075095,220571.000,34072,3,GY,1,100,-0.488
1734687917.115095,220611.000,34087,2,GY,1,100,-0.549
1734687917.155095,220651.000,34087,2,GY,1,100,-0.427
1734687917.195095,220691.000,34103,3,GY,1,100,-0.397
1734687917.235094,220731.000,34103,3,GY,1,100,-0.763
1734687917.275094,220771.000,34103,3,GY,1,100,-0.183
1734687917.315094,220811.000,34120,2,GY,1,100,-0.275
1734687917.355093,220851.000,34120,2,GY,1,100,-0.580
1734687917.395093,220891.000,34137,3,GY,1,100,-1.221
1734687917.435093,220931.000,34137,3,GY,1,100,-1.526
1734687917.475093,220971.000,34137,3,GY,1,100,-1.373
1734687917.515092,221011.000,34153,3,GY,1,100,0.458
1734687917.555092,221051.000,34153,3,GY,1,100,1.373
1734687917.595092,221091.000,34153,3,GY,1,100,0.092
1734687917.628592,221124.500,34169,2,GY,1,100,-1.038
1734687917.662091,221158.000,34169,2,GY,1,100,-1.068
1734687917.702091,221198.000,34187,3,GY,1,100,-0.397
1734687917.742091,221238.000,34187,3,GY,1,100,-0.549
1734687917.782091,221278.000,34187,3,GY,1,100,-0.061
1734687917.822090,221318.000,34204,3,GY,1,100,-0.183
1734687917.862090,221358.000,34204,3,GY,1,100,-0.458
1734687917.902090,221398.000,34204,3,GY,1,100,-0.824
1734687917.942090,221438.000,34221,2,GY,1,100,-1.556
1734687917.982089,221478.000,34221,2,GY,1,100,-1.282
1734687918.022089,221518.000,34238,3,GY,1,100,-0.458
1734687918.062089,221558.000,34238,3,GY,1,100,-1.038
1734687918.102088,221598.000,34238,3,GY,1,100,-1.038
1734687918.142088,221638.000,34254,2,GY,1,100,-0.763
1734687918.182088,221678.000,34254,2,GY,1,100,0.580
1734687918.221754,221717.667,34271,3,GY,1,100,0.702
1734687918.261421,221757.333,34271,3,GY,1,100,-0.122
1734687918.301087,221797.000,34271,3,GY,1,100,-0.916
1734687918.341087,221837.000,34288,2,GY,1,100,-0.366
1734687918.381087,221877.000,34288,2,GY,1,100,-0.580
1734687918.421086,221917.000,34303,3,GY,1,100,-0.702
