LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1734687904.924176,208420.000,32078,1,TL,1,100,2024-12-20_16-44-59-815720
1734687904.927176,208423.000,32080,1,TL,1,100,2024-12-20_16-45-00-297817
1734687904.976175,208472.000,32083,1,TL,1,100,2024-12-20_16-45-04-941252
1734687910.032142,213528.000,32916,1,TL,1,100,2024-12-20_16-45-05-061294
1734687910.056142,213552.000,32919,1,TL,1,100,2024-12-20_16-45-10-051695
1734687915.152108,218648.000,33754,1,TL,1,100,2024-12-20_16-45-10-169639
1734687915.171108,218667.000,33757,1,TL,1,100,2024-12-20_16-45-15-164876
1734687920.262074,223758.000,34591,1,TL,1,100,2024-12-20_16-45-15-336895
1734687920.331074,223827.000,34594,1,TL,1,100,2024-12-20_16-45-20-326373
1734687925.385040,228881.000,35433,1,TL,1,100,2024-12-20_16-45-20-468235
1734687925.449040,228945.000,35436,1,TL,1,100,2024-12-20_16-45-25-409487
1734687930.510006,234006.000,36274,1,TL,1,100,2024-12-20_16-45-25-551344
1734687930.596006,234092.000,36277,1,TL,1,100,2024-12-20_16-45-30-560901
1734687935.638972,239135.000,37113,1,TL,1,100,2024-12-20_16-45-30-792940
1734687935.680972,239177.000,37116,1,TL,1,100,2024-12-20_16-45-35-668892
1734687940.746938,244243.000,37935,1,TL,1,100,2024-12-20_16-45-35-850882
1734687945.878905,249375.000,38772,1,TL,1,100,2024-12-20_16-45-40-812125
1734687945.880904,249377.000,38774,1,TL,1,100,2024-12-20_16-45-40-973908
1734687945.946904,249443.000,38777,1,TL,1,100,2024-12-20_16-45-45-909055
1734687950.986871,254483.000,39597,1,TL,1,100,2024-12-20_16-45-46-051054
1734687951.077870,254574.000,39600,1,TL,1,100,2024-12-20_16-45-51-053050
1734687956.121837,259618.000,40439,1,TL,1,100,2024-12-20_16-45-51-135088
1734687956.140836,259637.000,40442,1,TL,1,100,2024-12-20_16-45-56-135154
1734687961.244803,264741.000,41278,1,TL,1,100,2024-12-20_16-45-56-283179
1734687961.339802,264836.000,41281,1,TL,1,100,2024-12-20_16-46-01-325149
1734687966.360769,269857.000,42114,1,TL,1,100,2024-12-20_16-46-01-379232
1734687966.399769,269896.000,42117,1,TL,1,100,2024-12-20_16-46-06-379193
1734687971.489735,274986.000,42952,1,TL,1,100,2024-12-20_16-46-06-603235
1734687976.597701,280094.000,43768,1,TL,1,100,2024-12-20_16-46-11-576380
1734687976.599701,280096.000,43770,1,TL,1,100,2024-12-20_16-46-11-742669
1734687976.643701,280140.000,43773,1,TL,1,100,2024-12-20_16-46-16-635783
1734687981.722667,285219.000,44606,1,TL,1,100,2024-12-20_16-46-16-811896
1734687981.758667,285255.000,44609,1,TL,1,100,2024-12-20_16-46-21-745168
1734687986.848633,290345.000,45443,1,TL,1,100,2024-12-20_16-46-21-971191
1734687986.860633,290357.000,45446,1,TL,1,100,2024-12-20_16-46-26-855133
1734687991.971599,295468.000,46276,1,TL,1,100,2024-12-20_16-46-27-023207
1734687991.996599,295493.000,46279,1,TL,1,100,2024-12-20_16-46-31-985133
1734687997.096565,300593.000,47116,1,TL,1,100,2024-12-20_16-46-32-117166
1734687997.117565,300614.000,47119,1,TL,1,100,2024-12-20_16-46-37-109165
1734688002.218531,305715.000,47945,1,TL,1,100,2024-12-20_16-46-37-251149
1734688007.356497,310853.000,48777,1,TL,1,100,2024-12-20_16-46-42-273157
1734688007.362497,310859.000,48779,1,TL,1,100,2024-12-20_16-46-42-373180
1734688012.467463,315964.000,49597,1,TL,1,100,2024-12-20_16-46-47-424334
1734688012.470464,315967.000,49599,1,TL,1,100,2024-12-20_16-46-47-608415
1734688017.600430,321097.000,50434,1,TL,1,100,2024-12-20_16-46-52-492351
1734688017.603430,321100.000,50436,1,TL,1,100,2024-12-20_16-46-52-614439
1734688022.723396,326220.000,51271,1,TL,1,100,2024-12-20_16-46-57-704343
1734688022.725396,326222.000,51273,1,TL,1,100,2024-12-20_16-46-57-748359
1734688022.830395,326327.000,51276,1,TL,1,100,2024-12-20_16-47-02-746366
1734688027.853362,331350.000,52108,1,TL,1,100,2024-12-20_16-47-02-862326
1734688027.896361,331393.000,52111,1,TL,1,100,2024-12-20_16-47-07-885773
1734688032.985328,336482.000,52947,1,TL,1,100,2024-12-20_16-47-08-011786
1734688033.085327,336582.000,52950,1,TL,1,100,2024-12-20_16-47-13-051810
1734688038.103294,341600.000,53783,1,TL,1,100,2024-12-20_16-47-13-121750
1734688043.210260,346707.000,54604,1,TL,1,100,2024-12-20_16-47-18-152764
1734688043.212260,346709.000,54606,1,TL,1,100,2024-12-20_16-47-18-250857
1734688043.237260,346734.000,54609,1,TL,1,100,2024-12-20_16-47-23-227746
1734688048.324226,351821.000,55437,1,TL,1,100,2024-12-20_16-47-23-361776
1734688048.376226,351873.000,55440,1,TL,1,100,2024-12-20_16-47-28-335752
1734688053.467192,356964.000,56265,1,TL,1,100,2024-12-20_16-47-28-481943
1734688058.604158,362101.000,57096,1,TL,1,100,2024-12-20_16-47-33-510893
1734688058.610158,362107.000,57098,1,TL,1,100,2024-12-20_16-47-33-630897
1734688058.709157,362206.000,57101,1,TL,1,100,2024-12-20_16-47-38-639969
1734688063.747124,367244.000,57933,1,TL,1,100,2024-12-20_16-47-39-000018
1734688063.825124,367322.000,57936,1,TL,1,100,2024-12-20_16-47-43-762076
1734688068.869090,372366.000,58768,1,TL,1,100,2024-12-20_16-47-43-886117
1734688068.941090,372438.000,58771,1,TL,1,100,2024-12-20_16-47-48-882096
1734688073.994056,377491.000,59605,1,TL,1,100,2024-12-20_16-47-49-082186
1734688074.068056,377565.000,59608,1,TL,1,100,2024-12-20_16-47-54-048141
1734688079.102022,382599.000,60429,1,TL,1,100,2024-12-20_16-47-54-136138
1734688084.209988,387707.000,61248,1,TL,1,100,2024-12-20_16-47-59-198122
1734688084.212988,387710.000,61250,1,TL,1,100,2024-12-20_16-47-59-360133
