LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1734687900.290206,203786.000,31329,1,PI,1,100,154912
1734687900.330206,203826.000,31333,2,PI,1,100,154824
1734687900.370206,203866.000,31333,2,PI,1,100,154818
1734687900.410206,203906.000,31350,3,PI,1,100,154802
1734687900.450205,203946.000,31350,3,PI,1,100,154859
1734687900.490205,203986.000,31350,3,PI,1,100,154849
1734687900.530205,204026.000,31364,3,PI,1,100,154792
1734687900.570204,204066.000,31364,3,PI,1,100,154747
1734687900.610204,204106.000,31364,3,PI,1,100,154694
1734687900.650204,204146.000,31382,2,PI,1,100,154668
1734687900.690204,204186.000,31382,2,PI,1,100,154677
1734687900.730204,204226.000,31398,3,PI,1,100,154695
1734687900.770203,204266.000,31398,3,PI,1,100,154730
1734687900.810203,204306.000,31398,3,PI,1,100,154817
1734687900.850203,204346.000,31417,2,PI,1,100,154844
1734687900.890203,204386.000,31417,2,PI,1,100,154852
1734687900.930202,204426.000,31432,3,PI,1,100,154862
1734687900.970202,204466.000,31432,3,PI,1,100,154752
1734687901.010202,204506.000,31432,3,PI,1,100,154403
1734687901.050201,204546.000,31449,2,PI,1,100,154151
1734687901.090201,204586.000,31449,2,PI,1,100,154106
1734687901.130201,204626.000,31465,3,PI,1,100,154113
1734687901.170201,204666.000,31465,3,PI,1,100,154238
1734687901.210200,204706.000,31465,3,PI,1,100,154291
1734687901.250200,204746.000,31482,2,PI,1,100,154167
1734687901.290200,204786.000,31482,2,PI,1,100,153928
1734687901.330199,204826.000,31497,3,PI,1,100,153858
1734687901.370199,204866.000,31497,3,PI,1,100,154001
1734687901.410199,204906.000,31497,3,PI,1,100,154136
1734687901.450199,204946.000,31516,2,PI,1,100,154382
1734687901.490199,204986.000,31516,2,PI,1,100,154544
1734687901.530198,205026.000,31532,3,PI,1,100,154489
1734687901.570198,205066.000,31532,3,PI,1,100,154520
1734687901.610198,205106.000,31532,3,PI,1,100,154621
1734687901.650198,205146.000,31550,2,PI,1,100,154782
1734687901.690197,205186.000,31550,2,PI,1,100,154922
1734687901.730197,205226.000,31565,3,PI,1,100,154947
1734687901.770197,205266.000,31565,3,PI,1,100,154890
1734687901.810196,205306.000,31565,3,PI,1,100,154936
1734687901.850196,205346.000,31581,2,PI,1,100,155027
1734687901.890196,205386.000,31581,2,PI,1,100,155053
1734687901.930196,205426.000,31598,3,PI,1,100,155027
1734687901.970195,205466.000,31598,3,PI,1,100,155165
1734687902.010195,205506.000,31598,3,PI,1,100,154831
1734687902.050195,205546.000,31615,3,PI,1,100,154572
1734687902.090194,205586.000,31615,3,PI,1,100,154672
1734687902.130194,205626.000,31615,3,PI,1,100,154822
1734687902.170194,205666.000,31631,2,PI,1,100,154911
1734687902.210194,205706.000,31631,2,PI,1,100,154876
1734687902.250193,205746.000,31649,3,PI,1,100,154873
1734687902.290193,205786.000,31649,3,PI,1,100,154948
1734687902.330193,205826.000,31649,3,PI,1,100,155005
1734687902.370193,205866.000,31665,2,PI,1,100,155077
1734687902.410192,205906.000,31665,2,PI,1,100,155183
1734687902.450192,205946.000,31682,3,PI,1,100,155202
1734687902.490192,205986.000,31682,3,PI,1,100,155163
1734687902.530192,206026.000,31682,3,PI,1,100,155085
