LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1734687900.290206,203786.000,31331,1,PG,1,100,8734
1734687900.330206,203826.000,31335,2,PG,1,100,8724
1734687900.370206,203866.000,31335,2,PG,1,100,8715
1734687900.410206,203906.000,31352,3,PG,1,100,8739
1734687900.450205,203946.000,31352,3,PG,1,100,8715
1734687900.490205,203986.000,31352,3,PG,1,100,8734
1734687900.530205,204026.000,31366,3,PG,1,100,8736
1734687900.570204,204066.000,31366,3,PG,1,100,8732
1734687900.610204,204106.000,31366,3,PG,1,100,8728
1734687900.650204,204146.000,31384,2,PG,1,100,8722
1734687900.690204,204186.000,31384,2,PG,1,100,8724
1734687900.730204,204226.000,31400,3,PG,1,100,8730
1734687900.770203,204266.000,31400,3,PG,1,100,8748
1734687900.810203,204306.000,31400,3,PG,1,100,8745
1734687900.850203,204346.000,31419,2,PG,1,100,8765
1734687900.890203,204386.000,31419,2,PG,1,100,8760
1734687900.930202,204426.000,31434,3,PG,1,100,8755
1734687900.970202,204466.000,31434,3,PG,1,100,8745
1734687901.010202,204506.000,31434,3,PG,1,100,8724
1734687901.050201,204546.000,31451,2,PG,1,100,8685
1734687901.090201,204586.000,31451,2,PG,1,100,8682
1734687901.130201,204626.000,31467,3,PG,1,100,8691
1734687901.170201,204666.000,31467,3,PG,1,100,8694
1734687901.210200,204706.000,31467,3,PG,1,100,8715
1734687901.250200,204746.000,31484,2,PG,1,100,8699
1734687901.290200,204786.000,31484,2,PG,1,100,8706
1734687901.330199,204826.000,31499,3,PG,1,100,8686
1734687901.370199,204866.000,31499,3,PG,1,100,8668
1734687901.410199,204906.000,31499,3,PG,1,100,8689
1734687901.450199,204946.000,31518,2,PG,1,100,8707
1734687901.490199,204986.000,31518,2,PG,1,100,8696
1734687901.530198,205026.000,31534,3,PG,1,100,8706
1734687901.570198,205066.000,31534,3,PG,1,100,8703
1734687901.610198,205106.000,31534,3,PG,1,100,8710
1734687901.650198,205146.000,31552,2,PG,1,100,8717
1734687901.690197,205186.000,31552,2,PG,1,100,8734
1734687901.730197,205226.000,31567,3,PG,1,100,8732
1734687901.770197,205266.000,31567,3,PG,1,100,8701
1734687901.810196,205306.000,31567,3,PG,1,100,8661
1734687901.850196,205346.000,31583,2,PG,1,100,8644
1734687901.890196,205386.000,31583,2,PG,1,100,8654
1734687901.930196,205426.000,31600,3,PG,1,100,8667
1734687901.970195,205466.000,31600,3,PG,1,100,8685
1734687902.010195,205506.000,31600,3,PG,1,100,8680
1734687902.050195,205546.000,31617,3,PG,1,100,8661
1734687902.090194,205586.000,31617,3,PG,1,100,8645
1734687902.130194,205626.000,31617,3,PG,1,100,8663
