LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1734687900.389206,203885.000,31338,1,T1,1,100,36.106
1734687900.522205,204018.000,31369,1,T1,1,100,36.081
1734687900.656204,204152.000,31387,1,T1,1,100,36.106
1734687900.789203,204285.000,31403,1,T1,1,100,36.117
1734687900.922202,204418.000,31437,1,T1,1,100,36.121
1734687901.056201,204552.000,31454,1,T1,1,100,36.194
1734687901.189200,204685.000,31470,1,T1,1,100,36.155
1734687901.322200,204818.000,31502,1,T1,1,100,36.138
1734687901.456199,204952.000,31521,1,T1,1,100,36.166
1734687901.589198,205085.000,31537,1,T1,1,100,36.143
1734687901.722197,205218.000,31555,1,T1,1,100,36.097
1734687901.855196,205351.000,31586,1,T1,1,100,36.184
1734687901.989195,205485.000,31603,1,T1,1,100,36.186
1734687902.122194,205618.000,31620,1,T1,1,100,36.080
1734687902.255193,205751.000,31654,1,T1,1,100,36.177
1734687902.389193,205885.000,31670,1,T1,1,100,36.183
1734687902.522192,206018.000,31687,1,T1,1,100,36.079
1734687902.655191,206151.000,31719,1,T1,1,100,36.141
1734687902.789190,206285.000,31735,1,T1,1,100,36.167
1734687902.922189,206418.000,31754,1,T1,1,100,36.108
1734687903.055188,206551.000,31788,1,T1,1,100,36.153
1734687903.189187,206685.000,31804,1,T1,1,100,36.137
1734687903.322186,206818.000,31822,1,T1,1,100,35.953
1734687903.455185,206951.000,31853,1,T1,1,100,36.015
1734687903.589185,207085.000,31872,1,T1,1,100,36.113
1734687903.722184,207218.000,31889,1,T1,1,100,36.226
1734687903.855183,207351.000,31905,1,T1,1,100,36.169
1734687903.989182,207485.000,31937,1,T1,1,100,36.179
1734687904.122181,207618.000,31954,1,T1,1,100,36.078
1734687904.255180,207751.000,31970,1,T1,1,100,36.034
1734687904.389179,207885.000,32002,1,T1,1,100,36.050
1734687904.522178,208018.000,32019,1,T1,1,100,36.128
1734687904.655178,208151.000,32036,1,T1,1,100,36.197
1734687904.789177,208285.000,32067,1,T1,1,100,36.192
1734687904.922176,208418.000,32091,1,T1,1,100,36.189
1734687905.055175,208551.000,32108,1,T1,1,100,36.082
1734687905.188174,208684.000,32125,1,T1,1,100,36.142
1734687905.322173,208818.000,32157,1,T1,1,100,36.203
1734687905.455172,208951.000,32173,1,T1,1,100,36.088
1734687905.588171,209084.000,32192,1,T1,1,100,36.109
1734687905.722170,209218.000,32224,1,T1,1,100,36.224
1734687905.855170,209351.000,32240,1,T1,1,100,36.133
1734687905.988169,209484.000,32258,1,T1,1,100,36.164
1734687906.122168,209618.000,32289,1,T1,1,100,36.142
1734687906.255167,209751.000,32305,1,T1,1,100,36.132
1734687906.388166,209884.000,32323,1,T1,1,100,36.093
1734687906.522165,210018.000,32354,1,T1,1,100,36.146
1734687906.655164,210151.000,32371,1,T1,1,100,36.063
1734687906.788163,210284.000,32388,1,T1,1,100,36.027
1734687906.922163,210418.000,32420,1,T1,1,100,36.118
1734687907.055162,210551.000,32438,1,T1,1,100,35.945
1734687907.188161,210684.000,32455,1,T1,1,100,35.976
1734687907.322160,210818.000,32471,1,T1,1,100,36.061
1734687907.455159,210951.000,32503,1,T1,1,100,36.133
1734687907.588158,211084.000,32520,1,T1,1,100,36.093
1734687907.722157,211218.000,32537,1,T1,1,100,36.111
1734687907.855156,211351.000,32570,1,T1,1,100,36.084
1734687907.988155,211484.000,32588,1,T1,1,100,36.072
1734687908.122154,211618.000,32606,1,T1,1,100,35.996
1734687908.255154,211751.000,32638,1,T1,1,100,36.104
1734687908.388153,211884.000,32655,1,T1,1,100,36.081
1734687908.521152,212017.000,32673,1,T1,1,100,36.070
1734687908.655151,212151.000,32705,1,T1,1,100,36.030
1734687908.788150,212284.000,32722,1,T1,1,100,36.120
1734687908.921149,212417.000,32738,1,T1,1,100,36.158
1734687909.055148,212551.000,32772,1,T1,1,100,36.246
1734687909.188148,212684.000,32789,1,T1,1,100,36.106
1734687909.321147,212817.000,32806,1,T1,1,100,36.188
1734687909.455146,212951.000,32837,1,T1,1,100,36.081
1734687909.588145,213084.000,32854,1,T1,1,100,36.106
1734687909.721144,213217.000,32871,1,T1,1,100,36.152
1734687909.855143,213351.000,32888,1,T1,1,100,36.066
1734687909.988142,213484.000,32927,2,T1,1,100,36.029
1734687910.121141,213617.000,32927,2,T1,1,100,36.119
1734687910.255141,213751.000,32959,1,T1,1,100,36.193
1734687910.388139,213884.000,32976,1,T1,1,100,36.048
1734687910.521139,214017.000,32992,1,T1,1,100,36.056
1734687910.654138,214150.000,33026,1,T1,1,100,36.060
1734687910.788137,214284.000,33043,1,T1,1,100,36.061
1734687910.921136,214417.000,33059,1,T1,1,100,36.097
1734687911.055135,214551.000,33077,1,T1,1,100,36.113
1734687911.188134,214684.000,33108,1,T1,1,100,36.084
1734687911.321133,214817.000,33127,1,T1,1,100,36.107
1734687911.455132,214951.000,33144,1,T1,1,100,36.153
1734687911.588132,215084.000,33178,1,T1,1,100,36.066
1734687911.721131,215217.000,33194,1,T1,1,100,36.029
1734687911.854130,215350.000,33211,1,T1,1,100,36.190
1734687911.988129,215484.000,33243,1,T1,1,100,36.153
1734687912.121128,215617.000,33259,1,T1,1,100,36.102
1734687912.254127,215750.000,33276,1,T1,1,100,36.150
1734687912.388126,215884.000,33308,1,T1,1,100,36.207
1734687912.521126,216017.000,33324,1,T1,1,100,36.231
1734687912.654124,216150.000,33342,1,T1,1,100,36.242
1734687912.788124,216284.000,33373,1,T1,1,100,36.211
1734687912.921123,216417.000,33391,1,T1,1,100,36.198
1734687913.054122,216550.000,33411,1,T1,1,100,36.156
1734687913.188121,216684.000,33427,1,T1,1,100,36.174
