TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
749155.000000,969098.000000,1735118215.436892,1735118435.379926,59,742827,1.04142e+06,1.11.4
