LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1735118215.533892,749252.000,53903,4,AX,1,100,0.954
1735118215.573892,749292.000,53918,2,AX,1,100,0.951
1735118215.613892,749332.000,53918,2,AX,1,100,0.954
1735118215.653892,749372.000,53935,3,AX,1,100,0.950
1735118215.693892,749412.000,53935,3,AX,1,100,0.952
1735118215.733892,749452.000,53935,3,AX,1,100,0.950
1735118215.773892,749492.000,53951,2,AX,1,100,0.949
1735118215.813892,749532.000,53951,2,AX,1,100,0.952
1735118215.849225,749567.333,53969,3,AX,1,100,0.955
1735118215.884558,749602.667,53969,3,AX,1,100,0.950
1735118215.919892,749638.000,53969,3,AX,1,100,0.951
1735118215.959892,749678.000,53983,3,AX,1,100,0.956
1735118215.999892,749718.000,53983,3,AX,1,100,0.950
1735118216.039892,749758.000,53983,3,AX,1,100,0.956
1735118216.079892,749798.000,54000,2,AX,1,100,0.951
1735118216.119892,749838.000,54000,2,AX,1,100,0.949
1735118216.159892,749878.000,54016,3,AX,1,100,0.951
1735118216.199892,749918.000,54016,3,AX,1,100,0.955
1735118216.239892,749958.000,54016,3,AX,1,100,0.952
1735118216.279892,749998.000,54036,2,AX,1,100,0.951
1735118216.319892,750038.000,54036,2,AX,1,100,0.951
1735118216.359892,750078.000,54050,3,AX,1,100,0.950
1735118216.399892,750118.000,54050,3,AX,1,100,0.956
1735118216.439892,750158.000,54050,3,AX,1,100,0.951
1735118216.479892,750198.000,54067,2,AX,1,100,0.952
1735118216.519892,750238.000,54067,2,AX,1,100,0.955
1735118216.559892,750278.000,54084,3,AX,1,100,0.952
1735118216.599892,750318.000,54084,3,AX,1,100,0.955
1735118216.639892,750358.000,54084,3,AX,1,100,0.953
1735118216.679892,750398.000,54101,2,AX,1,100,0.952
1735118216.719892,750438.000,54101,2,AX,1,100,0.953
1735118216.759892,750478.000,54115,3,AX,1,100,0.948
1735118216.799892,750518.000,54115,3,AX,1,100,0.956
1735118216.839892,750558.000,54115,3,AX,1,100,0.954
1735118216.879892,750598.000,54135,2,AX,1,100,0.948
1735118216.919892,750638.000,54135,2,AX,1,100,0.954
1735118216.959892,750678.000,54153,3,AX,1,100,0.954
1735118216.999892,750718.000,54153,3,AX,1,100,0.953
1735118217.039892,750758.000,54153,3,AX,1,100,0.950
1735118217.075559,750793.667,54170,3,AX,1,100,0.948
1735118217.111225,750829.333,54170,3,AX,1,100,0.957
1735118217.146892,750865.000,54170,3,AX,1,100,0.952
1735118217.186892,750905.000,54185,2,AX,1,100,0.954
1735118217.226892,750945.000,54185,2,AX,1,100,0.950
1735118217.266892,750985.000,54202,3,AX,1,100,0.951
1735118217.306892,751025.000,54202,3,AX,1,100,0.952
1735118217.346892,751065.000,54202,3,AX,1,100,0.947
1735118217.386392,751104.500,54218,2,AX,1,100,0.951
1735118217.425892,751144.000,54218,2,AX,1,100,0.953
1735118217.465892,751184.000,54235,3,AX,1,100,0.953
1735118217.505892,751224.000,54235,3,AX,1,100,0.953
1735118217.545892,751264.000,54235,3,AX,1,100,0.950
1735118217.586392,751304.500,54251,2,AX,1,100,0.955
1735118217.626892,751345.000,54251,2,AX,1,100,0.956
1735118217.666892,751385.000,54267,3,AX,1,100,0.956
1735118217.706892,751425.000,54267,3,AX,1,100,0.952
1735118217.746892,751465.000,54267,3,AX,1,100,0.952
1735118217.786892,751505.000,54285,3,AX,1,100,0.953
1735118217.826892,751545.000,54285,3,AX,1,100,0.957
1735118217.866892,751585.000,54285,3,AX,1,100,0.954
1735118217.906392,751624.500,54303,2,AX,1,100,0.951
1735118217.945892,751664.000,54303,2,AX,1,100,0.952
1735118217.986226,751704.333,54319,3,AX,1,100,0.956
1735118218.026559,751744.667,54319,3,AX,1,100,0.950
1735118218.066892,751785.000,54319,3,AX,1,100,0.954
1735118218.106892,751825.000,54334,2,AX,1,100,0.952
1735118218.146892,751865.000,54334,2,AX,1,100,0.952
1735118218.186892,751905.000,54353,3,AX,1,100,0.951
1735118218.226892,751945.000,54353,3,AX,1,100,0.950
1735118218.266892,751985.000,54353,3,AX,1,100,0.958
1735118218.302226,752020.333,54370,3,AX,1,100,0.949
1735118218.337559,752055.667,54370,3,AX,1,100,0.950
1735118218.372892,752091.000,54370,3,AX,1,100,0.950
1735118218.412892,752131.000,54386,2,AX,1,100,0.948
1735118218.452892,752171.000,54386,2,AX,1,100,0.947
1735118218.492892,752211.000,54401,3,AX,1,100,0.952
1735118218.532892,752251.000,54401,3,AX,1,100,0.955
1735118218.572892,752291.000,54401,3,AX,1,100,0.953
1735118218.612892,752331.000,54418,2,AX,1,100,0.950
1735118218.652892,752371.000,54418,2,AX,1,100,0.950
1735118218.692892,752411.000,54435,3,AX,1,100,0.956
1735118218.732892,752451.000,54435,3,AX,1,100,0.954
1735118218.772892,752491.000,54435,3,AX,1,100,0.945
1735118218.812892,752531.000,54451,2,AX,1,100,0.950
1735118218.852892,752571.000,54451,2,AX,1,100,0.953
1735118218.892892,752611.000,54469,3,AX,1,100,0.952
1735118218.932892,752651.000,54469,3,AX,1,100,0.949
1735118218.972892,752691.000,54469,3,AX,1,100,0.952
1735118219.012892,752731.000,54485,2,AX,1,100,0.951
1735118219.052892,752771.000,54485,2,AX,1,100,0.950
1735118219.092892,752811.000,54504,3,AX,1,100,0.955
1735118219.132892,752851.000,54504,3,AX,1,100,0.950
1735118219.172892,752891.000,54504,3,AX,1,100,0.950
1735118219.212892,752931.000,54521,2,AX,1,100,0.954
1735118219.252892,752971.000,54521,2,AX,1,100,0.956
1735118219.292892,753011.000,54536,3,AX,1,100,0.949
1735118219.332892,753051.000,54536,3,AX,1,100,0.949
1735118219.372892,753091.000,54536,3,AX,1,100,0.954
1735118219.408559,753126.667,54552,3,AX,1,100,0.952
1735118219.444226,753162.333,54552,3,AX,1,100,0.937
1735118219.479892,753198.000,54552,3,AX,1,100,0.961
1735118219.519892,753238.000,54569,2,AX,1,100,0.967
1735118219.559892,753278.000,54569,2,AX,1,100,0.946
1735118219.599892,753318.000,54586,3,AX,1,100,0.949
1735118219.639892,753358.000,54586,3,AX,1,100,0.961
1735118219.679893,753398.000,54586,3,AX,1,100,0.949
1735118219.719893,753438.000,54602,2,AX,1,100,0.949
1735118219.759892,753478.000,54602,2,AX,1,100,0.949
1735118219.799892,753518.000,54619,3,AX,1,100,0.954
1735118219.839892,753558.000,54619,3,AX,1,100,0.948
1735118219.879893,753598.000,54619,3,AX,1,100,0.953
1735118219.919893,753638.000,54637,2,AX,1,100,0.950
1735118219.959893,753678.000,54637,2,AX,1,100,0.957
1735118219.999892,753718.000,54653,3,AX,1,100,0.951
1735118220.039892,753758.000,54653,3,AX,1,100,0.951
1735118220.079892,753798.000,54653,3,AX,1,100,0.956
1735118220.119893,753838.000,54670,3,AX,1,100,0.953
1735118220.159893,753878.000,54670,3,AX,1,100,0.952
1735118220.199893,753918.000,54670,3,AX,1,100,0.951
1735118220.239892,753958.000,54685,2,AX,1,100,0.953
1735118220.279892,753998.000,54685,2,AX,1,100,0.951
1735118220.319893,754038.000,54702,3,AX,1,100,0.950
1735118220.359893,754078.000,54702,3,AX,1,100,0.952
1735118220.399893,754118.000,54702,3,AX,1,100,0.950
1735118220.439893,754158.000,54720,2,AX,1,100,0.954
1735118220.479892,754198.000,54720,2,AX,1,100,0.951
1735118220.516643,754234.750,54743,4,AX,1,100,0.945
1735118220.553393,754271.500,54743,4,AX,1,100,0.954
1735118220.590142,754308.250,54743,4,AX,1,100,0.955
1735118220.626893,754345.000,54743,4,AX,1,100,0.949
1735118220.666893,754385.000,54759,2,AX,1,100,0.951
1735118220.706893,754425.000,54759,2,AX,1,100,0.956
1735118220.746893,754465.000,54774,3,AX,1,100,0.951
1735118220.786893,754505.000,54774,3,AX,1,100,0.953
1735118220.826893,754545.000,54774,3,AX,1,100,0.945
1735118220.866893,754585.000,54791,3,AX,1,100,0.949
1735118220.906893,754625.000,54791,3,AX,1,100,0.953
1735118220.946893,754665.000,54791,3,AX,1,100,0.949
1735118220.986893,754705.000,54808,2,AX,1,100,0.952
1735118221.026893,754745.000,54808,2,AX,1,100,0.954
1735118221.066893,754785.000,54824,3,AX,1,100,0.952
1735118221.106893,754825.000,54824,3,AX,1,100,0.946
1735118221.146893,754865.000,54824,3,AX,1,100,0.952
1735118221.186893,754905.000,54839,2,AX,1,100,0.952
1735118221.226893,754945.000,54839,2,AX,1,100,0.954
1735118221.266893,754985.000,54856,3,AX,1,100,0.951
1735118221.306893,755025.000,54856,3,AX,1,100,0.954
1735118221.346893,755065.000,54856,3,AX,1,100,0.952
1735118221.386893,755105.000,54875,2,AX,1,100,0.949
1735118221.426893,755145.000,54875,2,AX,1,100,0.951
1735118221.466893,755185.000,54891,3,AX,1,100,0.952
1735118221.506893,755225.000,54891,3,AX,1,100,0.955
1735118221.546893,755265.000,54891,3,AX,1,100,0.948
1735118221.586893,755305.000,54908,2,AX,1,100,0.949
1735118221.626893,755345.000,54908,2,AX,1,100,0.949
1735118221.666559,755384.667,54923,3,AX,1,100,0.953
1735118221.706226,755424.333,54923,3,AX,1,100,0.950
1735118221.745893,755464.000,54923,3,AX,1,100,0.949
1735118221.781559,755499.667,54940,3,AX,1,100,0.948
1735118221.817226,755535.333,54940,3,AX,1,100,0.953
1735118221.852893,755571.000,54940,3,AX,1,100,0.954
1735118221.892893,755611.000,54957,2,AX,1,100,0.954
1735118221.932893,755651.000,54957,2,AX,1,100,0.939
1735118221.972893,755691.000,54975,3,AX,1,100,0.951
1735118222.012893,755731.000,54975,3,AX,1,100,0.956
1735118222.052893,755771.000,54975,3,AX,1,100,0.955
1735118222.092893,755811.000,54990,2,AX,1,100,0.944
1735118222.132893,755851.000,54990,2,AX,1,100,0.951
1735118222.172893,755891.000,55008,3,AX,1,100,0.955
1735118222.212893,755931.000,55008,3,AX,1,100,0.953
1735118222.252893,755971.000,55008,3,AX,1,100,0.953
1735118222.292893,756011.000,55026,2,AX,1,100,0.950
1735118222.332893,756051.000,55026,2,AX,1,100,0.949
1735118222.372893,756091.000,55043,3,AX,1,100,0.954
1735118222.412893,756131.000,55043,3,AX,1,100,0.956
1735118222.452893,756171.000,55043,3,AX,1,100,0.950
1735118222.492893,756211.000,55057,2,AX,1,100,0.954
1735118222.532893,756251.000,55057,2,AX,1,100,0.944
1735118222.572893,756291.000,55075,3,AX,1,100,0.957
1735118222.612893,756331.000,55075,3,AX,1,100,0.951
1735118222.652893,756371.000,55075,3,AX,1,100,0.948
1735118222.692893,756411.000,55091,3,AX,1,100,0.956
1735118222.732893,756451.000,55091,3,AX,1,100,0.946
1735118222.772893,756491.000,55091,3,AX,1,100,0.954
1735118222.812893,756531.000,55108,2,AX,1,100,0.957
1735118222.852893,756571.000,55108,2,AX,1,100,0.947
1735118222.888560,756606.667,55123,3,AX,1,100,0.954
1735118222.924226,756642.333,55123,3,AX,1,100,0.954
1735118222.959893,756678.000,55123,3,AX,1,100,0.951
1735118222.999893,756718.000,55140,3,AX,1,100,0.958
1735118223.039893,756758.000,55140,3,AX,1,100,0.947
1735118223.079893,756798.000,55140,3,AX,1,100,0.957
1735118223.119893,756838.000,55156,2,AX,1,100,0.953
1735118223.159893,756878.000,55156,2,AX,1,100,0.948
1735118223.199893,756918.000,55174,3,AX,1,100,0.949
1735118223.239893,756958.000,55174,3,AX,1,100,0.951
1735118223.279893,756998.000,55174,3,AX,1,100,0.957
1735118223.319893,757038.000,55188,2,AX,1,100,0.951
1735118223.359893,757078.000,55188,2,AX,1,100,0.951
1735118223.399893,757118.000,55205,3,AX,1,100,0.954
1735118223.439893,757158.000,55205,3,AX,1,100,0.958
1735118223.479893,757198.000,55205,3,AX,1,100,0.952
1735118223.519893,757238.000,55221,2,AX,1,100,0.955
1735118223.559893,757278.000,55221,2,AX,1,100,0.945
1735118223.599893,757318.000,55239,3,AX,1,100,0.947
1735118223.639893,757358.000,55239,3,AX,1,100,0.956
1735118223.679893,757398.000,55239,3,AX,1,100,0.962
1735118223.719893,757438.000,55256,2,AX,1,100,0.949
1735118223.759893,757478.000,55256,2,AX,1,100,0.945
1735118223.799893,757518.000,55272,3,AX,1,100,0.952
1735118223.839893,757558.000,55272,3,AX,1,100,0.955
1735118223.879893,757598.000,55272,3,AX,1,100,0.956
1735118223.919893,757638.000,55289,2,AX,1,100,0.948
1735118223.959893,757678.000,55289,2,AX,1,100,0.948
1735118223.999893,757718.000,55306,3,AX,1,100,0.949
1735118224.039893,757758.000,55306,3,AX,1,100,0.952
1735118224.079893,757798.000,55306,3,AX,1,100,0.954
1735118224.115227,757833.333,55321,3,AX,1,100,0.953
1735118224.150560,757868.667,55321,3,AX,1,100,0.947
1735118224.185893,757904.000,55321,3,AX,1,100,0.953
1735118224.225893,757944.000,55338,2,AX,1,100,0.950
1735118224.265893,757984.000,55338,2,AX,1,100,0.952
1735118224.305893,758024.000,55356,3,AX,1,100,0.950
1735118224.345893,758064.000,55356,3,AX,1,100,0.951
1735118224.385893,758104.000,55356,3,AX,1,100,0.951
1735118224.425893,758144.000,55373,2,AX,1,100,0.953
1735118224.465893,758184.000,55373,2,AX,1,100,0.951
1735118224.505893,758224.000,55390,3,AX,1,100,0.956
1735118224.545893,758264.000,55390,3,AX,1,100,0.951
1735118224.585893,758304.000,55390,3,AX,1,100,0.950
1735118224.625893,758344.000,55405,2,AX,1,100,0.949
1735118224.665893,758384.000,55405,2,AX,1,100,0.950
1735118224.705893,758424.000,55421,3,AX,1,100,0.955
1735118224.745893,758464.000,55421,3,AX,1,100,0.955
1735118224.785893,758504.000,55421,3,AX,1,100,0.950
1735118224.825893,758544.000,55438,3,AX,1,100,0.951
1735118224.865893,758584.000,55438,3,AX,1,100,0.955
1735118224.905893,758624.000,55438,3,AX,1,100,0.952
1735118224.945893,758664.000,55455,2,AX,1,100,0.950
1735118224.985893,758704.000,55455,2,AX,1,100,0.950
1735118225.025893,758744.000,55470,3,AX,1,100,0.953
1735118225.065893,758784.000,55470,3,AX,1,100,0.954
1735118225.105893,758824.000,55470,3,AX,1,100,0.952
1735118225.145893,758864.000,55486,2,AX,1,100,0.952
1735118225.185893,758904.000,55486,2,AX,1,100,0.952
1735118225.225893,758944.000,55504,3,AX,1,100,0.950
1735118225.265893,758984.000,55504,3,AX,1,100,0.949
1735118225.305893,759024.000,55504,3,AX,1,100,0.955
1735118225.341560,759059.667,55520,3,AX,1,100,0.949
1735118225.377227,759095.333,55520,3,AX,1,100,0.951
1735118225.412893,759131.000,55520,3,AX,1,100,0.950
1735118225.452893,759171.000,55537,2,AX,1,100,0.953
1735118225.492893,759211.000,55537,2,AX,1,100,0.951
1735118225.532893,759251.000,55554,3,AX,1,100,0.952
1735118225.572893,759291.000,55554,3,AX,1,100,0.956
1735118225.612893,759331.000,55554,3,AX,1,100,0.953
1735118225.652893,759371.000,55574,3,AX,1,100,0.950
1735118225.692894,759411.000,55574,3,AX,1,100,0.951
1735118225.732893,759451.000,55574,3,AX,1,100,0.951
1735118225.772893,759491.000,55590,3,AX,1,100,0.951
1735118225.812893,759531.000,55590,3,AX,1,100,0.953
1735118225.852893,759571.000,55590,3,AX,1,100,0.953
1735118225.892893,759611.000,55608,2,AX,1,100,0.950
1735118225.932894,759651.000,55608,2,AX,1,100,0.948
1735118225.972893,759691.000,55624,3,AX,1,100,0.951
1735118226.012893,759731.000,55624,3,AX,1,100,0.953
1735118226.052893,759771.000,55624,3,AX,1,100,0.952
1735118226.092893,759811.000,55639,2,AX,1,100,0.952
1735118226.132894,759851.000,55639,2,AX,1,100,0.950
1735118226.172894,759891.000,55658,3,AX,1,100,0.954
1735118226.212893,759931.000,55658,3,AX,1,100,0.953
1735118226.252893,759971.000,55658,3,AX,1,100,0.951
1735118226.292893,760011.000,55675,3,AX,1,100,0.952
1735118226.332893,760051.000,55675,3,AX,1,100,0.952
1735118226.372894,760091.000,55675,3,AX,1,100,0.953
1735118226.412894,760131.000,55691,2,AX,1,100,0.955
1735118226.452893,760171.000,55691,2,AX,1,100,0.950
1735118226.488227,760206.333,55706,3,AX,1,100,0.951
1735118226.523560,760241.667,55706,3,AX,1,100,0.952
1735118226.558893,760277.000,55706,3,AX,1,100,0.953
1735118226.598894,760317.000,55723,3,AX,1,100,0.950
1735118226.638894,760357.000,55723,3,AX,1,100,0.952
1735118226.678894,760397.000,55723,3,AX,1,100,0.952
1735118226.718894,760437.000,55740,2,AX,1,100,0.951
1735118226.758893,760477.000,55740,2,AX,1,100,0.954
1735118226.798893,760517.000,55756,3,AX,1,100,0.952
1735118226.838894,760557.000,55756,3,AX,1,100,0.951
1735118226.878894,760597.000,55756,3,AX,1,100,0.952
1735118226.918894,760637.000,55774,2,AX,1,100,0.956
1735118226.958894,760677.000,55774,2,AX,1,100,0.952
1735118226.998893,760717.000,55792,3,AX,1,100,0.952
1735118227.038894,760757.000,55792,3,AX,1,100,0.953
1735118227.078894,760797.000,55792,3,AX,1,100,0.952
1735118227.118894,760837.000,55809,2,AX,1,100,0.952
1735118227.158894,760877.000,55809,2,AX,1,100,0.953
1735118227.198894,760917.000,55826,3,AX,1,100,0.952
1735118227.238894,760957.000,55826,3,AX,1,100,0.950
1735118227.278894,760997.000,55826,3,AX,1,100,0.952
1735118227.318894,761037.000,55841,2,AX,1,100,0.952
1735118227.358894,761077.000,55841,2,AX,1,100,0.950
1735118227.398894,761117.000,55857,3,AX,1,100,0.950
1735118227.438894,761157.000,55857,3,AX,1,100,0.953
1735118227.478894,761197.000,55857,3,AX,1,100,0.953
1735118227.518894,761237.000,55874,2,AX,1,100,0.949
1735118227.558894,761277.000,55874,2,AX,1,100,0.950
1735118227.598894,761317.000,55893,3,AX,1,100,0.955
1735118227.638894,761357.000,55893,3,AX,1,100,0.951
1735118227.678894,761397.000,55893,3,AX,1,100,0.954
1735118227.714227,761432.333,55909,3,AX,1,100,0.954
1735118227.749560,761467.667,55909,3,AX,1,100,0.954
