LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1735118211.413891,745132.000,53232,3,AZ,1,100,0.072
1735118211.453891,745172.000,53247,2,AZ,1,100,0.075
1735118211.493891,745212.000,53247,2,AZ,1,100,0.070
1735118211.533891,745252.000,53264,3,AZ,1,100,0.065
1735118211.573891,745292.000,53264,3,AZ,1,100,0.069
1735118211.613891,745332.000,53264,3,AZ,1,100,0.075
1735118211.653891,745372.000,53282,2,AZ,1,100,0.077
1735118211.693891,745412.000,53282,2,AZ,1,100,0.062
1735118211.733891,745452.000,53299,3,AZ,1,100,0.071
1735118211.773891,745492.000,53299,3,AZ,1,100,0.074
1735118211.813891,745532.000,53299,3,AZ,1,100,0.068
1735118211.853891,745572.000,53314,2,AZ,1,100,0.078
1735118211.893891,745612.000,53314,2,AZ,1,100,0.074
1735118211.933891,745652.000,53333,3,AZ,1,100,0.064
1735118211.973891,745692.000,53333,3,AZ,1,100,0.057
1735118212.013891,745732.000,53333,3,AZ,1,100,0.076
1735118212.053891,745772.000,53349,3,AZ,1,100,0.077
1735118212.093891,745812.000,53349,3,AZ,1,100,0.087
1735118212.133891,745852.000,53349,3,AZ,1,100,0.061
1735118212.173891,745892.000,53366,2,AZ,1,100,0.075
1735118212.213891,745932.000,53366,2,AZ,1,100,0.086
1735118212.249558,745967.667,53383,3,AZ,1,100,0.081
1735118212.285225,746003.333,53383,3,AZ,1,100,0.079
1735118212.320891,746039.000,53383,3,AZ,1,100,0.062
1735118212.360891,746079.000,53400,2,AZ,1,100,0.064
1735118212.400891,746119.000,53400,2,AZ,1,100,0.080
1735118212.440891,746159.000,53416,3,AZ,1,100,0.086
1735118212.480891,746199.000,53416,3,AZ,1,100,0.067
1735118212.520891,746239.000,53416,3,AZ,1,100,0.072
1735118212.560891,746279.000,53434,3,AZ,1,100,0.082
1735118212.600891,746319.000,53434,3,AZ,1,100,0.079
1735118212.640891,746359.000,53434,3,AZ,1,100,0.067
1735118212.680891,746399.000,53450,2,AZ,1,100,0.062
1735118212.720891,746439.000,53450,2,AZ,1,100,0.072
1735118212.760891,746479.000,53465,3,AZ,1,100,0.073
1735118212.800891,746519.000,53465,3,AZ,1,100,0.077
1735118212.840891,746559.000,53465,3,AZ,1,100,0.077
1735118212.880891,746599.000,53482,2,AZ,1,100,0.071
1735118212.920891,746639.000,53482,2,AZ,1,100,0.065
1735118212.960891,746679.000,53499,3,AZ,1,100,0.069
1735118213.000891,746719.000,53499,3,AZ,1,100,0.072
1735118213.040891,746759.000,53499,3,AZ,1,100,0.079
1735118213.080891,746799.000,53517,2,AZ,1,100,0.082
1735118213.120891,746839.000,53517,2,AZ,1,100,0.068
1735118213.160892,746879.000,53532,3,AZ,1,100,0.054
1735118213.200891,746919.000,53532,3,AZ,1,100,0.076
1735118213.240891,746959.000,53532,3,AZ,1,100,0.093
1735118213.280891,746999.000,53549,2,AZ,1,100,0.062
1735118213.320891,747039.000,53549,2,AZ,1,100,0.056
1735118213.360892,747079.000,53566,3,AZ,1,100,0.072
1735118213.400892,747119.000,53566,3,AZ,1,100,0.082
1735118213.440892,747159.000,53566,3,AZ,1,100,0.067
1735118213.476225,747194.333,53584,3,AZ,1,100,0.059
1735118213.511558,747229.667,53584,3,AZ,1,100,0.060
1735118213.546891,747265.000,53584,3,AZ,1,100,0.078
1735118213.586891,747305.000,53600,2,AZ,1,100,0.075
1735118213.626892,747345.000,53600,2,AZ,1,100,0.068
1735118213.666892,747385.000,53616,3,AZ,1,100,0.069
1735118213.706892,747425.000,53616,3,AZ,1,100,0.076
1735118213.746891,747465.000,53616,3,AZ,1,100,0.085
1735118213.786891,747505.000,53633,2,AZ,1,100,0.075
1735118213.826892,747545.000,53633,2,AZ,1,100,0.066
1735118213.866892,747585.000,53652,3,AZ,1,100,0.075
1735118213.906892,747625.000,53652,3,AZ,1,100,0.073
1735118213.946892,747665.000,53652,3,AZ,1,100,0.089
1735118213.986892,747705.000,53669,3,AZ,1,100,0.078
1735118214.026891,747745.000,53669,3,AZ,1,100,0.064
1735118214.066892,747785.000,53669,3,AZ,1,100,0.069
1735118214.106892,747825.000,53683,2,AZ,1,100,0.083
1735118214.146892,747865.000,53683,2,AZ,1,100,0.070
1735118214.186892,747905.000,53701,3,AZ,1,100,0.069
1735118214.226892,747945.000,53701,3,AZ,1,100,0.073
1735118214.266892,747985.000,53701,3,AZ,1,100,0.061
1735118214.306892,748025.000,53717,2,AZ,1,100,0.078
1735118214.346892,748065.000,53717,2,AZ,1,100,0.086
1735118214.386892,748105.000,53734,3,AZ,1,100,0.070
1735118214.426892,748145.000,53734,3,AZ,1,100,0.062
1735118214.466892,748185.000,53734,3,AZ,1,100,0.067
1735118214.506892,748225.000,53748,2,AZ,1,100,0.081
1735118214.546892,748265.000,53748,2,AZ,1,100,0.073
1735118214.586892,748305.000,53766,3,AZ,1,100,0.064
1735118214.626892,748345.000,53766,3,AZ,1,100,0.070
1735118214.666892,748385.000,53766,3,AZ,1,100,0.083
1735118214.702558,748420.667,53784,3,AZ,1,100,0.081
1735118214.738225,748456.333,53784,3,AZ,1,100,0.065
1735118214.773892,748492.000,53784,3,AZ,1,100,0.064
1735118214.813892,748532.000,53801,2,AZ,1,100,0.082
1735118214.853892,748572.000,53801,2,AZ,1,100,0.080
1735118214.893892,748612.000,53816,3,AZ,1,100,0.065
1735118214.933892,748652.000,53816,3,AZ,1,100,0.076
1735118214.973892,748692.000,53816,3,AZ,1,100,0.082
1735118215.013892,748732.000,53833,2,AZ,1,100,0.068
1735118215.053892,748772.000,53833,2,AZ,1,100,0.062
1735118215.093892,748812.000,53849,3,AZ,1,100,0.074
1735118215.133892,748852.000,53849,3,AZ,1,100,0.081
1735118215.173892,748892.000,53849,3,AZ,1,100,0.073
1735118215.213892,748932.000,53867,2,AZ,1,100,0.067
1735118215.253892,748972.000,53867,2,AZ,1,100,0.067
1735118215.293892,749012.000,53881,3,AZ,1,100,0.091
1735118215.333892,749052.000,53881,3,AZ,1,100,0.071
1735118215.373892,749092.000,53881,3,AZ,1,100,0.061
1735118215.413892,749132.000,53905,4,AZ,1,100,0.072
1735118215.453892,749172.000,53905,4,AZ,1,100,0.077
1735118215.493892,749212.000,53905,4,AZ,1,100,0.076
1735118215.533892,749252.000,53905,4,AZ,1,100,0.065
1735118215.573892,749292.000,53920,2,AZ,1,100,0.066
1735118215.613892,749332.000,53920,2,AZ,1,100,0.078
1735118215.653892,749372.000,53937,3,AZ,1,100,0.068
1735118215.693892,749412.000,53937,3,AZ,1,100,0.070
1735118215.733892,749452.000,53937,3,AZ,1,100,0.068
1735118215.773892,749492.000,53953,2,AZ,1,100,0.075
1735118215.813892,749532.000,53953,2,AZ,1,100,0.083
1735118215.849225,749567.333,53971,3,AZ,1,100,0.073
1735118215.884558,749602.667,53971,3,AZ,1,100,0.067
1735118215.919892,749638.000,53971,3,AZ,1,100,0.060
1735118215.959892,749678.000,53985,3,AZ,1,100,0.070
1735118215.999892,749718.000,53985,3,AZ,1,100,0.083
1735118216.039892,749758.000,53985,3,AZ,1,100,0.076
1735118216.079892,749798.000,54002,2,AZ,1,100,0.067
1735118216.119892,749838.000,54002,2,AZ,1,100,0.067
1735118216.159892,749878.000,54018,3,AZ,1,100,0.071
1735118216.199892,749918.000,54018,3,AZ,1,100,0.084
1735118216.239892,749958.000,54018,3,AZ,1,100,0.068
1735118216.279892,749998.000,54038,2,AZ,1,100,0.074
1735118216.319892,750038.000,54038,2,AZ,1,100,0.075
1735118216.359892,750078.000,54052,3,AZ,1,100,0.065
1735118216.399892,750118.000,54052,3,AZ,1,100,0.073
1735118216.439892,750158.000,54052,3,AZ,1,100,0.066
1735118216.479892,750198.000,54069,2,AZ,1,100,0.073
1735118216.519892,750238.000,54069,2,AZ,1,100,0.088
1735118216.559892,750278.000,54086,3,AZ,1,100,0.067
1735118216.599892,750318.000,54086,3,AZ,1,100,0.062
1735118216.639892,750358.000,54086,3,AZ,1,100,0.075
1735118216.679892,750398.000,54103,2,AZ,1,100,0.070
1735118216.719892,750438.000,54103,2,AZ,1,100,0.073
1735118216.759892,750478.000,54117,3,AZ,1,100,0.068
1735118216.799892,750518.000,54117,3,AZ,1,100,0.073
1735118216.839892,750558.000,54117,3,AZ,1,100,0.072
1735118216.879892,750598.000,54137,2,AZ,1,100,0.078
1735118216.919892,750638.000,54137,2,AZ,1,100,0.060
1735118216.959892,750678.000,54155,3,AZ,1,100,0.075
1735118216.999892,750718.000,54155,3,AZ,1,100,0.076
1735118217.039892,750758.000,54155,3,AZ,1,100,0.073
1735118217.075559,750793.667,54172,3,AZ,1,100,0.069
1735118217.111225,750829.333,54172,3,AZ,1,100,0.075
1735118217.146892,750865.000,54172,3,AZ,1,100,0.070
1735118217.186892,750905.000,54187,2,AZ,1,100,0.077
1735118217.226892,750945.000,54187,2,AZ,1,100,0.067
1735118217.266892,750985.000,54204,3,AZ,1,100,0.071
1735118217.306892,751025.000,54204,3,AZ,1,100,0.083
1735118217.346892,751065.000,54204,3,AZ,1,100,0.061
1735118217.386392,751104.500,54220,2,AZ,1,100,0.067
1735118217.425892,751144.000,54220,2,AZ,1,100,0.083
1735118217.465892,751184.000,54237,3,AZ,1,100,0.075
1735118217.505892,751224.000,54237,3,AZ,1,100,0.068
1735118217.545892,751264.000,54237,3,AZ,1,100,0.088
1735118217.586392,751304.500,54253,2,AZ,1,100,0.063
1735118217.626892,751345.000,54253,2,AZ,1,100,0.060
1735118217.666892,751385.000,54269,3,AZ,1,100,0.080
1735118217.706892,751425.000,54269,3,AZ,1,100,0.085
1735118217.746892,751465.000,54269,3,AZ,1,100,0.076
1735118217.786892,751505.000,54287,3,AZ,1,100,0.075
1735118217.826892,751545.000,54287,3,AZ,1,100,0.080
1735118217.866892,751585.000,54287,3,AZ,1,100,0.075
1735118217.906392,751624.500,54305,2,AZ,1,100,0.063
1735118217.945892,751664.000,54305,2,AZ,1,100,0.088
1735118217.986226,751704.333,54321,3,AZ,1,100,0.093
1735118218.026559,751744.667,54321,3,AZ,1,100,0.063
1735118218.066892,751785.000,54321,3,AZ,1,100,0.066
1735118218.106892,751825.000,54336,2,AZ,1,100,0.085
1735118218.146892,751865.000,54336,2,AZ,1,100,0.084
1735118218.186892,751905.000,54355,3,AZ,1,100,0.072
1735118218.226892,751945.000,54355,3,AZ,1,100,0.080
1735118218.266892,751985.000,54355,3,AZ,1,100,0.093
1735118218.302226,752020.333,54372,3,AZ,1,100,0.078
1735118218.337559,752055.667,54372,3,AZ,1,100,0.079
1735118218.372892,752091.000,54372,3,AZ,1,100,0.102
1735118218.412892,752131.000,54388,2,AZ,1,100,0.073
1735118218.452892,752171.000,54388,2,AZ,1,100,0.073
1735118218.492892,752211.000,54403,3,AZ,1,100,0.091
1735118218.532892,752251.000,54403,3,AZ,1,100,0.093
1735118218.572892,752291.000,54403,3,AZ,1,100,0.082
1735118218.612892,752331.000,54420,2,AZ,1,100,0.077
1735118218.652892,752371.000,54420,2,AZ,1,100,0.076
1735118218.692892,752411.000,54437,3,AZ,1,100,0.091
1735118218.732892,752451.000,54437,3,AZ,1,100,0.100
1735118218.772892,752491.000,54437,3,AZ,1,100,0.062
1735118218.812892,752531.000,54453,2,AZ,1,100,0.059
1735118218.852892,752571.000,54453,2,AZ,1,100,0.080
1735118218.892892,752611.000,54471,3,AZ,1,100,0.084
1735118218.932892,752651.000,54471,3,AZ,1,100,0.077
1735118218.972892,752691.000,54471,3,AZ,1,100,0.072
1735118219.012892,752731.000,54487,2,AZ,1,100,0.071
1735118219.052892,752771.000,54487,2,AZ,1,100,0.076
1735118219.092892,752811.000,54506,3,AZ,1,100,0.082
1735118219.132892,752851.000,54506,3,AZ,1,100,0.079
1735118219.172892,752891.000,54506,3,AZ,1,100,0.068
1735118219.212892,752931.000,54523,2,AZ,1,100,0.077
1735118219.252892,752971.000,54523,2,AZ,1,100,0.087
1735118219.292892,753011.000,54538,3,AZ,1,100,0.077
1735118219.332892,753051.000,54538,3,AZ,1,100,0.078
1735118219.372892,753091.000,54538,3,AZ,1,100,0.071
1735118219.408559,753126.667,54554,3,AZ,1,100,0.076
1735118219.444226,753162.333,54554,3,AZ,1,100,0.092
1735118219.479892,753198.000,54554,3,AZ,1,100,0.082
1735118219.519892,753238.000,54571,2,AZ,1,100,0.065
1735118219.559892,753278.000,54571,2,AZ,1,100,0.088
1735118219.599892,753318.000,54588,3,AZ,1,100,0.096
1735118219.639892,753358.000,54588,3,AZ,1,100,0.076
1735118219.679893,753398.000,54588,3,AZ,1,100,0.066
1735118219.719893,753438.000,54604,2,AZ,1,100,0.081
1735118219.759892,753478.000,54604,2,AZ,1,100,0.076
1735118219.799892,753518.000,54621,3,AZ,1,100,0.089
1735118219.839892,753558.000,54621,3,AZ,1,100,0.070
1735118219.879893,753598.000,54621,3,AZ,1,100,0.074
1735118219.919893,753638.000,54639,2,AZ,1,100,0.082
1735118219.959893,753678.000,54639,2,AZ,1,100,0.091
1735118219.999892,753718.000,54655,3,AZ,1,100,0.077
1735118220.039892,753758.000,54655,3,AZ,1,100,0.066
1735118220.079892,753798.000,54655,3,AZ,1,100,0.083
1735118220.119893,753838.000,54672,3,AZ,1,100,0.089
1735118220.159893,753878.000,54672,3,AZ,1,100,0.089
1735118220.199893,753918.000,54672,3,AZ,1,100,0.078
1735118220.239892,753958.000,54687,2,AZ,1,100,0.069
1735118220.279892,753998.000,54687,2,AZ,1,100,0.081
1735118220.319893,754038.000,54704,3,AZ,1,100,0.093
1735118220.359893,754078.000,54704,3,AZ,1,100,0.094
1735118220.399893,754118.000,54704,3,AZ,1,100,0.078
1735118220.439893,754158.000,54722,2,AZ,1,100,0.084
1735118220.479892,754198.000,54722,2,AZ,1,100,0.085
1735118220.516643,754234.750,54745,4,AZ,1,100,0.091
1735118220.553393,754271.500,54745,4,AZ,1,100,0.094
1735118220.590142,754308.250,54745,4,AZ,1,100,0.084
1735118220.626893,754345.000,54745,4,AZ,1,100,0.086
1735118220.666893,754385.000,54761,2,AZ,1,100,0.094
1735118220.706893,754425.000,54761,2,AZ,1,100,0.094
1735118220.746893,754465.000,54776,3,AZ,1,100,0.086
1735118220.786893,754505.000,54776,3,AZ,1,100,0.097
1735118220.826893,754545.000,54776,3,AZ,1,100,0.101
1735118220.866893,754585.000,54793,3,AZ,1,100,0.092
1735118220.906893,754625.000,54793,3,AZ,1,100,0.098
1735118220.946893,754665.000,54793,3,AZ,1,100,0.097
1735118220.986893,754705.000,54810,2,AZ,1,100,0.097
1735118221.026893,754745.000,54810,2,AZ,1,100,0.118
1735118221.066893,754785.000,54826,3,AZ,1,100,0.104
1735118221.106893,754825.000,54826,3,AZ,1,100,0.075
1735118221.146893,754865.000,54826,3,AZ,1,100,0.082
1735118221.186893,754905.000,54841,2,AZ,1,100,0.097
1735118221.226893,754945.000,54841,2,AZ,1,100,0.114
1735118221.266893,754985.000,54858,3,AZ,1,100,0.102
1735118221.306893,755025.000,54858,3,AZ,1,100,0.092
1735118221.346893,755065.000,54858,3,AZ,1,100,0.097
1735118221.386893,755105.000,54877,2,AZ,1,100,0.094
1735118221.426893,755145.000,54877,2,AZ,1,100,0.098
1735118221.466893,755185.000,54893,3,AZ,1,100,0.095
1735118221.506893,755225.000,54893,3,AZ,1,100,0.089
1735118221.546893,755265.000,54893,3,AZ,1,100,0.094
1735118221.586893,755305.000,54910,2,AZ,1,100,0.100
1735118221.626893,755345.000,54910,2,AZ,1,100,0.085
1735118221.666559,755384.667,54925,3,AZ,1,100,0.092
1735118221.706226,755424.333,54925,3,AZ,1,100,0.105
1735118221.745893,755464.000,54925,3,AZ,1,100,0.106
1735118221.781559,755499.667,54942,3,AZ,1,100,0.081
1735118221.817226,755535.333,54942,3,AZ,1,100,0.097
1735118221.852893,755571.000,54942,3,AZ,1,100,0.110
1735118221.892893,755611.000,54959,2,AZ,1,100,0.112
1735118221.932893,755651.000,54959,2,AZ,1,100,0.044
1735118221.972893,755691.000,54977,3,AZ,1,100,0.073
1735118222.012893,755731.000,54977,3,AZ,1,100,0.104
1735118222.052893,755771.000,54977,3,AZ,1,100,0.091
1735118222.092893,755811.000,54992,2,AZ,1,100,0.089
1735118222.132893,755851.000,54992,2,AZ,1,100,0.093
1735118222.172893,755891.000,55010,3,AZ,1,100,0.090
1735118222.212893,755931.000,55010,3,AZ,1,100,0.085
1735118222.252893,755971.000,55010,3,AZ,1,100,0.077
1735118222.292893,756011.000,55028,2,AZ,1,100,0.089
1735118222.332893,756051.000,55028,2,AZ,1,100,0.084
1735118222.372893,756091.000,55045,3,AZ,1,100,0.080
1735118222.412893,756131.000,55045,3,AZ,1,100,0.092
1735118222.452893,756171.000,55045,3,AZ,1,100,0.086
1735118222.492893,756211.000,55059,2,AZ,1,100,0.089
1735118222.532893,756251.000,55059,2,AZ,1,100,0.082
1735118222.572893,756291.000,55077,3,AZ,1,100,0.091
1735118222.612893,756331.000,55077,3,AZ,1,100,0.089
1735118222.652893,756371.000,55077,3,AZ,1,100,0.092
1735118222.692893,756411.000,55093,3,AZ,1,100,0.081
1735118222.732893,756451.000,55093,3,AZ,1,100,0.081
1735118222.772893,756491.000,55093,3,AZ,1,100,0.103
1735118222.812893,756531.000,55110,2,AZ,1,100,0.092
1735118222.852893,756571.000,55110,2,AZ,1,100,0.086
1735118222.888560,756606.667,55125,3,AZ,1,100,0.081
1735118222.924226,756642.333,55125,3,AZ,1,100,0.105
1735118222.959893,756678.000,55125,3,AZ,1,100,0.099
1735118222.999893,756718.000,55142,3,AZ,1,100,0.088
1735118223.039893,756758.000,55142,3,AZ,1,100,0.085
1735118223.079893,756798.000,55142,3,AZ,1,100,0.098
1735118223.119893,756838.000,55158,2,AZ,1,100,0.097
1735118223.159893,756878.000,55158,2,AZ,1,100,0.081
1735118223.199893,756918.000,55176,3,AZ,1,100,0.084
1735118223.239893,756958.000,55176,3,AZ,1,100,0.096
1735118223.279893,756998.000,55176,3,AZ,1,100,0.097
1735118223.319893,757038.000,55190,2,AZ,1,100,0.083
1735118223.359893,757078.000,55190,2,AZ,1,100,0.098
1735118223.399893,757118.000,55207,3,AZ,1,100,0.101
1735118223.439893,757158.000,55207,3,AZ,1,100,0.091
1735118223.479893,757198.000,55207,3,AZ,1,100,0.090
1735118223.519893,757238.000,55223,2,AZ,1,100,0.092
1735118223.559893,757278.000,55223,2,AZ,1,100,0.087
1735118223.599893,757318.000,55241,3,AZ,1,100,0.092
1735118223.639893,757358.000,55241,3,AZ,1,100,0.100
1735118223.679893,757398.000,55241,3,AZ,1,100,0.094
1735118223.719893,757438.000,55258,2,AZ,1,100,0.087
1735118223.759893,757478.000,55258,2,AZ,1,100,0.087
1735118223.799893,757518.000,55274,3,AZ,1,100,0.094
1735118223.839893,757558.000,55274,3,AZ,1,100,0.094
1735118223.879893,757598.000,55274,3,AZ,1,100,0.093
1735118223.919893,757638.000,55291,2,AZ,1,100,0.086
1735118223.959893,757678.000,55291,2,AZ,1,100,0.088
1735118223.999893,757718.000,55308,3,AZ,1,100,0.084
1735118224.039893,757758.000,55308,3,AZ,1,100,0.097
1735118224.079893,757798.000,55308,3,AZ,1,100,0.093
1735118224.115227,757833.333,55323,3,AZ,1,100,0.088
1735118224.150560,757868.667,55323,3,AZ,1,100,0.085
1735118224.185893,757904.000,55323,3,AZ,1,100,0.087
1735118224.225893,757944.000,55340,2,AZ,1,100,0.091
1735118224.265893,757984.000,55340,2,AZ,1,100,0.088
1735118224.305893,758024.000,55358,3,AZ,1,100,0.084
1735118224.345893,758064.000,55358,3,AZ,1,100,0.088
1735118224.385893,758104.000,55358,3,AZ,1,100,0.079
1735118224.425893,758144.000,55375,2,AZ,1,100,0.082
1735118224.465893,758184.000,55375,2,AZ,1,100,0.092
1735118224.505893,758224.000,55392,3,AZ,1,100,0.091
1735118224.545893,758264.000,55392,3,AZ,1,100,0.078
1735118224.585893,758304.000,55392,3,AZ,1,100,0.084
1735118224.625893,758344.000,55407,2,AZ,1,100,0.087
1735118224.665893,758384.000,55407,2,AZ,1,100,0.079
1735118224.705893,758424.000,55423,3,AZ,1,100,0.085
1735118224.745893,758464.000,55423,3,AZ,1,100,0.088
1735118224.785893,758504.000,55423,3,AZ,1,100,0.074
1735118224.825893,758544.000,55440,3,AZ,1,100,0.080
1735118224.865893,758584.000,55440,3,AZ,1,100,0.084
1735118224.905893,758624.000,55440,3,AZ,1,100,0.082
1735118224.945893,758664.000,55457,2,AZ,1,100,0.078
1735118224.985893,758704.000,55457,2,AZ,1,100,0.080
1735118225.025893,758744.000,55472,3,AZ,1,100,0.086
1735118225.065893,758784.000,55472,3,AZ,1,100,0.082
1735118225.105893,758824.000,55472,3,AZ,1,100,0.081
1735118225.145893,758864.000,55488,2,AZ,1,100,0.071
1735118225.185893,758904.000,55488,2,AZ,1,100,0.077
1735118225.225893,758944.000,55506,3,AZ,1,100,0.089
1735118225.265893,758984.000,55506,3,AZ,1,100,0.073
1735118225.305893,759024.000,55506,3,AZ,1,100,0.079
1735118225.341560,759059.667,55522,3,AZ,1,100,0.075
1735118225.377227,759095.333,55522,3,AZ,1,100,0.086
1735118225.412893,759131.000,55522,3,AZ,1,100,0.083
1735118225.452893,759171.000,55539,2,AZ,1,100,0.071
1735118225.492893,759211.000,55539,2,AZ,1,100,0.074
1735118225.532893,759251.000,55556,3,AZ,1,100,0.082
1735118225.572893,759291.000,55556,3,AZ,1,100,0.082
1735118225.612893,759331.000,55556,3,AZ,1,100,0.073
1735118225.652893,759371.000,55576,3,AZ,1,100,0.075
1735118225.692894,759411.000,55576,3,AZ,1,100,0.075
1735118225.732893,759451.000,55576,3,AZ,1,100,0.081
1735118225.772893,759491.000,55592,3,AZ,1,100,0.076
1735118225.812893,759531.000,55592,3,AZ,1,100,0.078
1735118225.852893,759571.000,55592,3,AZ,1,100,0.072
1735118225.892893,759611.000,55610,2,AZ,1,100,0.073
1735118225.932894,759651.000,55610,2,AZ,1,100,0.084
1735118225.972893,759691.000,55626,3,AZ,1,100,0.084
1735118226.012893,759731.000,55626,3,AZ,1,100,0.072
1735118226.052893,759771.000,55626,3,AZ,1,100,0.067
1735118226.092893,759811.000,55641,2,AZ,1,100,0.072
1735118226.132894,759851.000,55641,2,AZ,1,100,0.080
1735118226.172894,759891.000,55660,3,AZ,1,100,0.078
1735118226.212893,759931.000,55660,3,AZ,1,100,0.071
1735118226.252893,759971.000,55660,3,AZ,1,100,0.079
1735118226.292893,760011.000,55677,3,AZ,1,100,0.072
1735118226.332893,760051.000,55677,3,AZ,1,100,0.071
1735118226.372894,760091.000,55677,3,AZ,1,100,0.072
1735118226.412894,760131.000,55693,2,AZ,1,100,0.079
1735118226.452893,760171.000,55693,2,AZ,1,100,0.071
1735118226.488227,760206.333,55708,3,AZ,1,100,0.077
1735118226.523560,760241.667,55708,3,AZ,1,100,0.074
1735118226.558893,760277.000,55708,3,AZ,1,100,0.070
1735118226.598894,760317.000,55725,3,AZ,1,100,0.066
1735118226.638894,760357.000,55725,3,AZ,1,100,0.073
1735118226.678894,760397.000,55725,3,AZ,1,100,0.082
1735118226.718894,760437.000,55742,2,AZ,1,100,0.071
1735118226.758893,760477.000,55742,2,AZ,1,100,0.056
1735118226.798893,760517.000,55758,3,AZ,1,100,0.065
1735118226.838894,760557.000,55758,3,AZ,1,100,0.076
1735118226.878894,760597.000,55758,3,AZ,1,100,0.070
1735118226.918894,760637.000,55776,2,AZ,1,100,0.060
1735118226.958894,760677.000,55776,2,AZ,1,100,0.057
1735118226.998893,760717.000,55794,3,AZ,1,100,0.054
1735118227.038894,760757.000,55794,3,AZ,1,100,0.069
1735118227.078894,760797.000,55794,3,AZ,1,100,0.061
1735118227.118894,760837.000,55811,2,AZ,1,100,0.059
1735118227.158894,760877.000,55811,2,AZ,1,100,0.063
1735118227.198894,760917.000,55828,3,AZ,1,100,0.059
1735118227.238894,760957.000,55828,3,AZ,1,100,0.058
1735118227.278894,760997.000,55828,3,AZ,1,100,0.067
1735118227.318894,761037.000,55843,2,AZ,1,100,0.060
1735118227.358894,761077.000,55843,2,AZ,1,100,0.049
