TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1093322.000000,1364897.000000,1735116875.008468,1735117146.583942,62,1.05329e+06,1.37166e+06,1.11.4
