LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1734243355.202032,314083.000,49067,2,AK,1,100,RD
1734243355.253033,314134.000,49070,2,AK,1,100,49068
1734243355.304033,314185.000,49070,2,AK,1,100,RD
1734243357.819562,316700.500,49904,2,AK,1,100,49068
1734243360.335091,319216.000,49904,2,AK,1,100,RD
1734243360.366092,319247.000,49907,2,AK,1,100,49905
1734243360.397092,319278.000,49907,2,AK,1,100,RD
1734243362.925621,321806.500,50746,2,AK,1,100,49905
1734243365.454151,324335.000,50746,2,AK,1,100,RD
1734243365.491651,324372.500,50749,2,AK,1,100,50747
1734243365.529151,324410.000,50749,2,AK,1,100,RD
1734243368.045681,326926.500,51583,2,AK,1,100,50747
1734243370.562210,329443.000,51583,2,AK,1,100,RD
1734243370.575710,329456.500,51586,2,AK,1,100,51584
1734243370.589210,329470.000,51586,2,AK,1,100,RD
1734243373.129739,332010.500,52406,2,AK,1,100,51584
1734243375.670269,334551.000,52406,2,AK,1,100,RD
1734243378.226298,337107.000,53252,2,AK,1,100,52407
1734243380.782328,339663.000,53252,2,AK,1,100,RD
1734243380.783828,339664.500,53254,2,AK,1,100,52407
1734243380.785328,339666.000,53254,2,AK,1,100,RD
1734243380.819828,339700.500,53257,2,AK,1,100,53255
1734243380.854329,339735.000,53257,2,AK,1,100,RD
1734243383.377358,342258.000,54095,2,AK,1,100,53255
1734243385.900387,344781.000,54095,2,AK,1,100,RD
1734243385.916887,344797.500,54098,2,AK,1,100,54096
1734243385.933387,344814.000,54098,2,AK,1,100,RD
1734243388.480417,347361.000,54936,2,AK,1,100,54096
1734243391.027446,349908.000,54936,2,AK,1,100,RD
1734243391.043946,349924.500,54939,2,AK,1,100,54937
1734243391.060447,349941.000,54939,2,AK,1,100,RD
1734243393.606976,352487.500,55779,2,AK,1,100,54937
1734243396.153505,355034.000,55779,2,AK,1,100,RD
1734243396.173006,355053.500,55782,2,AK,1,100,55780
1734243396.192506,355073.000,55782,2,AK,1,100,RD
1734243398.739535,357620.000,56622,2,AK,1,100,55780
1734243401.286565,360167.000,56622,2,AK,1,100,RD
1734243401.300565,360181.000,56625,2,AK,1,100,56623
1734243401.314565,360195.000,56625,2,AK,1,100,RD
1734243403.862595,362743.000,57461,2,AK,1,100,56623
1734243406.410624,365291.000,57461,2,AK,1,100,RD
1734243406.434624,365315.000,57464,2,AK,1,100,57462
1734243406.458625,365339.000,57464,2,AK,1,100,RD
1734243408.988654,367869.000,58286,2,AK,1,100,57462
1734243411.518683,370399.000,58286,2,AK,1,100,RD
1734243411.564183,370444.500,58289,2,AK,1,100,58287
1734243411.609684,370490.000,58289,2,AK,1,100,RD
1734243414.123213,373003.500,59124,2,AK,1,100,58287
1734243416.636742,375517.000,59124,2,AK,1,100,RD
1734243416.649742,375530.000,59127,2,AK,1,100,59125
1734243416.662742,375543.000,59127,2,AK,1,100,RD
1734243419.217272,378097.500,59964,2,AK,1,100,59125
1734243421.771801,380652.000,59964,2,AK,1,100,RD
1734243421.802302,380682.500,59967,2,AK,1,100,59965
1734243421.832802,380713.000,59967,2,AK,1,100,RD
1734243424.362331,383242.500,60799,2,AK,1,100,59965
1734243426.891861,385772.000,60799,2,AK,1,100,RD
1734243426.915861,385796.000,60802,2,AK,1,100,60800
1734243426.939861,385820.000,60802,2,AK,1,100,RD
1734243429.518891,388399.000,61633,2,AK,1,100,61631
1734243432.097921,390978.000,61633,2,AK,1,100,RD
1734243434.614450,393494.500,62470,2,AK,1,100,61631
1734243437.130979,396011.000,62470,2,AK,1,100,RD
1734243437.161979,396042.000,62473,2,AK,1,100,62471
1734243437.192980,396073.000,62473,2,AK,1,100,RD
1734243439.720509,398600.500,63313,2,AK,1,100,62471
1734243442.248038,401128.000,63313,2,AK,1,100,RD
1734243442.287539,401167.500,63316,2,AK,1,100,63314
1734243442.327039,401207.000,63316,2,AK,1,100,RD
1734243444.841568,403721.500,64138,2,AK,1,100,63314
1734243447.356097,406236.000,64138,2,AK,1,100,RD
1734243447.401098,406281.000,64141,2,AK,1,100,64139
1734243447.446098,406326.000,64141,2,AK,1,100,RD
1734243449.962627,408842.500,64984,2,AK,1,100,64139
1734243452.479156,411359.000,64984,2,AK,1,100,RD
1734243452.516657,411396.500,64987,2,AK,1,100,64985
1734243452.554157,411434.000,64987,2,AK,1,100,RD
1734243455.072686,413952.500,283,2,AK,1,100,64985
1734243457.591216,416471.000,283,2,AK,1,100,RD
1734243457.606216,416486.000,286,2,AK,1,100,284
1734243457.621216,416501.000,286,2,AK,1,100,RD
1734243460.160245,419040.000,1123,2,AK,1,100,284
1734243462.699275,421579.000,1123,2,AK,1,100,RD
1734243462.716775,421596.500,1126,2,AK,1,100,1124
1734243462.734275,421614.000,1126,2,AK,1,100,RD
1734243465.273304,424153.000,1965,2,AK,1,100,1124
1734243467.812334,426692.000,1965,2,AK,1,100,RD
1734243467.819834,426699.500,1968,2,AK,1,100,1966
1734243467.827334,426707.000,1968,2,AK,1,100,RD
1734243470.373863,429253.500,2802,2,AK,1,100,1966
1734243472.920393,431800.000,2802,2,AK,1,100,RD
1734243475.473922,434353.500,3639,2,AK,1,100,2803
1734243478.027452,436907.000,3639,2,AK,1,100,RD
1734243478.028452,436908.000,3641,2,AK,1,100,2803
1734243478.029452,436909.000,3641,2,AK,1,100,RD
1734243480.583981,439463.500,4465,2,AK,1,100,3642
1734243483.138511,442018.000,4465,2,AK,1,100,RD
1734243483.141011,442020.500,4467,2,AK,1,100,3642
1734243483.143511,442023.000,4467,2,AK,1,100,RD
1734243483.171511,442051.000,4470,2,AK,1,100,4468
1734243483.199512,442079.000,4470,2,AK,1,100,RD
1734243485.721541,444601.000,5306,2,AK,1,100,4468
