LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1734243409.935665,368816.000,58039,1,EL,1,100,-15183.200195
1734243410.002166,368882.500,58056,2,EL,1,100,-15182.400391
1734243410.068666,368949.000,58056,2,EL,1,100,-15182.000000
1734243410.135167,369015.500,58073,2,EL,1,100,-15182.200195
1734243410.201668,369082.000,58073,2,EL,1,100,-15181.200195
1734243410.268669,369149.000,58089,1,EL,1,100,-15180.400391
1734243410.335169,369215.500,58105,2,EL,1,100,-15179.599609
1734243410.401670,369282.000,58105,2,EL,1,100,-15179.599609
1734243410.468671,369349.000,58121,1,EL,1,100,-15180.000000
1734243410.535172,369415.500,58140,2,EL,1,100,-15179.400391
1734243410.601672,369482.000,58140,2,EL,1,100,-15177.799805
1734243410.668673,369549.000,58157,1,EL,1,100,-15177.599609
1734243410.735174,369615.500,58172,2,EL,1,100,-15177.599609
1734243410.801675,369682.000,58172,2,EL,1,100,-15177.599609
1734243410.868675,369749.000,58188,1,EL,1,100,-15176.599609
1734243410.935176,369815.500,58206,2,EL,1,100,-15175.200195
1734243411.001677,369882.000,58206,2,EL,1,100,-15174.599609
1734243411.068678,369949.000,58222,1,EL,1,100,-15174.599609
1734243411.135179,370015.500,58239,2,EL,1,100,-15174.599609
1734243411.201679,370082.000,58239,2,EL,1,100,-15174.000000
1734243411.268680,370149.000,58255,1,EL,1,100,-15174.000000
1734243411.335181,370215.500,58273,2,EL,1,100,-15173.599609
1734243411.401682,370282.000,58273,2,EL,1,100,-15173.799805
1734243411.468349,370348.667,58295,3,EL,1,100,-15174.799805
1734243411.535017,370415.333,58295,3,EL,1,100,-15174.799805
1734243411.601684,370482.000,58295,3,EL,1,100,-15173.400391
1734243411.668685,370549.000,58312,1,EL,1,100,-15172.799805
1734243411.735186,370615.500,58329,2,EL,1,100,-15171.799805
1734243411.801686,370682.000,58329,2,EL,1,100,-15172.400391
1734243411.868687,370749.000,58347,1,EL,1,100,-15172.799805
1734243411.935188,370815.500,58364,2,EL,1,100,-15174.599609
1734243412.001689,370882.000,58364,2,EL,1,100,-15174.400391
1734243412.068689,370949.000,58379,1,EL,1,100,-15174.000000
1734243412.135190,371015.500,58396,2,EL,1,100,-15174.400391
1734243412.201691,371082.000,58396,2,EL,1,100,-15174.200195
1734243412.268192,371148.500,58413,2,EL,1,100,-15172.000000
1734243412.334692,371215.000,58413,2,EL,1,100,-15171.599609
1734243412.401693,371282.000,58430,1,EL,1,100,-15172.400391
1734243412.468194,371348.500,58444,2,EL,1,100,-15172.400391
1734243412.534695,371415.000,58444,2,EL,1,100,-15171.400391
1734243412.601696,371482.000,58463,1,EL,1,100,-15171.599609
1734243412.668196,371548.500,58480,2,EL,1,100,-15172.200195
1734243412.734697,371615.000,58480,2,EL,1,100,-15171.000000
1734243412.801698,371682.000,58497,1,EL,1,100,-15171.799805
1734243412.868199,371748.500,58511,2,EL,1,100,-15172.000000
1734243412.934699,371815.000,58511,2,EL,1,100,-15171.400391
1734243413.001700,371882.000,58529,1,EL,1,100,-15171.000000
1734243413.068201,371948.500,58545,2,EL,1,100,-15170.599609
1734243413.134702,372015.000,58545,2,EL,1,100,-15170.599609
1734243413.201703,372082.000,58564,1,EL,1,100,-15171.400391
1734243413.268203,372148.500,58579,2,EL,1,100,-15170.799805
1734243413.334704,372215.000,58579,2,EL,1,100,-15171.400391
1734243413.401705,372282.000,58596,1,EL,1,100,-15172.200195
1734243413.468205,372348.500,58612,2,EL,1,100,-15171.200195
1734243413.534706,372415.000,58612,2,EL,1,100,-15170.400391
1734243413.601707,372482.000,58629,1,EL,1,100,-15170.000000
1734243413.668208,372548.500,58644,2,EL,1,100,-15170.200195
1734243413.734709,372615.000,58644,2,EL,1,100,-15170.599609
1734243413.801709,372682.000,58663,1,EL,1,100,-15171.000000
1734243413.868210,372748.500,58679,2,EL,1,100,-15170.799805
1734243413.934711,372815.000,58679,2,EL,1,100,-15169.599609
1734243414.001712,372882.000,58697,1,EL,1,100,-15170.599609
1734243414.068213,372948.500,58711,2,EL,1,100,-15172.200195
1734243414.134713,373015.000,58711,2,EL,1,100,-15172.000000
1734243414.201714,373082.000,58728,1,EL,1,100,-15171.599609
1734243414.268215,373148.500,58745,2,EL,1,100,-15172.799805
1734243414.334716,373215.000,58745,2,EL,1,100,-15175.000000
1734243414.401716,373282.000,58764,1,EL,1,100,-15178.000000
1734243414.468217,373348.500,58781,2,EL,1,100,-15179.799805
1734243414.534718,373415.000,58781,2,EL,1,100,-15179.599609
1734243414.601719,373482.000,58798,2,EL,1,100,-15180.799805
1734243414.668720,373549.000,58798,2,EL,1,100,-15182.200195
1734243414.734720,373615.000,58814,1,EL,1,100,-15182.799805
1734243414.801221,373681.500,58831,2,EL,1,100,-15183.000000
1734243414.867722,373748.000,58831,2,EL,1,100,-15182.200195
1734243414.934722,373815.000,58847,1,EL,1,100,-15181.200195
