LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1734243247.389786,206272.000,31541,2,MX,1,100,29
1734243247.429786,206312.000,31556,3,MX,1,100,29
1734243247.469787,206352.000,31556,3,MX,1,100,29
1734243247.509787,206392.000,31556,3,MX,1,100,29
1734243247.549788,206432.000,31572,3,MX,1,100,30
1734243247.589788,206472.000,31572,3,MX,1,100,30
1734243247.629789,206512.000,31572,3,MX,1,100,28
1734243247.669789,206552.000,31595,3,MX,1,100,29
1734243247.709790,206592.000,31595,3,MX,1,100,29
1734243247.749790,206632.000,31595,3,MX,1,100,29
1734243247.790124,206672.333,31613,3,MX,1,100,29
1734243247.830458,206712.667,31613,3,MX,1,100,30
1734243247.870791,206753.000,31613,3,MX,1,100,30
1734243247.910792,206793.000,31630,2,MX,1,100,29
1734243247.950792,206833.000,31630,2,MX,1,100,28
1734243247.990793,206873.000,31645,3,MX,1,100,29
1734243248.030793,206913.000,31645,3,MX,1,100,29
1734243248.070794,206953.000,31645,3,MX,1,100,29
1734243248.110794,206993.000,31662,2,MX,1,100,29
1734243248.150795,207033.000,31662,2,MX,1,100,29
1734243248.190795,207073.000,31678,3,MX,1,100,30
1734243248.230796,207113.000,31678,3,MX,1,100,30
1734243248.270796,207153.000,31678,3,MX,1,100,29
1734243248.310796,207193.000,31696,2,MX,1,100,29
1734243248.350797,207233.000,31696,2,MX,1,100,30
1734243248.386131,207268.333,31711,3,MX,1,100,29
1734243248.421464,207303.667,31711,3,MX,1,100,29
1734243248.456798,207339.000,31711,3,MX,1,100,30
1734243248.496799,207379.000,31727,3,MX,1,100,30
1734243248.536799,207419.000,31727,3,MX,1,100,30
1734243248.576800,207459.000,31727,3,MX,1,100,29
1734243248.616800,207499.000,31746,2,MX,1,100,29
1734243248.656801,207539.000,31746,2,MX,1,100,30
1734243248.696801,207579.000,31763,3,MX,1,100,30
1734243248.736801,207619.000,31763,3,MX,1,100,30
1734243248.776802,207659.000,31763,3,MX,1,100,30
1734243248.816802,207699.000,31779,2,MX,1,100,30
1734243248.856803,207739.000,31779,2,MX,1,100,29
1734243248.896803,207779.000,31794,3,MX,1,100,30
1734243248.936804,207819.000,31794,3,MX,1,100,30
1734243248.976804,207859.000,31794,3,MX,1,100,30
1734243249.016805,207899.000,31811,2,MX,1,100,30
1734243249.056805,207939.000,31811,2,MX,1,100,30
1734243249.096806,207979.000,31828,3,MX,1,100,30
1734243249.136806,208019.000,31828,3,MX,1,100,30
1734243249.176806,208059.000,31828,3,MX,1,100,29
1734243249.216807,208099.000,31846,2,MX,1,100,29
1734243249.256807,208139.000,31846,2,MX,1,100,30
1734243249.296808,208179.000,31862,3,MX,1,100,30
1734243249.336808,208219.000,31862,3,MX,1,100,29
1734243249.376809,208259.000,31862,3,MX,1,100,30
1734243249.416809,208299.000,31880,3,MX,1,100,29
1734243249.456810,208339.000,31880,3,MX,1,100,29
1734243249.496810,208379.000,31880,3,MX,1,100,28
1734243249.536811,208419.000,31897,2,MX,1,100,30
1734243249.576811,208459.000,31897,2,MX,1,100,30
1734243249.612145,208494.333,31914,3,MX,1,100,30
1734243249.647479,208529.667,31914,3,MX,1,100,30
1734243249.682812,208565.000,31914,3,MX,1,100,29
1734243249.723313,208605.500,31929,2,MX,1,100,31
1734243249.763813,208646.000,31929,2,MX,1,100,29
1734243249.803814,208686.000,31945,3,MX,1,100,30
1734243249.843814,208726.000,31945,3,MX,1,100,30
1734243249.883815,208766.000,31945,3,MX,1,100,30
1734243249.923815,208806.000,31962,2,MX,1,100,29
1734243249.963816,208846.000,31962,2,MX,1,100,29
1734243250.003816,208886.000,31979,3,MX,1,100,30
1734243250.043817,208926.000,31979,3,MX,1,100,30
1734243250.083817,208966.000,31979,3,MX,1,100,29
1734243250.123817,209006.000,31994,3,MX,1,100,29
1734243250.163818,209046.000,31994,3,MX,1,100,29
1734243250.203818,209086.000,31994,3,MX,1,100,29
1734243250.243319,209125.500,32012,2,MX,1,100,29
1734243250.282819,209165.000,32012,2,MX,1,100,30
1734243250.323153,209205.333,32030,3,MX,1,100,30
1734243250.363487,209245.667,32030,3,MX,1,100,29
1734243250.403821,209286.000,32030,3,MX,1,100,29
1734243250.443321,209325.500,32046,2,MX,1,100,30
1734243250.482822,209365.000,32046,2,MX,1,100,30
1734243250.522822,209405.000,32062,3,MX,1,100,30
1734243250.562823,209445.000,32062,3,MX,1,100,30
1734243250.602823,209485.000,32062,3,MX,1,100,30
1734243250.638823,209521.000,32078,3,MX,1,100,30
1734243250.674824,209557.000,32078,3,MX,1,100,30
1734243250.710824,209593.000,32078,3,MX,1,100,30
1734243250.750825,209633.000,32095,2,MX,1,100,30
1734243250.790825,209673.000,32095,2,MX,1,100,29
1734243250.830826,209713.000,32111,3,MX,1,100,30
1734243250.870826,209753.000,32111,3,MX,1,100,30
1734243250.910826,209793.000,32111,3,MX,1,100,30
1734243250.950827,209833.000,32131,2,MX,1,100,29
1734243250.990828,209873.000,32131,2,MX,1,100,31
1734243251.030828,209913.000,32145,3,MX,1,100,29
1734243251.070828,209953.000,32145,3,MX,1,100,29
1734243251.110829,209993.000,32145,3,MX,1,100,29
1734243251.150829,210033.000,32162,2,MX,1,100,29
1734243251.190830,210073.000,32162,2,MX,1,100,29
1734243251.230830,210113.000,32178,3,MX,1,100,29
1734243251.270831,210153.000,32178,3,MX,1,100,30
1734243251.310831,210193.000,32178,3,MX,1,100,30
1734243251.350332,210232.500,32196,2,MX,1,100,29
1734243251.389832,210272.000,32196,2,MX,1,100,29
1734243251.429832,210312.000,32210,3,MX,1,100,29
1734243251.469833,210352.000,32210,3,MX,1,100,29
1734243251.509834,210392.000,32210,3,MX,1,100,30
1734243251.549834,210432.000,32227,2,MX,1,100,29
1734243251.589834,210472.000,32227,2,MX,1,100,29
1734243251.629835,210512.000,32244,3,MX,1,100,30
1734243251.669835,210552.000,32244,3,MX,1,100,30
1734243251.709836,210592.000,32244,3,MX,1,100,29
1734243251.749836,210632.000,32263,3,MX,1,100,29
1734243251.789837,210672.000,32263,3,MX,1,100,29
1734243251.829837,210712.000,32263,3,MX,1,100,29
1734243251.869838,210752.000,32277,2,MX,1,100,29
1734243251.909838,210792.000,32277,2,MX,1,100,29
1734243251.945505,210827.667,32295,3,MX,1,100,29
1734243251.981172,210863.333,32295,3,MX,1,100,29
1734243252.016839,210899.000,32295,3,MX,1,100,29
1734243252.056840,210939.000,32311,2,MX,1,100,29
1734243252.096840,210979.000,32311,2,MX,1,100,29
1734243252.136841,211019.000,32328,3,MX,1,100,29
1734243252.176841,211059.000,32328,3,MX,1,100,30
1734243252.216842,211099.000,32328,3,MX,1,100,29
1734243252.256842,211139.000,32342,2,MX,1,100,29
1734243252.296843,211179.000,32342,2,MX,1,100,29
1734243252.336843,211219.000,32360,3,MX,1,100,29
1734243252.376843,211259.000,32360,3,MX,1,100,29
1734243252.416844,211299.000,32360,3,MX,1,100,29
1734243252.456844,211339.000,32376,3,MX,1,100,29
1734243252.496845,211379.000,32376,3,MX,1,100,30
1734243252.536845,211419.000,32376,3,MX,1,100,29
1734243252.576846,211459.000,32393,2,MX,1,100,30
1734243252.616846,211499.000,32393,2,MX,1,100,29
1734243252.656847,211539.000,32410,3,MX,1,100,29
1734243252.696847,211579.000,32410,3,MX,1,100,29
1734243252.736848,211619.000,32410,3,MX,1,100,29
1734243252.776848,211659.000,32432,4,MX,1,100,29
1734243252.816849,211699.000,32432,4,MX,1,100,30
1734243252.856849,211739.000,32432,4,MX,1,100,29
1734243252.896849,211779.000,32432,4,MX,1,100,30
1734243252.936850,211819.000,32447,2,MX,1,100,30
1734243252.976851,211859.000,32447,2,MX,1,100,29
1734243253.012517,211894.667,32466,3,MX,1,100,29
1734243253.048185,211930.333,32466,3,MX,1,100,30
1734243253.083852,211966.000,32466,3,MX,1,100,30
1734243253.123852,212006.000,32483,2,MX,1,100,30
1734243253.163853,212046.000,32483,2,MX,1,100,29
1734243253.203853,212086.000,32499,3,MX,1,100,29
1734243253.243854,212126.000,32499,3,MX,1,100,31
1734243253.283854,212166.000,32499,3,MX,1,100,29
1734243253.323854,212206.000,32515,2,MX,1,100,29
1734243253.363855,212246.000,32515,2,MX,1,100,30
1734243253.403855,212286.000,32531,3,MX,1,100,30
1734243253.443856,212326.000,32531,3,MX,1,100,29
1734243253.483856,212366.000,32531,3,MX,1,100,29
1734243253.523857,212406.000,32548,3,MX,1,100,29
1734243253.563857,212446.000,32548,3,MX,1,100,30
1734243253.603858,212486.000,32548,3,MX,1,100,30
1734243253.643858,212526.000,32565,2,MX,1,100,30
1734243253.683859,212566.000,32565,2,MX,1,100,30
1734243253.723859,212606.000,32582,3,MX,1,100,30
1734243253.763860,212646.000,32582,3,MX,1,100,29
1734243253.803860,212686.000,32582,3,MX,1,100,29
1734243253.843860,212726.000,32598,2,MX,1,100,30
1734243253.883861,212766.000,32598,2,MX,1,100,30
1734243253.923861,212806.000,32615,3,MX,1,100,28
1734243253.963862,212846.000,32615,3,MX,1,100,29
1734243254.003862,212886.000,32615,3,MX,1,100,30
1734243254.043863,212926.000,32632,2,MX,1,100,30
1734243254.083863,212966.000,32632,2,MX,1,100,29
1734243254.123864,213006.000,32648,3,MX,1,100,30
1734243254.163864,213046.000,32648,3,MX,1,100,29
1734243254.203865,213086.000,32648,3,MX,1,100,29
1734243254.239198,213121.333,32663,3,MX,1,100,30
1734243254.274532,213156.667,32663,3,MX,1,100,29
1734243254.309866,213192.000,32663,3,MX,1,100,29
1734243254.349866,213232.000,32683,2,MX,1,100,30
1734243254.389867,213272.000,32683,2,MX,1,100,29
1734243254.429867,213312.000,32701,3,MX,1,100,30
1734243254.469868,213352.000,32701,3,MX,1,100,30
1734243254.509868,213392.000,32701,3,MX,1,100,29
1734243254.549869,213432.000,32718,2,MX,1,100,30
1734243254.589869,213472.000,32718,2,MX,1,100,31
1734243254.629869,213512.000,32733,3,MX,1,100,30
1734243254.669870,213552.000,32733,3,MX,1,100,29
1734243254.709870,213592.000,32733,3,MX,1,100,30
1734243254.749871,213632.000,32750,2,MX,1,100,29
1734243254.789871,213672.000,32750,2,MX,1,100,30
1734243254.829872,213712.000,32766,3,MX,1,100,30
1734243254.869872,213752.000,32766,3,MX,1,100,29
1734243254.909873,213792.000,32766,3,MX,1,100,30
1734243254.949873,213832.000,32784,2,MX,1,100,29
1734243254.989874,213872.000,32784,2,MX,1,100,29
1734243255.029874,213912.000,32798,3,MX,1,100,30
1734243255.069875,213952.000,32798,3,MX,1,100,29
1734243255.109875,213992.000,32798,3,MX,1,100,29
1734243255.149876,214032.000,32815,3,MX,1,100,30
1734243255.189876,214072.000,32815,3,MX,1,100,29
1734243255.229877,214112.000,32815,3,MX,1,100,29
1734243255.269877,214152.000,32833,2,MX,1,100,29
1734243255.309877,214192.000,32833,2,MX,1,100,30
1734243255.345545,214227.667,32851,3,MX,1,100,29
1734243255.381212,214263.333,32851,3,MX,1,100,29
1734243255.416879,214299.000,32851,3,MX,1,100,29
1734243255.456879,214339.000,32865,2,MX,1,100,29
1734243255.496880,214379.000,32865,2,MX,1,100,30
1734243255.536880,214419.000,32884,3,MX,1,100,30
1734243255.576880,214459.000,32884,3,MX,1,100,30
1734243255.616881,214499.000,32884,3,MX,1,100,29
1734243255.656881,214539.000,32901,3,MX,1,100,30
1734243255.696882,214579.000,32901,3,MX,1,100,29
1734243255.736882,214619.000,32901,3,MX,1,100,29
1734243255.776883,214659.000,32918,2,MX,1,100,30
1734243255.816883,214699.000,32918,2,MX,1,100,30
1734243255.856884,214739.000,32932,3,MX,1,100,29
1734243255.896884,214779.000,32932,3,MX,1,100,30
1734243255.936885,214819.000,32932,3,MX,1,100,29
1734243255.976885,214859.000,32950,2,MX,1,100,29
1734243256.016886,214899.000,32950,2,MX,1,100,29
1734243256.056886,214939.000,32968,3,MX,1,100,29
1734243256.096886,214979.000,32968,3,MX,1,100,29
1734243256.136887,215019.000,32968,3,MX,1,100,29
1734243256.176888,215059.000,32985,2,MX,1,100,30
1734243256.216888,215099.000,32985,2,MX,1,100,31
1734243256.256888,215139.000,33000,3,MX,1,100,29
1734243256.296889,215179.000,33000,3,MX,1,100,29
1734243256.336889,215219.000,33000,3,MX,1,100,29
1734243256.376890,215259.000,33017,2,MX,1,100,30
1734243256.416890,215299.000,33017,2,MX,1,100,29
1734243256.456891,215339.000,33033,3,MX,1,100,29
1734243256.496891,215379.000,33033,3,MX,1,100,29
1734243256.536891,215419.000,33033,3,MX,1,100,29
1734243256.572225,215454.333,33050,3,MX,1,100,29
1734243256.607559,215489.667,33050,3,MX,1,100,29
1734243256.642893,215525.000,33050,3,MX,1,100,29
1734243256.682893,215565.000,33067,2,MX,1,100,29
1734243256.722894,215605.000,33067,2,MX,1,100,29
1734243256.762894,215645.000,33084,3,MX,1,100,29
1734243256.802895,215685.000,33084,3,MX,1,100,30
1734243256.842895,215725.000,33084,3,MX,1,100,29
1734243256.882895,215765.000,33100,2,MX,1,100,29
1734243256.922896,215805.000,33100,2,MX,1,100,29
1734243256.962897,215845.000,33118,3,MX,1,100,29
1734243257.002897,215885.000,33118,3,MX,1,100,29
1734243257.042897,215925.000,33118,3,MX,1,100,30
1734243257.082898,215965.000,33134,2,MX,1,100,28
1734243257.122898,216005.000,33134,2,MX,1,100,28
1734243257.162899,216045.000,33149,3,MX,1,100,29
1734243257.202899,216085.000,33149,3,MX,1,100,29
1734243257.242900,216125.000,33149,3,MX,1,100,30
1734243257.282900,216165.000,33166,3,MX,1,100,29
1734243257.322901,216205.000,33166,3,MX,1,100,29
1734243257.362901,216245.000,33166,3,MX,1,100,30
1734243257.402902,216285.000,33183,2,MX,1,100,29
1734243257.442902,216325.000,33183,2,MX,1,100,28
1734243257.482903,216365.000,33201,3,MX,1,100,29
1734243257.522903,216405.000,33201,3,MX,1,100,29
1734243257.562903,216445.000,33201,3,MX,1,100,29
1734243257.602904,216485.000,33216,2,MX,1,100,29
1734243257.642904,216525.000,33216,2,MX,1,100,28
1734243257.682905,216565.000,33233,3,MX,1,100,29
1734243257.722905,216605.000,33233,3,MX,1,100,29
1734243257.762906,216645.000,33233,3,MX,1,100,30
1734243257.798239,216680.333,33250,3,MX,1,100,30
1734243257.833573,216715.667,33250,3,MX,1,100,29
1734243257.868907,216751.000,33250,3,MX,1,100,29
1734243257.908907,216791.000,33271,4,MX,1,100,29
1734243257.948908,216831.000,33271,4,MX,1,100,29
1734243257.988908,216871.000,33271,4,MX,1,100,29
1734243258.028909,216911.000,33271,4,MX,1,100,29
1734243258.068909,216951.000,33287,3,MX,1,100,29
1734243258.108910,216991.000,33287,3,MX,1,100,29
1734243258.148910,217031.000,33287,3,MX,1,100,28
1734243258.188911,217071.000,33306,2,MX,1,100,29
1734243258.228911,217111.000,33306,2,MX,1,100,30
1734243258.268912,217151.000,33323,3,MX,1,100,29
1734243258.308912,217191.000,33323,3,MX,1,100,29
1734243258.348912,217231.000,33323,3,MX,1,100,29
1734243258.388913,217271.000,33338,2,MX,1,100,30
1734243258.428913,217311.000,33338,2,MX,1,100,29
1734243258.469247,217351.333,33354,3,MX,1,100,30
1734243258.509581,217391.667,33354,3,MX,1,100,29
1734243258.549915,217432.000,33354,3,MX,1,100,29
1734243258.589915,217472.000,33371,2,MX,1,100,28
1734243258.629916,217512.000,33371,2,MX,1,100,29
1734243258.669916,217552.000,33388,3,MX,1,100,29
1734243258.709917,217592.000,33388,3,MX,1,100,29
1734243258.749917,217632.000,33388,3,MX,1,100,29
1734243258.789918,217672.000,33403,2,MX,1,100,29
1734243258.829918,217712.000,33403,2,MX,1,100,29
1734243258.869919,217752.000,33421,3,MX,1,100,30
1734243258.909919,217792.000,33421,3,MX,1,100,30
1734243258.949919,217832.000,33421,3,MX,1,100,30
1734243258.985253,217867.333,33439,3,MX,1,100,29
1734243259.020587,217902.667,33439,3,MX,1,100,29
1734243259.055921,217938.000,33439,3,MX,1,100,29
1734243259.095921,217978.000,33455,2,MX,1,100,29
1734243259.135922,218018.000,33455,2,MX,1,100,29
1734243259.175922,218058.000,33470,3,MX,1,100,29
1734243259.215923,218098.000,33470,3,MX,1,100,29
1734243259.255923,218138.000,33470,3,MX,1,100,29
1734243259.295923,218178.000,33487,2,MX,1,100,29
1734243259.335924,218218.000,33487,2,MX,1,100,29
1734243259.375924,218258.000,33506,3,MX,1,100,30
1734243259.415925,218298.000,33506,3,MX,1,100,29
1734243259.455925,218338.000,33506,3,MX,1,100,29
1734243259.495926,218378.000,33524,2,MX,1,100,30
1734243259.535926,218418.000,33524,2,MX,1,100,30
1734243259.575927,218458.000,33539,3,MX,1,100,29
1734243259.615927,218498.000,33539,3,MX,1,100,29
1734243259.655928,218538.000,33539,3,MX,1,100,29
1734243259.695928,218578.000,33556,3,MX,1,100,29
1734243259.735929,218618.000,33556,3,MX,1,100,29
1734243259.775929,218658.000,33556,3,MX,1,100,29
1734243259.815929,218698.000,33573,2,MX,1,100,29
1734243259.855930,218738.000,33573,2,MX,1,100,29
1734243259.895930,218778.000,33589,3,MX,1,100,29
1734243259.935931,218818.000,33589,3,MX,1,100,30
1734243259.975931,218858.000,33589,3,MX,1,100,29
1734243260.015932,218898.000,33606,2,MX,1,100,29
1734243260.055932,218938.000,33606,2,MX,1,100,29
1734243260.095933,218978.000,33621,3,MX,1,100,28
1734243260.135933,219018.000,33621,3,MX,1,100,29
1734243260.175934,219058.000,33621,3,MX,1,100,29
1734243260.211267,219093.333,33640,3,MX,1,100,29
1734243260.246601,219128.667,33640,3,MX,1,100,28
1734243260.281935,219164.000,33640,3,MX,1,100,28
1734243260.321935,219204.000,33657,2,MX,1,100,30
1734243260.361936,219244.000,33657,2,MX,1,100,30
1734243260.401936,219284.000,33674,3,MX,1,100,30
1734243260.441937,219324.000,33674,3,MX,1,100,29
1734243260.481937,219364.000,33674,3,MX,1,100,29
1734243260.521938,219404.000,33688,2,MX,1,100,29
1734243260.561938,219444.000,33688,2,MX,1,100,28
1734243260.601938,219484.000,33706,3,MX,1,100,29
1734243260.641939,219524.000,33706,3,MX,1,100,29
1734243260.681939,219564.000,33706,3,MX,1,100,29
1734243260.721940,219604.000,33722,2,MX,1,100,29
1734243260.761940,219644.000,33722,2,MX,1,100,29
1734243260.801941,219684.000,33739,3,MX,1,100,29
1734243260.841941,219724.000,33739,3,MX,1,100,29
1734243260.881942,219764.000,33739,3,MX,1,100,29
1734243260.921942,219804.000,33755,2,MX,1,100,30
1734243260.961943,219844.000,33755,2,MX,1,100,29
1734243261.001943,219884.000,33773,3,MX,1,100,29
1734243261.041944,219924.000,33773,3,MX,1,100,29
1734243261.081944,219964.000,33773,3,MX,1,100,29
1734243261.121945,220004.000,33789,2,MX,1,100,29
1734243261.161945,220044.000,33789,2,MX,1,100,29
1734243261.201946,220084.000,33806,3,MX,1,100,30
1734243261.241946,220124.000,33806,3,MX,1,100,29
1734243261.281946,220164.000,33806,3,MX,1,100,29
1734243261.317947,220200.000,33821,3,MX,1,100,29
1734243261.353947,220236.000,33821,3,MX,1,100,29
1734243261.389948,220272.000,33821,3,MX,1,100,29
1734243261.429948,220312.000,33838,2,MX,1,100,29
1734243261.469949,220352.000,33838,2,MX,1,100,30
1734243261.509949,220392.000,33854,3,MX,1,100,29
1734243261.549949,220432.000,33854,3,MX,1,100,30
1734243261.589950,220472.000,33854,3,MX,1,100,29
1734243261.629951,220512.000,33874,2,MX,1,100,29
1734243261.669951,220552.000,33874,2,MX,1,100,30
1734243261.709951,220592.000,33888,3,MX,1,100,29
1734243261.749952,220632.000,33888,3,MX,1,100,29
1734243261.789952,220672.000,33888,3,MX,1,100,30
1734243261.829953,220712.000,33905,2,MX,1,100,30
1734243261.869953,220752.000,33905,2,MX,1,100,29
1734243261.909954,220792.000,33921,3,MX,1,100,29
1734243261.949954,220832.000,33921,3,MX,1,100,30
1734243261.989955,220872.000,33921,3,MX,1,100,29
1734243262.029622,220911.667,33939,3,MX,1,100,29
