LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1734243964.091820,922965.750,18090,4,DC,2,100,EL
1734243964.117071,922991.000,18090,4,DC,2,100,2
1734243964.142321,923016.250,18106,4,DC,2,100,EA
1734243964.167571,923041.500,18106,4,DC,2,100,1
1734243964.192822,923066.750,18106,4,DC,2,100,EL
1734243964.218072,923092.000,18106,4,DC,2,100,1
1734243964.243572,923117.500,18125,4,DC,2,100,EA
1734243964.269072,923143.000,18125,4,DC,2,100,2
1734243964.294573,923168.500,18125,4,DC,2,100,EL
1734243964.320073,923194.000,18125,4,DC,2,100,2
1734243964.347573,923221.500,18144,4,DC,2,100,EA
1734243964.375074,923249.000,18144,4,DC,2,100,2
1734243964.402574,923276.500,18144,4,DC,2,100,EL
1734243964.430074,923304.000,18144,4,DC,2,100,2
1734243964.453074,923327.000,18162,4,DC,2,100,EA
1734243964.476075,923350.000,18162,4,DC,2,100,1
1734243964.499075,923373.000,18162,4,DC,2,100,EL
1734243964.522075,923396.000,18162,4,DC,2,100,1
1734243964.547575,923421.500,18178,4,DC,2,100,EA
1734243964.573076,923447.000,18178,4,DC,2,100,2
1734243964.598576,923472.500,18178,4,DC,2,100,EL
1734243964.624076,923498.000,18178,4,DC,2,100,2
1734243964.650077,923524.000,18196,4,DC,2,100,EA
1734243964.676077,923550.000,18196,4,DC,2,100,1
1734243964.702077,923576.000,18196,4,DC,2,100,EL
1734243964.728078,923602.000,18196,4,DC,2,100,1
1734243964.753578,923627.500,18213,4,DC,2,100,EA
1734243964.779078,923653.000,18213,4,DC,2,100,2
1734243964.804579,923678.500,18213,4,DC,2,100,EL
1734243964.830079,923704.000,18213,4,DC,2,100,2
1734243964.854579,923728.500,18231,4,DC,2,100,EA
1734243964.879079,923753.000,18231,4,DC,2,100,1
1734243964.903580,923777.500,18231,4,DC,2,100,EL
1734243964.928080,923802.000,18231,4,DC,2,100,1
1734243964.953580,923827.500,18247,4,DC,2,100,EA
1734243964.979081,923853.000,18247,4,DC,2,100,2
1734243965.004581,923878.500,18247,4,DC,2,100,EL
1734243965.030081,923904.000,18247,4,DC,2,100,2
1734243965.055331,923929.250,18265,4,DC,2,100,EA
1734243965.080582,923954.500,18265,4,DC,2,100,1
1734243965.105832,923979.750,18265,4,DC,2,100,EL
1734243965.131082,924005.000,18265,4,DC,2,100,1
1734243965.157083,924031.000,18282,4,DC,2,100,EA
1734243965.183083,924057.000,18282,4,DC,2,100,2
1734243965.209083,924083.000,18282,4,DC,2,100,EL
1734243965.235084,924109.000,18282,4,DC,2,100,2
1734243965.259584,924133.500,18301,4,DC,2,100,EA
1734243965.284084,924158.000,18301,4,DC,2,100,1
1734243965.308584,924182.500,18301,4,DC,2,100,EL
1734243965.333085,924207.000,18301,4,DC,2,100,1
1734243965.358835,924232.750,18316,4,DC,2,100,EA
1734243965.384585,924258.500,18316,4,DC,2,100,2
1734243965.410336,924284.250,18316,4,DC,2,100,EL
1734243965.436086,924310.000,18316,4,DC,2,100,2
1734243965.461086,924335.000,18334,4,DC,2,100,EA
1734243965.486086,924360.000,18334,4,DC,2,100,1
1734243965.511087,924385.000,18334,4,DC,2,100,EL
1734243965.536087,924410.000,18334,4,DC,2,100,1
1734243965.561337,924435.250,18352,4,DC,2,100,EA
1734243965.586588,924460.500,18352,4,DC,2,100,2
1734243965.611838,924485.750,18352,4,DC,2,100,EL
1734243965.637088,924511.000,18352,4,DC,2,100,2
1734243965.662088,924536.000,18370,4,DC,2,100,EA
1734243965.687089,924561.000,18370,4,DC,2,100,1
1734243965.712089,924586.000,18370,4,DC,2,100,EL
1734243965.737089,924611.000,18370,4,DC,2,100,1
1734243965.762590,924636.500,18385,4,DC,2,100,EA
1734243965.788090,924662.000,18385,4,DC,2,100,2
1734243965.813590,924687.500,18385,4,DC,2,100,EL
1734243965.839091,924713.000,18385,4,DC,2,100,2
1734243965.865091,924739.000,18403,4,DC,2,100,EA
1734243965.891091,924765.000,18403,4,DC,2,100,1
1734243965.917091,924791.000,18403,4,DC,2,100,EL
1734243965.943092,924817.000,18403,4,DC,2,100,1
1734243965.968342,924842.250,18421,4,DC,2,100,EA
1734243965.993592,924867.500,18421,4,DC,2,100,2
1734243966.018843,924892.750,18421,4,DC,2,100,EL
1734243966.044093,924918.000,18421,4,DC,2,100,2
1734243966.069093,924943.000,18439,4,DC,2,100,EA
1734243966.094094,924968.000,18439,4,DC,2,100,1
1734243966.119094,924993.000,18439,4,DC,2,100,EL
1734243966.144094,925018.000,18439,4,DC,2,100,1
1734243966.171844,925045.750,18454,4,DC,2,100,EA
1734243966.199595,925073.500,18454,4,DC,2,100,2
1734243966.227345,925101.250,18454,4,DC,2,100,EL
1734243966.255095,925129.000,18454,4,DC,2,100,2
1734243966.280346,925154.250,18473,4,DC,2,100,EA
1734243966.305596,925179.500,18473,4,DC,2,100,2
1734243966.330846,925204.750,18473,4,DC,2,100,EL
1734243966.356097,925230.000,18473,4,DC,2,100,2
1734243966.381347,925255.250,18490,4,DC,2,100,EA
1734243966.406597,925280.500,18490,4,DC,2,100,1
1734243966.431847,925305.750,18490,4,DC,2,100,EL
1734243966.457098,925331.000,18490,4,DC,2,100,1
1734243966.483598,925357.500,18508,4,DC,2,100,EA
1734243966.510098,925384.000,18508,4,DC,2,100,2
1734243966.536599,925410.500,18508,4,DC,2,100,EL
1734243966.563099,925437.000,18508,4,DC,2,100,2
1734243966.587849,925461.750,18526,4,DC,2,100,EA
1734243966.612599,925486.500,18526,4,DC,2,100,1
1734243966.637350,925511.250,18526,4,DC,2,100,EL
1734243966.662100,925536.000,18526,4,DC,2,100,1
1734243966.686600,925560.500,18542,4,DC,2,100,EA
1734243966.711101,925585.000,18542,4,DC,2,100,2
1734243966.735601,925609.500,18542,4,DC,2,100,EL
1734243966.760101,925634.000,18542,4,DC,2,100,2
1734243966.785851,925659.750,18559,4,DC,2,100,EA
1734243966.811602,925685.500,18559,4,DC,2,100,1
1734243966.837352,925711.250,18559,4,DC,2,100,EL
1734243966.863102,925737.000,18559,4,DC,2,100,1
1734243966.889103,925763.000,18578,4,DC,2,100,EA
1734243966.915103,925789.000,18578,4,DC,2,100,2
1734243966.941103,925815.000,18578,4,DC,2,100,EL
1734243966.967103,925841.000,18578,4,DC,2,100,2
1734243966.991354,925865.250,18595,4,DC,2,100,EA
1734243967.015604,925889.500,18595,4,DC,2,100,1
1734243967.039854,925913.750,18595,4,DC,2,100,EL
1734243967.064105,925938.000,18595,4,DC,2,100,1
1734243967.090355,925964.250,18611,4,DC,2,100,EA
1734243967.116605,925990.500,18611,4,DC,2,100,2
1734243967.142856,926016.750,18611,4,DC,2,100,EL
1734243967.169106,926043.000,18611,4,DC,2,100,2
1734243967.194356,926068.250,18628,4,DC,2,100,EA
1734243967.219606,926093.500,18628,4,DC,2,100,1
1734243967.244857,926118.750,18628,4,DC,2,100,EL
1734243967.270107,926144.000,18628,4,DC,2,100,1
1734243967.295357,926169.250,18647,4,DC,2,100,EA
1734243967.320608,926194.500,18647,4,DC,2,100,2
1734243967.345858,926219.750,18647,4,DC,2,100,EL
1734243967.371108,926245.000,18647,4,DC,2,100,2
1734243967.396858,926270.750,18664,4,DC,2,100,EA
1734243967.422609,926296.500,18664,4,DC,2,100,1
1734243967.448359,926322.250,18664,4,DC,2,100,EL
1734243967.474109,926348.000,18664,4,DC,2,100,1
1734243967.498860,926372.750,18680,4,DC,2,100,EA
1734243967.523610,926397.500,18680,4,DC,2,100,2
1734243967.548360,926422.250,18680,4,DC,2,100,EL
1734243967.573111,926447.000,18680,4,DC,2,100,2
1734243967.598861,926472.750,18698,4,DC,2,100,EA
1734243967.624611,926498.500,18698,4,DC,2,100,1
1734243967.650362,926524.250,18698,4,DC,2,100,EL
1734243967.676112,926550.000,18698,4,DC,2,100,1
1734243967.701112,926575.000,18716,4,DC,2,100,EA
1734243967.726112,926600.000,18716,4,DC,2,100,2
1734243967.751113,926625.000,18716,4,DC,2,100,EL
1734243967.776113,926650.000,18716,4,DC,2,100,2
1734243967.801113,926675.000,18733,4,DC,2,100,EA
1734243967.826113,926700.000,18733,4,DC,2,100,1
1734243967.851114,926725.000,18733,4,DC,2,100,EL
1734243967.876114,926750.000,18733,4,DC,2,100,1
1734243967.902364,926776.250,18750,4,DC,2,100,EA
1734243967.928615,926802.500,18750,4,DC,2,100,2
1734243967.954865,926828.750,18750,4,DC,2,100,EL
1734243967.981115,926855.000,18750,4,DC,2,100,2
1734243968.005615,926879.500,18767,4,DC,2,100,EA
1734243968.030116,926904.000,18767,4,DC,2,100,1
1734243968.054616,926928.500,18767,4,DC,2,100,EL
1734243968.079116,926953.000,18767,4,DC,2,100,1
1734243968.104867,926978.750,18785,4,DC,2,100,EA
1734243968.130617,927004.500,18785,4,DC,2,100,2
1734243968.156367,927030.250,18785,4,DC,2,100,EL
1734243968.182118,927056.000,18785,4,DC,2,100,2
1734243968.206868,927080.750,18802,4,DC,2,100,EA
1734243968.231618,927105.500,18802,4,DC,2,100,1
1734243968.256368,927130.250,18802,4,DC,2,100,EL
1734243968.281119,927155.000,18802,4,DC,2,100,1
1734243968.306869,927180.750,18820,4,DC,2,100,EA
1734243968.332619,927206.500,18820,4,DC,2,100,2
1734243968.358370,927232.250,18820,4,DC,2,100,EL
1734243968.384120,927258.000,18820,4,DC,2,100,2
1734243968.409120,927283.000,18836,4,DC,2,100,EA
1734243968.434120,927308.000,18836,4,DC,2,100,1
1734243968.459121,927333.000,18836,4,DC,2,100,EL
1734243968.484121,927358.000,18836,4,DC,2,100,1
1734243968.509621,927383.500,18854,4,DC,2,100,EA
1734243968.535122,927409.000,18854,4,DC,2,100,2
1734243968.560622,927434.500,18854,4,DC,2,100,EL
1734243968.586122,927460.000,18854,4,DC,2,100,2
1734243968.613873,927487.750,18872,4,DC,2,100,EA
1734243968.641623,927515.500,18872,4,DC,2,100,2
1734243968.669373,927543.250,18872,4,DC,2,100,EL
1734243968.697124,927571.000,18872,4,DC,2,100,2
1734243968.719874,927593.750,18890,4,DC,2,100,EA
1734243968.742624,927616.500,18890,4,DC,2,100,1
1734243968.765374,927639.250,18890,4,DC,2,100,EL
1734243968.788125,927662.000,18890,4,DC,2,100,1
1734243968.813625,927687.500,18905,4,DC,2,100,EA
1734243968.839125,927713.000,18905,4,DC,2,100,2
1734243968.864625,927738.500,18905,4,DC,2,100,EL
1734243968.890126,927764.000,18905,4,DC,2,100,2
1734243968.916376,927790.250,18924,4,DC,2,100,EA
1734243968.942626,927816.500,18924,4,DC,2,100,1
1734243968.968877,927842.750,18924,4,DC,2,100,EL
1734243968.995127,927869.000,18924,4,DC,2,100,1
1734243969.020627,927894.500,18941,4,DC,2,100,EA
1734243969.046128,927920.000,18941,4,DC,2,100,2
1734243969.071628,927945.500,18941,4,DC,2,100,EL
1734243969.097128,927971.000,18941,4,DC,2,100,2
1734243969.121629,927995.500,18959,4,DC,2,100,EA
1734243969.146129,928020.000,18959,4,DC,2,100,1
1734243969.170629,928044.500,18959,4,DC,2,100,EL
1734243969.195129,928069.000,18959,4,DC,2,100,1
1734243969.220630,928094.500,18975,4,DC,2,100,EA
1734243969.246130,928120.000,18975,4,DC,2,100,2
1734243969.271630,928145.500,18975,4,DC,2,100,EL
1734243969.297131,928171.000,18975,4,DC,2,100,2
1734243969.322631,928196.500,18995,4,DC,2,100,EA
1734243969.348131,928222.000,18995,4,DC,2,100,1
1734243969.373631,928247.500,18995,4,DC,2,100,EL
1734243969.399132,928273.000,18995,4,DC,2,100,1
1734243969.424882,928298.750,19012,4,DC,2,100,EA
1734243969.450632,928324.500,19012,4,DC,2,100,2
1734243969.476382,928350.250,19012,4,DC,2,100,EL
1734243969.502133,928376.000,19012,4,DC,2,100,2
1734243969.526883,928400.750,19030,4,DC,2,100,EA
1734243969.551633,928425.500,19030,4,DC,2,100,1
1734243969.576384,928450.250,19030,4,DC,2,100,EL
1734243969.601134,928475.000,19030,4,DC,2,100,1
1734243969.626634,928500.500,19046,4,DC,2,100,EA
1734243969.652135,928526.000,19046,4,DC,2,100,2
1734243969.677635,928551.500,19046,4,DC,2,100,EL
1734243969.703135,928577.000,19046,4,DC,2,100,2
1734243969.728385,928602.250,19064,4,DC,2,100,EA
1734243969.753636,928627.500,19064,4,DC,2,100,1
1734243969.778886,928652.750,19064,4,DC,2,100,EL
1734243969.804136,928678.000,19064,4,DC,2,100,1
1734243969.829387,928703.250,19081,4,DC,2,100,EA
1734243969.854637,928728.500,19081,4,DC,2,100,2
1734243969.879887,928753.750,19081,4,DC,2,100,EL
1734243969.905138,928779.000,19081,4,DC,2,100,2
1734243969.930888,928804.750,19100,4,DC,2,100,EA
1734243969.956638,928830.500,19100,4,DC,2,100,1
1734243969.982388,928856.250,19100,4,DC,2,100,EL
1734243970.008139,928882.000,19100,4,DC,2,100,1
1734243970.033389,928907.250,19115,4,DC,2,100,EA
1734243970.058639,928932.500,19115,4,DC,2,100,2
1734243970.083889,928957.750,19115,4,DC,2,100,EL
1734243970.109140,928983.000,19115,4,DC,2,100,2
1734243970.134390,929008.250,19133,4,DC,2,100,EA
1734243970.159641,929033.500,19133,4,DC,2,100,1
1734243970.184891,929058.750,19133,4,DC,2,100,EL
1734243970.210141,929084.000,19133,4,DC,2,100,1
1734243970.236391,929110.250,19151,4,DC,2,100,EA
1734243970.262642,929136.500,19151,4,DC,2,100,2
1734243970.288892,929162.750,19151,4,DC,2,100,EL
1734243970.315142,929189.000,19151,4,DC,2,100,2
1734243970.339643,929213.500,19169,4,DC,2,100,EA
1734243970.364143,929238.000,19169,4,DC,2,100,1
1734243970.388643,929262.500,19169,4,DC,2,100,EL
1734243970.413143,929287.000,19169,4,DC,2,100,1
1734243970.438644,929312.500,19185,4,DC,2,100,EA
1734243970.464144,929338.000,19185,4,DC,2,100,2
1734243970.489644,929363.500,19185,4,DC,2,100,EL
1734243970.515145,929389.000,19185,4,DC,2,100,2
1734243970.540145,929414.000,19202,4,DC,2,100,EA
1734243970.565145,929439.000,19202,4,DC,2,100,1
1734243970.590145,929464.000,19202,4,DC,2,100,EL
1734243970.615146,929489.000,19202,4,DC,2,100,1
1734243970.640646,929514.500,19220,4,DC,2,100,EA
1734243970.666146,929540.000,19220,4,DC,2,100,2
1734243970.691647,929565.500,19220,4,DC,2,100,EL
1734243970.717147,929591.000,19220,4,DC,2,100,2
1734243970.741897,929615.750,19238,4,DC,2,100,EA
1734243970.766648,929640.500,19238,4,DC,2,100,1
1734243970.791398,929665.250,19238,4,DC,2,100,EL
1734243970.816148,929690.000,19238,4,DC,2,100,1
1734243970.841898,929715.750,19254,4,DC,2,100,EA
1734243970.867649,929741.500,19254,4,DC,2,100,2
1734243970.893399,929767.250,19254,4,DC,2,100,EL
1734243970.919149,929793.000,19254,4,DC,2,100,2
1734243970.944900,929818.750,19272,4,DC,2,100,EA
1734243970.970650,929844.500,19272,4,DC,2,100,2
1734243970.996400,929870.250,19272,4,DC,2,100,EL
1734243971.022151,929896.000,19272,4,DC,2,100,2
1734243971.047151,929921.000,19289,4,DC,2,100,EA
1734243971.072151,929946.000,19289,4,DC,2,100,1
1734243971.097151,929971.000,19289,4,DC,2,100,EL
1734243971.122152,929996.000,19289,4,DC,2,100,1
1734243971.149152,930023.000,19307,4,DC,2,100,EA
1734243971.176152,930050.000,19307,4,DC,2,100,2
1734243971.203152,930077.000,19307,4,DC,2,100,EL
1734243971.230153,930104.000,19307,4,DC,2,100,2
1734243971.253403,930127.250,19325,4,DC,2,100,EA
1734243971.276653,930150.500,19325,4,DC,2,100,1
1734243971.299904,930173.750,19325,4,DC,2,100,EL
1734243971.323154,930197.000,19325,4,DC,2,100,1
1734243971.348654,930222.500,19341,4,DC,2,100,EA
1734243971.374155,930248.000,19341,4,DC,2,100,2
1734243971.399655,930273.500,19341,4,DC,2,100,EL
1734243971.425155,930299.000,19341,4,DC,2,100,2
1734243971.451155,930325.000,19358,4,DC,2,100,EA
1734243971.477156,930351.000,19358,4,DC,2,100,1
1734243971.503156,930377.000,19358,4,DC,2,100,EL
1734243971.529156,930403.000,19358,4,DC,2,100,1
1734243971.554407,930428.250,19377,4,DC,2,100,EA
1734243971.579657,930453.500,19377,4,DC,2,100,2
1734243971.604907,930478.750,19377,4,DC,2,100,EL
1734243971.630157,930504.000,19377,4,DC,2,100,2
1734243971.655158,930529.000,19394,4,DC,2,100,EA
1734243971.680158,930554.000,19394,4,DC,2,100,1
1734243971.705158,930579.000,19394,4,DC,2,100,EL
1734243971.730159,930604.000,19394,4,DC,2,100,1
1734243971.756159,930630.000,19410,4,DC,2,100,EA
1734243971.782159,930656.000,19410,4,DC,2,100,2
1734243971.808160,930682.000,19410,4,DC,2,100,EL
1734243971.834160,930708.000,19410,4,DC,2,100,2
1734243971.859410,930733.250,19427,4,DC,2,100,EA
1734243971.884660,930758.500,19427,4,DC,2,100,1
1734243971.909911,930783.750,19427,4,DC,2,100,EL
1734243971.935161,930809.000,19427,4,DC,2,100,1
1734243971.960411,930834.250,19446,4,DC,2,100,EA
1734243971.985662,930859.500,19446,4,DC,2,100,2
1734243972.010912,930884.750,19446,4,DC,2,100,EL
1734243972.036162,930910.000,19446,4,DC,2,100,2
1734243972.061162,930935.000,19463,4,DC,2,100,EA
1734243972.086163,930960.000,19463,4,DC,2,100,1
1734243972.111163,930985.000,19463,4,DC,2,100,EL
1734243972.136163,931010.000,19463,4,DC,2,100,1
1734243972.161664,931035.500,19479,4,DC,2,100,EA
1734243972.187164,931061.000,19479,4,DC,2,100,2
1734243972.212664,931086.500,19479,4,DC,2,100,EL
1734243972.238164,931112.000,19479,4,DC,2,100,2
1734243972.264165,931138.000,19497,4,DC,2,100,EA
1734243972.290165,931164.000,19497,4,DC,2,100,1
1734243972.316165,931190.000,19497,4,DC,2,100,EL
1734243972.342166,931216.000,19497,4,DC,2,100,1
1734243972.367166,931241.000,19515,4,DC,2,100,EA
1734243972.392166,931266.000,19515,4,DC,2,100,2
1734243972.417166,931291.000,19515,4,DC,2,100,EL
1734243972.442167,931316.000,19515,4,DC,2,100,2
1734243972.467167,931341.000,19532,4,DC,2,100,EA
1734243972.492167,931366.000,19532,4,DC,2,100,1
1734243972.517168,931391.000,19532,4,DC,2,100,EL
1734243972.542168,931416.000,19532,4,DC,2,100,1
1734243972.568668,931442.500,19549,4,DC,2,100,EA
1734243972.595169,931469.000,19549,4,DC,2,100,2
1734243972.621669,931495.500,19549,4,DC,2,100,EL
1734243972.648169,931522.000,19549,4,DC,2,100,2
1734243972.672420,931546.250,19566,4,DC,2,100,EA
1734243972.696670,931570.500,19566,4,DC,2,100,1
1734243972.720920,931594.750,19566,4,DC,2,100,EL
1734243972.745170,931619.000,19566,4,DC,2,100,1
1734243972.771171,931645.000,19584,4,DC,2,100,EA
1734243972.797171,931671.000,19584,4,DC,2,100,2
1734243972.823171,931697.000,19584,4,DC,2,100,EL
1734243972.849172,931723.000,19584,4,DC,2,100,2
1734243972.873922,931747.750,19601,4,DC,2,100,EA
1734243972.898672,931772.500,19601,4,DC,2,100,1
1734243972.923422,931797.250,19601,4,DC,2,100,EL
1734243972.948173,931822.000,19601,4,DC,2,100,1
1734243972.973673,931847.500,19619,4,DC,2,100,EA
1734243972.999173,931873.000,19619,4,DC,2,100,2
1734243973.024673,931898.500,19619,4,DC,2,100,EL
1734243973.050174,931924.000,19619,4,DC,2,100,2
1734243973.076174,931950.000,19635,4,DC,2,100,EA
1734243973.102175,931976.000,19635,4,DC,2,100,1
1734243973.128175,932002.000,19635,4,DC,2,100,EL
1734243973.154175,932028.000,19635,4,DC,2,100,1
1734243973.178925,932052.750,19653,4,DC,2,100,EA
1734243973.203676,932077.500,19653,4,DC,2,100,2
1734243973.228426,932102.250,19653,4,DC,2,100,EL
1734243973.253176,932127.000,19653,4,DC,2,100,2
1734243973.280677,932154.500,19671,4,DC,2,100,EA
1734243973.308177,932182.000,19671,4,DC,2,100,2
1734243973.335677,932209.500,19671,4,DC,2,100,EL
1734243973.363178,932237.000,19671,4,DC,2,100,2
1734243973.385928,932259.750,19689,4,DC,2,100,EA
1734243973.408678,932282.500,19689,4,DC,2,100,1
1734243973.431428,932305.250,19689,4,DC,2,100,EL
1734243973.454179,932328.000,19689,4,DC,2,100,1
1734243973.479679,932353.500,19704,4,DC,2,100,EA
1734243973.505179,932379.000,19704,4,DC,2,100,2
1734243973.530679,932404.500,19704,4,DC,2,100,EL
1734243973.556180,932430.000,19704,4,DC,2,100,2
1734243973.582430,932456.250,19723,4,DC,2,100,EA
1734243973.608680,932482.500,19723,4,DC,2,100,1
1734243973.634931,932508.750,19723,4,DC,2,100,EL
1734243973.661181,932535.000,19723,4,DC,2,100,1
1734243973.686681,932560.500,19740,4,DC,2,100,EA
1734243973.712182,932586.000,19740,4,DC,2,100,2
1734243973.737682,932611.500,19740,4,DC,2,100,EL
1734243973.763182,932637.000,19740,4,DC,2,100,2
1734243973.787682,932661.500,19758,4,DC,2,100,EA
1734243973.812183,932686.000,19758,4,DC,2,100,1
1734243973.836683,932710.500,19758,4,DC,2,100,EL
1734243973.861183,932735.000,19758,4,DC,2,100,1
1734243973.886683,932760.500,19774,4,DC,2,100,EA
1734243973.912184,932786.000,19774,4,DC,2,100,2
1734243973.937684,932811.500,19774,4,DC,2,100,EL
1734243973.963184,932837.000,19774,4,DC,2,100,2
1734243973.988685,932862.500,19792,4,DC,2,100,EA
1734243974.014185,932888.000,19792,4,DC,2,100,1
1734243974.039685,932913.500,19792,4,DC,2,100,EL
1734243974.065186,932939.000,19792,4,DC,2,100,1
1734243974.090936,932964.750,19809,4,DC,2,100,EA
1734243974.116686,932990.500,19809,4,DC,2,100,2
1734243974.142437,933016.250,19809,4,DC,2,100,EL
1734243974.168187,933042.000,19809,4,DC,2,100,2
1734243974.193187,933067.000,19827,4,DC,2,100,EA
1734243974.218187,933092.000,19827,4,DC,2,100,1
1734243974.243188,933117.000,19827,4,DC,2,100,EL
1734243974.268188,933142.000,19827,4,DC,2,100,1
1734243974.293938,933167.750,19845,4,DC,2,100,EA
1734243974.319689,933193.500,19845,4,DC,2,100,2
1734243974.345439,933219.250,19845,4,DC,2,100,EL
1734243974.371189,933245.000,19845,4,DC,2,100,2
1734243974.396689,933270.500,19863,4,DC,2,100,EA
1734243974.422190,933296.000,19863,4,DC,2,100,1
1734243974.447690,933321.500,19863,4,DC,2,100,EL
1734243974.473190,933347.000,19863,4,DC,2,100,1
1734243974.497941,933371.750,19880,4,DC,2,100,EA
1734243974.522691,933396.500,19880,4,DC,2,100,2
1734243974.547441,933421.250,19880,4,DC,2,100,EL
1734243974.572191,933446.000,19880,4,DC,2,100,2
1734243974.597692,933471.500,19899,4,DC,2,100,EA
1734243974.623192,933497.000,19899,4,DC,2,100,1
1734243974.648692,933522.500,19899,4,DC,2,100,EL
1734243974.674193,933548.000,19899,4,DC,2,100,1
1734243974.699443,933573.250,19914,4,DC,2,100,EA
1734243974.724693,933598.500,19914,4,DC,2,100,2
1734243974.749943,933623.750,19914,4,DC,2,100,EL
1734243974.775194,933649.000,19914,4,DC,2,100,2
1734243974.800444,933674.250,19932,4,DC,2,100,EA
1734243974.825694,933699.500,19932,4,DC,2,100,1
1734243974.850945,933724.750,19932,4,DC,2,100,EL
1734243974.876195,933750.000,19932,4,DC,2,100,1
1734243974.902445,933776.250,19950,4,DC,2,100,EA
1734243974.928696,933802.500,19950,4,DC,2,100,2
1734243974.954946,933828.750,19950,4,DC,2,100,EL
1734243974.981196,933855.000,19950,4,DC,2,100,2
1734243975.005446,933879.250,19968,4,DC,2,100,EA
1734243975.029697,933903.500,19968,4,DC,2,100,1
1734243975.053947,933927.750,19968,4,DC,2,100,EL
1734243975.078197,933952.000,19968,4,DC,2,100,1
1734243975.104198,933978.000,19983,4,DC,2,100,EA
1734243975.130198,934004.000,19983,4,DC,2,100,2
1734243975.156198,934030.000,19983,4,DC,2,100,EL
1734243975.182199,934056.000,19983,4,DC,2,100,2
1734243975.207199,934081.000,20001,4,DC,2,100,EA
1734243975.232199,934106.000,20001,4,DC,2,100,1
1734243975.257199,934131.000,20001,4,DC,2,100,EL
1734243975.282200,934156.000,20001,4,DC,2,100,1
1734243975.307450,934181.250,20019,4,DC,2,100,EA
1734243975.332700,934206.500,20019,4,DC,2,100,2
1734243975.357950,934231.750,20019,4,DC,2,100,EL
1734243975.383201,934257.000,20019,4,DC,2,100,2
1734243975.408201,934282.000,20037,4,DC,2,100,EA
1734243975.433201,934307.000,20037,4,DC,2,100,1
1734243975.458202,934332.000,20037,4,DC,2,100,EL
1734243975.483202,934357.000,20037,4,DC,2,100,1
1734243975.508952,934382.750,20053,4,DC,2,100,EA
1734243975.534703,934408.500,20053,4,DC,2,100,2
1734243975.560453,934434.250,20053,4,DC,2,100,EL
1734243975.586203,934460.000,20053,4,DC,2,100,2
1734243975.611703,934485.500,20071,4,DC,2,100,EA
1734243975.637204,934511.000,20071,4,DC,2,100,2
1734243975.662704,934536.500,20071,4,DC,2,100,EL
1734243975.688204,934562.000,20071,4,DC,2,100,2
1734243975.713205,934587.000,20088,4,DC,2,100,EA
1734243975.738205,934612.000,20088,4,DC,2,100,1
1734243975.763205,934637.000,20088,4,DC,2,100,EL
1734243975.788206,934662.000,20088,4,DC,2,100,1
1734243975.815206,934689.000,20106,4,DC,2,100,EA
1734243975.842206,934716.000,20106,4,DC,2,100,2
1734243975.869206,934743.000,20106,4,DC,2,100,EL
1734243975.896207,934770.000,20106,4,DC,2,100,2
1734243975.919457,934793.250,20124,4,DC,2,100,EA
1734243975.942707,934816.500,20124,4,DC,2,100,1
1734243975.965958,934839.750,20124,4,DC,2,100,EL
1734243975.989208,934863.000,20124,4,DC,2,100,1
1734243976.014708,934888.500,20140,4,DC,2,100,EA
1734243976.040208,934914.000,20140,4,DC,2,100,2
1734243976.065709,934939.500,20140,4,DC,2,100,EL
1734243976.091209,934965.000,20140,4,DC,2,100,2
1734243976.117209,934991.000,20157,4,DC,2,100,EA
1734243976.143210,935017.000,20157,4,DC,2,100,1
1734243976.169210,935043.000,20157,4,DC,2,100,EL
1734243976.195210,935069.000,20157,4,DC,2,100,1
1734243976.220460,935094.250,20176,4,DC,2,100,EA
1734243976.245711,935119.500,20176,4,DC,2,100,2
1734243976.270961,935144.750,20176,4,DC,2,100,EL
1734243976.296211,935170.000,20176,4,DC,2,100,2
1734243976.321212,935195.000,20193,4,DC,2,100,EA
1734243976.346212,935220.000,20193,4,DC,2,100,1
1734243976.371212,935245.000,20193,4,DC,2,100,EL
1734243976.396213,935270.000,20193,4,DC,2,100,1
1734243976.422463,935296.250,20209,4,DC,2,100,EA
1734243976.448713,935322.500,20209,4,DC,2,100,2
1734243976.474963,935348.750,20209,4,DC,2,100,EL
1734243976.501214,935375.000,20209,4,DC,2,100,2
1734243976.525714,935399.500,20226,4,DC,2,100,EA
1734243976.550214,935424.000,20226,4,DC,2,100,1
1734243976.574715,935448.500,20226,4,DC,2,100,EL
1734243976.599215,935473.000,20226,4,DC,2,100,1
1734243976.625215,935499.000,20245,4,DC,2,100,EA
1734243976.651216,935525.000,20245,4,DC,2,100,2
1734243976.677216,935551.000,20245,4,DC,2,100,EL
1734243976.703216,935577.000,20245,4,DC,2,100,2
1734243976.727966,935601.750,20262,4,DC,2,100,EA
1734243976.752717,935626.500,20262,4,DC,2,100,1
1734243976.777467,935651.250,20262,4,DC,2,100,EL
1734243976.802217,935676.000,20262,4,DC,2,100,1
1734243976.827718,935701.500,20278,4,DC,2,100,EA
1734243976.853218,935727.000,20278,4,DC,2,100,2
1734243976.878718,935752.500,20278,4,DC,2,100,EL
1734243976.904218,935778.000,20278,4,DC,2,100,2
1734243976.930219,935804.000,20296,4,DC,2,100,EA
