LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1734243951.231922,910106.000,15885,4,DC,2,100,2
1734243951.257672,910131.750,15904,4,DC,2,100,EA
1734243951.283422,910157.500,15904,4,DC,2,100,1
1734243951.309173,910183.250,15904,4,DC,2,100,EL
1734243951.334923,910209.000,15904,4,DC,2,100,1
1734243951.360423,910234.500,15919,4,DC,2,100,EA
1734243951.385923,910260.000,15919,4,DC,2,100,2
1734243951.411424,910285.500,15919,4,DC,2,100,EL
1734243951.436924,910311.000,15919,4,DC,2,100,2
1734243951.462174,910336.250,15937,4,DC,2,100,EA
1734243951.487425,910361.500,15937,4,DC,2,100,1
1734243951.512675,910386.750,15937,4,DC,2,100,EL
1734243951.537925,910412.000,15937,4,DC,2,100,1
1734243951.563926,910438.000,15955,4,DC,2,100,EA
1734243951.589926,910464.000,15955,4,DC,2,100,2
1734243951.615926,910490.000,15955,4,DC,2,100,EL
1734243951.641926,910516.000,15955,4,DC,2,100,2
1734243951.667177,910541.250,15973,4,DC,2,100,EA
1734243951.692427,910566.500,15973,4,DC,2,100,1
1734243951.717677,910591.750,15973,4,DC,2,100,EL
1734243951.742928,910617.000,15973,4,DC,2,100,1
1734243951.768428,910642.500,15988,4,DC,2,100,EA
1734243951.793928,910668.000,15988,4,DC,2,100,2
1734243951.819428,910693.500,15988,4,DC,2,100,EL
1734243951.844929,910719.000,15988,4,DC,2,100,2
1734243951.870179,910744.250,16006,4,DC,2,100,EA
1734243951.895429,910769.500,16006,4,DC,2,100,1
1734243951.920680,910794.750,16006,4,DC,2,100,EL
1734243951.945930,910820.000,16006,4,DC,2,100,1
1734243951.972180,910846.250,16024,4,DC,2,100,EA
1734243951.998430,910872.500,16024,4,DC,2,100,2
1734243952.024681,910898.750,16024,4,DC,2,100,EL
1734243952.050931,910925.000,16024,4,DC,2,100,2
1734243952.075181,910949.250,16042,4,DC,2,100,EA
1734243952.099432,910973.500,16042,4,DC,2,100,1
1734243952.123682,910997.750,16042,4,DC,2,100,EL
1734243952.147932,911022.000,16042,4,DC,2,100,1
1734243952.173682,911047.750,16058,4,DC,2,100,EA
1734243952.199433,911073.500,16058,4,DC,2,100,2
1734243952.225183,911099.250,16058,4,DC,2,100,EL
1734243952.250933,911125.000,16058,4,DC,2,100,2
1734243952.276184,911150.250,16076,4,DC,2,100,EA
1734243952.301434,911175.500,16076,4,DC,2,100,1
1734243952.326684,911200.750,16076,4,DC,2,100,EL
1734243952.351935,911226.000,16076,4,DC,2,100,1
1734243952.376935,911251.000,16093,4,DC,2,100,EA
1734243952.401935,911276.000,16093,4,DC,2,100,2
1734243952.426935,911301.000,16093,4,DC,2,100,EL
1734243952.451936,911326.000,16093,4,DC,2,100,2
1734243952.476936,911351.000,16111,4,DC,2,100,EA
1734243952.501936,911376.000,16111,4,DC,2,100,1
1734243952.526937,911401.000,16111,4,DC,2,100,EL
1734243952.551937,911426.000,16111,4,DC,2,100,1
1734243952.577687,911451.750,16128,4,DC,2,100,EA
1734243952.603437,911477.500,16128,4,DC,2,100,2
1734243952.629188,911503.250,16128,4,DC,2,100,EL
1734243952.654938,911529.000,16128,4,DC,2,100,2
1734243952.680438,911554.500,16145,4,DC,2,100,EA
1734243952.705939,911580.000,16145,4,DC,2,100,2
1734243952.731439,911605.500,16145,4,DC,2,100,EL
1734243952.756939,911631.000,16145,4,DC,2,100,2
1734243952.781940,911656.000,16162,4,DC,2,100,EA
1734243952.806940,911681.000,16162,4,DC,2,100,1
1734243952.831940,911706.000,16162,4,DC,2,100,EL
1734243952.856941,911731.000,16162,4,DC,2,100,1
1734243952.884191,911758.250,16181,4,DC,2,100,EA
1734243952.911441,911785.500,16181,4,DC,2,100,2
1734243952.938691,911812.750,16181,4,DC,2,100,EL
1734243952.965942,911840.000,16181,4,DC,2,100,2
1734243952.988942,911863.000,16198,4,DC,2,100,EA
1734243953.011942,911886.000,16198,4,DC,2,100,1
1734243953.034942,911909.000,16198,4,DC,2,100,EL
1734243953.057943,911932.000,16198,4,DC,2,100,1
1734243953.083443,911957.500,16214,4,DC,2,100,EA
1734243953.108943,911983.000,16214,4,DC,2,100,2
1734243953.134444,912008.500,16214,4,DC,2,100,EL
1734243953.159944,912034.000,16214,4,DC,2,100,2
1734243953.185694,912059.750,16231,4,DC,2,100,EA
1734243953.211445,912085.500,16231,4,DC,2,100,1
1734243953.237195,912111.250,16231,4,DC,2,100,EL
1734243953.262945,912137.000,16231,4,DC,2,100,1
1734243953.288445,912162.500,16250,4,DC,2,100,EA
1734243953.313946,912188.000,16250,4,DC,2,100,2
1734243953.339446,912213.500,16250,4,DC,2,100,EL
1734243953.364946,912239.000,16250,4,DC,2,100,2
1734243953.389947,912264.000,16267,4,DC,2,100,EA
1734243953.414947,912289.000,16267,4,DC,2,100,1
1734243953.439947,912314.000,16267,4,DC,2,100,EL
1734243953.464947,912339.000,16267,4,DC,2,100,1
1734243953.491448,912365.500,16283,4,DC,2,100,EA
1734243953.517948,912392.000,16283,4,DC,2,100,2
1734243953.544448,912418.500,16283,4,DC,2,100,EL
1734243953.570949,912445.000,16283,4,DC,2,100,2
1734243953.595449,912469.500,16301,4,DC,2,100,EA
1734243953.619949,912494.000,16301,4,DC,2,100,1
1734243953.644449,912518.500,16301,4,DC,2,100,EL
1734243953.668950,912543.000,16301,4,DC,2,100,1
1734243953.694200,912568.250,16319,4,DC,2,100,EA
1734243953.719450,912593.500,16319,4,DC,2,100,2
1734243953.744701,912618.750,16319,4,DC,2,100,EL
1734243953.769951,912644.000,16319,4,DC,2,100,2
1734243953.794951,912669.000,16336,4,DC,2,100,EA
1734243953.819952,912694.000,16336,4,DC,2,100,1
1734243953.844952,912719.000,16336,4,DC,2,100,EL
1734243953.869952,912744.000,16336,4,DC,2,100,1
1734243953.895702,912769.750,16353,4,DC,2,100,EA
1734243953.921453,912795.500,16353,4,DC,2,100,2
1734243953.947203,912821.250,16353,4,DC,2,100,EL
1734243953.972953,912847.000,16353,4,DC,2,100,2
1734243953.998704,912872.750,16370,4,DC,2,100,EA
1734243954.024454,912898.500,16370,4,DC,2,100,1
1734243954.050204,912924.250,16370,4,DC,2,100,EL
1734243954.075954,912950.000,16370,4,DC,2,100,1
1734243954.100455,912974.500,16388,4,DC,2,100,EA
1734243954.124955,912999.000,16388,4,DC,2,100,2
1734243954.149455,913023.500,16388,4,DC,2,100,EL
1734243954.173956,913048.000,16388,4,DC,2,100,2
1734243954.199456,913073.500,16405,4,DC,2,100,EA
1734243954.224956,913099.000,16405,4,DC,2,100,1
1734243954.250457,913124.500,16405,4,DC,2,100,EL
1734243954.275957,913150.000,16405,4,DC,2,100,1
1734243954.301207,913175.250,16424,4,DC,2,100,EA
1734243954.326458,913200.500,16424,4,DC,2,100,2
1734243954.351708,913225.750,16424,4,DC,2,100,EL
1734243954.376958,913251.000,16424,4,DC,2,100,2
1734243954.402208,913276.250,16441,4,DC,2,100,EA
1734243954.427459,913301.500,16441,4,DC,2,100,1
1734243954.452709,913326.750,16441,4,DC,2,100,EL
1734243954.477959,913352.000,16441,4,DC,2,100,1
1734243954.503209,913377.250,16459,4,DC,2,100,EA
1734243954.528460,913402.500,16459,4,DC,2,100,2
1734243954.553710,913427.750,16459,4,DC,2,100,EL
1734243954.578960,913453.000,16459,4,DC,2,100,2
1734243954.604461,913478.500,16477,4,DC,2,100,EA
1734243954.629961,913504.000,16477,4,DC,2,100,1
1734243954.655461,913529.500,16477,4,DC,2,100,EL
1734243954.680962,913555.000,16477,4,DC,2,100,1
1734243954.706712,913580.750,16493,4,DC,2,100,EA
1734243954.732462,913606.500,16493,4,DC,2,100,2
1734243954.758212,913632.250,16493,4,DC,2,100,EL
1734243954.783963,913658.000,16493,4,DC,2,100,2
1734243954.808963,913683.000,16510,4,DC,2,100,EA
1734243954.833963,913708.000,16510,4,DC,2,100,1
1734243954.858963,913733.000,16510,4,DC,2,100,EL
1734243954.883964,913758.000,16510,4,DC,2,100,1
1734243954.909214,913783.250,16529,4,DC,2,100,EA
1734243954.934464,913808.500,16529,4,DC,2,100,2
1734243954.959715,913833.750,16529,4,DC,2,100,EL
1734243954.984965,913859.000,16529,4,DC,2,100,2
1734243955.009965,913884.000,16546,4,DC,2,100,EA
1734243955.034966,913909.000,16546,4,DC,2,100,1
1734243955.059966,913934.000,16546,4,DC,2,100,EL
1734243955.084966,913959.000,16546,4,DC,2,100,1
1734243955.110466,913984.500,16563,4,DC,2,100,EA
1734243955.135967,914010.000,16563,4,DC,2,100,2
1734243955.161467,914035.500,16563,4,DC,2,100,EL
1734243955.186967,914061.000,16563,4,DC,2,100,2
1734243955.212718,914086.750,16580,4,DC,2,100,EA
1734243955.238468,914112.500,16580,4,DC,2,100,2
1734243955.264218,914138.250,16580,4,DC,2,100,EL
1734243955.289968,914164.000,16580,4,DC,2,100,2
1734243955.314969,914189.000,16598,4,DC,2,100,EA
1734243955.339969,914214.000,16598,4,DC,2,100,1
1734243955.364969,914239.000,16598,4,DC,2,100,EL
1734243955.389970,914264.000,16598,4,DC,2,100,1
1734243955.416970,914291.000,16615,4,DC,2,100,EA
1734243955.443970,914318.000,16615,4,DC,2,100,2
1734243955.470971,914345.000,16615,4,DC,2,100,EL
1734243955.497971,914372.000,16615,4,DC,2,100,2
1734243955.521221,914395.250,16633,4,DC,2,100,EA
1734243955.544472,914418.500,16633,4,DC,2,100,1
1734243955.567722,914441.750,16633,4,DC,2,100,EL
1734243955.590972,914465.000,16633,4,DC,2,100,1
1734243955.616722,914490.750,16649,4,DC,2,100,EA
1734243955.642473,914516.500,16649,4,DC,2,100,2
1734243955.668223,914542.250,16649,4,DC,2,100,EL
1734243955.693973,914568.000,16649,4,DC,2,100,2
1734243955.719474,914593.500,16667,4,DC,2,100,EA
1734243955.744974,914619.000,16667,4,DC,2,100,1
1734243955.770474,914644.500,16667,4,DC,2,100,EL
1734243955.795974,914670.000,16667,4,DC,2,100,1
1734243955.821475,914695.500,16684,4,DC,2,100,EA
1734243955.846975,914721.000,16684,4,DC,2,100,2
1734243955.872475,914746.500,16684,4,DC,2,100,EL
1734243955.897976,914772.000,16684,4,DC,2,100,2
1734243955.922976,914797.000,16703,4,DC,2,100,EA
1734243955.947976,914822.000,16703,4,DC,2,100,1
1734243955.972976,914847.000,16703,4,DC,2,100,EL
1734243955.997977,914872.000,16703,4,DC,2,100,1
1734243956.024477,914898.500,16718,4,DC,2,100,EA
1734243956.050977,914925.000,16718,4,DC,2,100,2
1734243956.077478,914951.500,16718,4,DC,2,100,EL
1734243956.103978,914978.000,16718,4,DC,2,100,2
1734243956.128728,915002.750,16736,4,DC,2,100,EA
1734243956.153479,915027.500,16736,4,DC,2,100,1
1734243956.178229,915052.250,16736,4,DC,2,100,EL
1734243956.202979,915077.000,16736,4,DC,2,100,1
1734243956.228479,915102.500,16754,4,DC,2,100,EA
1734243956.253980,915128.000,16754,4,DC,2,100,2
1734243956.279480,915153.500,16754,4,DC,2,100,EL
1734243956.304980,915179.000,16754,4,DC,2,100,2
1734243956.329731,915203.750,16772,4,DC,2,100,EA
1734243956.354481,915228.500,16772,4,DC,2,100,1
1734243956.379231,915253.250,16772,4,DC,2,100,EL
1734243956.403981,915278.000,16772,4,DC,2,100,1
1734243956.429482,915303.500,16787,4,DC,2,100,EA
1734243956.454982,915329.000,16787,4,DC,2,100,2
1734243956.480482,915354.500,16787,4,DC,2,100,EL
1734243956.505983,915380.000,16787,4,DC,2,100,2
1734243956.531983,915406.000,16805,4,DC,2,100,EA
1734243956.557983,915432.000,16805,4,DC,2,100,1
1734243956.583983,915458.000,16805,4,DC,2,100,EL
1734243956.609984,915484.000,16805,4,DC,2,100,1
1734243956.635234,915509.250,16823,4,DC,2,100,EA
1734243956.660484,915534.500,16823,4,DC,2,100,2
1734243956.685735,915559.750,16823,4,DC,2,100,EL
1734243956.710985,915585.000,16823,4,DC,2,100,2
1734243956.735985,915610.000,16841,4,DC,2,100,EA
1734243956.760986,915635.000,16841,4,DC,2,100,1
1734243956.785986,915660.000,16841,4,DC,2,100,EL
1734243956.810986,915685.000,16841,4,DC,2,100,1
1734243956.837236,915711.250,16856,4,DC,2,100,EA
1734243956.863487,915737.500,16856,4,DC,2,100,2
1734243956.889737,915763.750,16856,4,DC,2,100,EL
1734243956.915987,915790.000,16856,4,DC,2,100,2
1734243956.940488,915814.500,16875,4,DC,2,100,EA
1734243956.964988,915839.000,16875,4,DC,2,100,1
1734243956.989488,915863.500,16875,4,DC,2,100,EL
1734243957.013988,915888.000,16875,4,DC,2,100,1
1734243957.039739,915913.750,16892,4,DC,2,100,EA
1734243957.065489,915939.500,16892,4,DC,2,100,2
1734243957.091239,915965.250,16892,4,DC,2,100,EL
1734243957.116990,915991.000,16892,4,DC,2,100,2
1734243957.141740,916015.750,16910,4,DC,2,100,EA
1734243957.166490,916040.500,16910,4,DC,2,100,1
1734243957.191241,916065.250,16910,4,DC,2,100,EL
1734243957.215991,916090.000,16910,4,DC,2,100,1
1734243957.241491,916115.500,16927,4,DC,2,100,EA
1734243957.266991,916141.000,16927,4,DC,2,100,2
1734243957.292492,916166.500,16927,4,DC,2,100,EL
1734243957.317992,916192.000,16927,4,DC,2,100,2
1734243957.343992,916218.000,16944,4,DC,2,100,EA
1734243957.369992,916244.000,16944,4,DC,2,100,1
1734243957.395993,916270.000,16944,4,DC,2,100,EL
1734243957.421993,916296.000,16944,4,DC,2,100,1
1734243957.446493,916320.500,16961,4,DC,2,100,EA
1734243957.470994,916345.000,16961,4,DC,2,100,2
1734243957.495494,916369.500,16961,4,DC,2,100,EL
1734243957.519994,916394.000,16961,4,DC,2,100,2
1734243957.547995,916422.000,16980,4,DC,2,100,EA
1734243957.575995,916450.000,16980,4,DC,2,100,2
1734243957.603995,916478.000,16980,4,DC,2,100,EL
1734243957.631996,916506.000,16980,4,DC,2,100,2
1734243957.654746,916528.750,16997,4,DC,2,100,EA
1734243957.677496,916551.500,16997,4,DC,2,100,1
1734243957.700246,916574.250,16997,4,DC,2,100,EL
1734243957.722997,916597.000,16997,4,DC,2,100,1
1734243957.748497,916622.500,17013,4,DC,2,100,EA
1734243957.773997,916648.000,17013,4,DC,2,100,2
1734243957.799498,916673.500,17013,4,DC,2,100,EL
1734243957.824998,916699.000,17013,4,DC,2,100,2
1734243957.850998,916725.000,17030,4,DC,2,100,EA
1734243957.876998,916751.000,17030,4,DC,2,100,1
1734243957.902999,916777.000,17030,4,DC,2,100,EL
1734243957.928999,916803.000,17030,4,DC,2,100,1
1734243957.954749,916828.750,17049,4,DC,2,100,EA
1734243957.980500,916854.500,17049,4,DC,2,100,2
1734243958.006250,916880.250,17049,4,DC,2,100,EL
1734243958.032000,916906.000,17049,4,DC,2,100,2
1734243958.056751,916930.750,17066,4,DC,2,100,EA
1734243958.081501,916955.500,17066,4,DC,2,100,1
1734243958.106251,916980.250,17066,4,DC,2,100,EL
1734243958.131001,917005.000,17066,4,DC,2,100,1
1734243958.157502,917031.500,17082,4,DC,2,100,EA
1734243958.184002,917058.000,17082,4,DC,2,100,2
1734243958.210502,917084.500,17082,4,DC,2,100,EL
1734243958.237003,917111.000,17082,4,DC,2,100,2
1734243958.261503,917135.500,17100,4,DC,2,100,EA
1734243958.286003,917160.000,17100,4,DC,2,100,1
1734243958.310503,917184.500,17100,4,DC,2,100,EL
1734243958.335004,917209.000,17100,4,DC,2,100,1
1734243958.360504,917234.500,17118,4,DC,2,100,EA
1734243958.386004,917260.000,17118,4,DC,2,100,2
1734243958.411505,917285.500,17118,4,DC,2,100,EL
1734243958.437005,917311.000,17118,4,DC,2,100,2
1734243958.462005,917336.000,17135,4,DC,2,100,EA
1734243958.487005,917361.000,17135,4,DC,2,100,1
1734243958.512006,917386.000,17135,4,DC,2,100,EL
1734243958.537006,917411.000,17135,4,DC,2,100,1
1734243958.562506,917436.500,17152,4,DC,2,100,EA
1734243958.588007,917462.000,17152,4,DC,2,100,2
1734243958.613507,917487.500,17152,4,DC,2,100,EL
1734243958.639007,917513.000,17152,4,DC,2,100,2
1734243958.664757,917538.750,17169,4,DC,2,100,EA
1734243958.690508,917564.500,17169,4,DC,2,100,1
1734243958.716258,917590.250,17169,4,DC,2,100,EL
1734243958.742008,917616.000,17169,4,DC,2,100,1
1734243958.767259,917641.250,17187,4,DC,2,100,EA
1734243958.792509,917666.500,17187,4,DC,2,100,2
1734243958.817759,917691.750,17187,4,DC,2,100,EL
1734243958.843010,917717.000,17187,4,DC,2,100,2
1734243958.868010,917742.000,17204,4,DC,2,100,EA
1734243958.893010,917767.000,17204,4,DC,2,100,1
1734243958.918010,917792.000,17204,4,DC,2,100,EL
1734243958.943011,917817.000,17204,4,DC,2,100,1
1734243958.969261,917843.250,17221,4,DC,2,100,EA
1734243958.995511,917869.500,17221,4,DC,2,100,2
1734243959.021762,917895.750,17221,4,DC,2,100,EL
1734243959.048012,917922.000,17221,4,DC,2,100,2
1734243959.072512,917946.500,17238,4,DC,2,100,EA
1734243959.097013,917971.000,17238,4,DC,2,100,1
1734243959.121513,917995.500,17238,4,DC,2,100,EL
1734243959.146013,918020.000,17238,4,DC,2,100,1
1734243959.171763,918045.750,17256,4,DC,2,100,EA
1734243959.197514,918071.500,17256,4,DC,2,100,2
1734243959.223264,918097.250,17256,4,DC,2,100,EL
1734243959.249014,918123.000,17256,4,DC,2,100,2
1734243959.274015,918148.000,17274,4,DC,2,100,EA
1734243959.299015,918173.000,17274,4,DC,2,100,1
1734243959.324015,918198.000,17274,4,DC,2,100,EL
1734243959.349015,918223.000,17274,4,DC,2,100,1
1734243959.374516,918248.500,17293,4,DC,2,100,EA
1734243959.400016,918274.000,17293,4,DC,2,100,2
1734243959.425516,918299.500,17293,4,DC,2,100,EL
1734243959.451017,918325.000,17293,4,DC,2,100,2
1734243959.477017,918351.000,17309,4,DC,2,100,EA
1734243959.503017,918377.000,17309,4,DC,2,100,1
1734243959.529017,918403.000,17309,4,DC,2,100,EL
1734243959.555018,918429.000,17309,4,DC,2,100,1
1734243959.579768,918453.750,17328,4,DC,2,100,EA
1734243959.604518,918478.500,17328,4,DC,2,100,2
1734243959.629269,918503.250,17328,4,DC,2,100,EL
1734243959.654019,918528.000,17328,4,DC,2,100,2
1734243959.681519,918555.500,17345,4,DC,2,100,EA
1734243959.709020,918583.000,17345,4,DC,2,100,2
1734243959.736520,918610.500,17345,4,DC,2,100,EL
1734243959.764020,918638.000,17345,4,DC,2,100,2
1734243959.787020,918661.000,17363,4,DC,2,100,EA
1734243959.810021,918684.000,17363,4,DC,2,100,1
1734243959.833021,918707.000,17363,4,DC,2,100,EL
1734243959.856021,918730.000,17363,4,DC,2,100,1
1734243959.881522,918755.500,17379,4,DC,2,100,EA
1734243959.907022,918781.000,17379,4,DC,2,100,2
1734243959.932522,918806.500,17379,4,DC,2,100,EL
1734243959.958023,918832.000,17379,4,DC,2,100,2
1734243959.984023,918858.000,17397,4,DC,2,100,EA
1734243960.010023,918884.000,17397,4,DC,2,100,1
1734243960.036023,918910.000,17397,4,DC,2,100,EL
1734243960.062024,918936.000,17397,4,DC,2,100,1
1734243960.087524,918961.500,17414,4,DC,2,100,EA
1734243960.113024,918987.000,17414,4,DC,2,100,2
1734243960.138525,919012.500,17414,4,DC,2,100,EL
1734243960.164025,919038.000,17414,4,DC,2,100,2
1734243960.189025,919063.000,17432,4,DC,2,100,EA
1734243960.214025,919088.000,17432,4,DC,2,100,1
1734243960.239026,919113.000,17432,4,DC,2,100,EL
1734243960.264026,919138.000,17432,4,DC,2,100,1
1734243960.290526,919164.500,17448,4,DC,2,100,EA
1734243960.317027,919191.000,17448,4,DC,2,100,2
1734243960.343527,919217.500,17448,4,DC,2,100,EL
1734243960.370027,919244.000,17448,4,DC,2,100,2
1734243960.394278,919268.250,17466,4,DC,2,100,EA
1734243960.418528,919292.500,17466,4,DC,2,100,1
1734243960.442778,919316.750,17466,4,DC,2,100,EL
1734243960.467028,919341.000,17466,4,DC,2,100,1
1734243960.492779,919366.750,17483,4,DC,2,100,EA
1734243960.518529,919392.500,17483,4,DC,2,100,2
1734243960.544279,919418.250,17483,4,DC,2,100,EL
1734243960.570029,919444.000,17483,4,DC,2,100,2
1734243960.595030,919469.000,17502,4,DC,2,100,EA
1734243960.620030,919494.000,17502,4,DC,2,100,1
1734243960.645030,919519.000,17502,4,DC,2,100,EL
1734243960.670031,919544.000,17502,4,DC,2,100,1
1734243960.695531,919569.500,17517,4,DC,2,100,EA
1734243960.721031,919595.000,17517,4,DC,2,100,2
1734243960.746532,919620.500,17517,4,DC,2,100,EL
1734243960.772032,919646.000,17517,4,DC,2,100,2
1734243960.797782,919671.750,17535,4,DC,2,100,EA
1734243960.823533,919697.500,17535,4,DC,2,100,1
1734243960.849283,919723.250,17535,4,DC,2,100,EL
1734243960.875033,919749.000,17535,4,DC,2,100,1
1734243960.900033,919774.000,17553,4,DC,2,100,EA
1734243960.925034,919799.000,17553,4,DC,2,100,2
1734243960.950034,919824.000,17553,4,DC,2,100,EL
1734243960.975034,919849.000,17553,4,DC,2,100,2
1734243960.999784,919873.750,17571,4,DC,2,100,EA
1734243961.024535,919898.500,17571,4,DC,2,100,1
1734243961.049285,919923.250,17571,4,DC,2,100,EL
1734243961.074035,919948.000,17571,4,DC,2,100,1
1734243961.099536,919973.500,17586,4,DC,2,100,EA
1734243961.125036,919999.000,17586,4,DC,2,100,2
1734243961.150536,920024.500,17586,4,DC,2,100,EL
1734243961.176037,920050.000,17586,4,DC,2,100,2
1734243961.201287,920075.250,17604,4,DC,2,100,EA
1734243961.226537,920100.500,17604,4,DC,2,100,1
1734243961.251787,920125.750,17604,4,DC,2,100,EL
1734243961.277038,920151.000,17604,4,DC,2,100,1
1734243961.302288,920176.250,17622,4,DC,2,100,EA
1734243961.327538,920201.500,17622,4,DC,2,100,2
1734243961.352789,920226.750,17622,4,DC,2,100,EL
1734243961.378039,920252.000,17622,4,DC,2,100,2
1734243961.403039,920277.000,17640,4,DC,2,100,EA
1734243961.428040,920302.000,17640,4,DC,2,100,1
1734243961.453040,920327.000,17640,4,DC,2,100,EL
1734243961.478040,920352.000,17640,4,DC,2,100,1
1734243961.504040,920378.000,17655,4,DC,2,100,EA
1734243961.530041,920404.000,17655,4,DC,2,100,2
1734243961.556041,920430.000,17655,4,DC,2,100,EL
1734243961.582041,920456.000,17655,4,DC,2,100,2
1734243961.607292,920481.250,17674,4,DC,2,100,EA
1734243961.632542,920506.500,17674,4,DC,2,100,1
1734243961.657792,920531.750,17674,4,DC,2,100,EL
1734243961.683043,920557.000,17674,4,DC,2,100,1
1734243961.708293,920582.250,17691,4,DC,2,100,EA
1734243961.733543,920607.500,17691,4,DC,2,100,2
1734243961.758793,920632.750,17691,4,DC,2,100,EL
1734243961.784044,920658.000,17691,4,DC,2,100,2
1734243961.809044,920683.000,17709,4,DC,2,100,EA
1734243961.834044,920708.000,17709,4,DC,2,100,1
1734243961.859045,920733.000,17709,4,DC,2,100,EL
1734243961.884045,920758.000,17709,4,DC,2,100,1
1734243961.909545,920783.500,17726,4,DC,2,100,EA
1734243961.935045,920809.000,17726,4,DC,2,100,2
1734243961.960546,920834.500,17726,4,DC,2,100,EL
1734243961.986046,920860.000,17726,4,DC,2,100,2
1734243962.012046,920886.000,17743,4,DC,2,100,EA
1734243962.038047,920912.000,17743,4,DC,2,100,2
1734243962.064047,920938.000,17743,4,DC,2,100,EL
1734243962.090047,920964.000,17743,4,DC,2,100,2
1734243962.115047,920989.000,17760,4,DC,2,100,EA
1734243962.140048,921014.000,17760,4,DC,2,100,1
1734243962.165048,921039.000,17760,4,DC,2,100,EL
1734243962.190048,921064.000,17760,4,DC,2,100,1
1734243962.217049,921091.000,17779,4,DC,2,100,EA
1734243962.244049,921118.000,17779,4,DC,2,100,2
1734243962.271049,921145.000,17779,4,DC,2,100,EL
1734243962.298050,921172.000,17779,4,DC,2,100,2
1734243962.321300,921195.250,17796,4,DC,2,100,EA
1734243962.344550,921218.500,17796,4,DC,2,100,1
1734243962.367800,921241.750,17796,4,DC,2,100,EL
1734243962.391051,921265.000,17796,4,DC,2,100,1
1734243962.416551,921290.500,17812,4,DC,2,100,EA
1734243962.442051,921316.000,17812,4,DC,2,100,2
1734243962.467551,921341.500,17812,4,DC,2,100,EL
1734243962.493052,921367.000,17812,4,DC,2,100,2
1734243962.518802,921392.750,17829,4,DC,2,100,EA
1734243962.544552,921418.500,17829,4,DC,2,100,1
1734243962.570303,921444.250,17829,4,DC,2,100,EL
1734243962.596053,921470.000,17829,4,DC,2,100,1
1734243962.622553,921496.500,17848,4,DC,2,100,EA
1734243962.649054,921523.000,17848,4,DC,2,100,2
1734243962.675554,921549.500,17848,4,DC,2,100,EL
1734243962.702054,921576.000,17848,4,DC,2,100,2
1734243962.726054,921600.000,17865,4,DC,2,100,EA
1734243962.750055,921624.000,17865,4,DC,2,100,1
1734243962.774055,921648.000,17865,4,DC,2,100,EL
1734243962.798055,921672.000,17865,4,DC,2,100,1
1734243962.824306,921698.250,17881,4,DC,2,100,EA
1734243962.850556,921724.500,17881,4,DC,2,100,2
1734243962.876806,921750.750,17881,4,DC,2,100,EL
1734243962.903057,921777.000,17881,4,DC,2,100,2
1734243962.928307,921802.250,17899,4,DC,2,100,EA
1734243962.953557,921827.500,17899,4,DC,2,100,1
1734243962.978807,921852.750,17899,4,DC,2,100,EL
1734243963.004058,921878.000,17899,4,DC,2,100,1
1734243963.029308,921903.250,17917,4,DC,2,100,EA
1734243963.054558,921928.500,17917,4,DC,2,100,2
1734243963.079809,921953.750,17917,4,DC,2,100,EL
1734243963.105059,921979.000,17917,4,DC,2,100,2
1734243963.130809,922004.750,17934,4,DC,2,100,EA
1734243963.156559,922030.500,17934,4,DC,2,100,1
1734243963.182310,922056.250,17934,4,DC,2,100,EL
1734243963.208060,922082.000,17934,4,DC,2,100,1
1734243963.233060,922107.000,17951,4,DC,2,100,EA
1734243963.258061,922132.000,17951,4,DC,2,100,2
1734243963.283061,922157.000,17951,4,DC,2,100,EL
1734243963.308061,922182.000,17951,4,DC,2,100,2
1734243963.333562,922207.500,17968,4,DC,2,100,EA
1734243963.359062,922233.000,17968,4,DC,2,100,1
1734243963.384562,922258.500,17968,4,DC,2,100,EL
1734243963.410062,922284.000,17968,4,DC,2,100,1
1734243963.435063,922309.000,17986,4,DC,2,100,EA
1734243963.460063,922334.000,17986,4,DC,2,100,2
1734243963.485063,922359.000,17986,4,DC,2,100,EL
1734243963.510064,922384.000,17986,4,DC,2,100,2
1734243963.535064,922409.000,18003,4,DC,2,100,EA
1734243963.560064,922434.000,18003,4,DC,2,100,1
1734243963.585064,922459.000,18003,4,DC,2,100,EL
1734243963.610065,922484.000,18003,4,DC,2,100,1
1734243963.636315,922510.250,18020,4,DC,2,100,EA
1734243963.662565,922536.500,18020,4,DC,2,100,2
1734243963.688816,922562.750,18020,4,DC,2,100,EL
1734243963.715066,922589.000,18020,4,DC,2,100,2
1734243963.739566,922613.500,18037,4,DC,2,100,EA
1734243963.764066,922638.000,18037,4,DC,2,100,1
1734243963.788567,922662.500,18037,4,DC,2,100,EL
1734243963.813067,922687.000,18037,4,DC,2,100,1
1734243963.838817,922712.750,18055,4,DC,2,100,EA
1734243963.864568,922738.500,18055,4,DC,2,100,2
1734243963.890318,922764.250,18055,4,DC,2,100,EL
1734243963.916068,922790.000,18055,4,DC,2,100,2
1734243963.941069,922815.000,18073,4,DC,2,100,EA
1734243963.966069,922840.000,18073,4,DC,2,100,1
1734243963.991069,922865.000,18073,4,DC,2,100,EL
1734243964.016069,922890.000,18073,4,DC,2,100,1
1734243964.041320,922915.250,18090,4,DC,2,100,EA
1734243964.066570,922940.500,18090,4,DC,2,100,2
