LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1734686320.098642,596530.000,29933,1,B%,1,100,33
1734686325.098830,601530.000,30740,1,B%,1,100,33
1734686330.098018,606529.000,31557,1,B%,1,100,32
1734686335.098206,611529.000,32379,1,B%,1,100,32
1734686340.097394,616528.000,33166,1,B%,1,100,32
1734686345.097582,621528.000,33971,1,B%,1,100,33
1734686350.096769,626527.000,34788,1,B%,1,100,33
1734686355.096957,631527.000,35607,1,B%,1,100,32
1734686360.096145,636526.000,36410,1,B%,1,100,32
1734686365.096333,641526.000,37250,1,B%,1,100,32
1734686370.095521,646525.000,38048,1,B%,1,100,32
1734686375.095709,651525.000,38868,1,B%,1,100,32
1734686380.094896,656524.000,39671,1,B%,1,100,32
1734686385.095084,661524.000,40475,1,B%,1,100,32
1734686390.094272,666523.000,41294,1,B%,1,100,32
1734686395.094460,671523.000,42116,1,B%,1,100,32
1734686400.093648,676522.000,42919,1,B%,1,100,31
1734686405.093836,681522.000,43741,1,B%,1,100,32
1734686410.093023,686521.000,44558,1,B%,1,100,32
1734686415.093211,691521.000,45361,1,B%,1,100,32
1734686420.092399,696520.000,46170,1,B%,1,100,32
1734686425.092587,701520.000,46995,1,B%,1,100,31
1734686430.091775,706519.000,47804,1,B%,1,100,32
1734686435.091963,711519.000,48624,1,B%,1,100,31
1734686440.091150,716518.000,49443,1,B%,1,100,31
1734686445.091338,721518.000,50248,1,B%,1,100,31
1734686450.090526,726517.000,51034,1,B%,1,100,31
1734686455.090714,731517.000,51838,1,B%,1,100,31
1734686460.089902,736516.000,52644,1,B%,1,100,31
1734686465.090090,741516.000,53402,1,B%,1,100,31
1734686470.089277,746515.000,54204,1,B%,1,100,31
1734686475.089465,751515.000,55027,1,B%,1,100,31
1734686480.088653,756514.000,55830,1,B%,1,100,30
1734686485.088841,761514.000,56632,1,B%,1,100,31
1734686490.088029,766513.000,57454,1,B%,1,100,31
1734686495.088217,771513.000,58277,1,B%,1,100,31
1734686500.087404,776512.000,59076,1,B%,1,100,31
1734686505.087592,781512.000,59897,1,B%,1,100,30
1734686510.086780,786511.000,60713,1,B%,1,100,30
1734686515.086968,791511.000,61537,1,B%,1,100,31
1734686520.086156,796510.000,62340,1,B%,1,100,31
1734686525.086344,801510.000,63160,1,B%,1,100,31
1734686530.085531,806509.000,63963,1,B%,1,100,31
1734686535.085719,811509.000,64781,1,B%,1,100,31
1734686540.084907,816508.000,65,1,B%,1,100,31
1734686545.085095,821508.000,868,1,B%,1,100,31
1734686550.084283,826507.000,1692,1,B%,1,100,30
1734686555.084471,831507.000,2495,1,B%,1,100,31
1734686560.083658,836506.000,3316,1,B%,1,100,30
1734686565.083846,841506.000,4139,1,B%,1,100,31
1734686570.083034,846505.000,4955,1,B%,1,100,30
1734686575.083222,851505.000,5771,1,B%,1,100,30
1734686580.082410,856504.000,6574,1,B%,1,100,30
1734686585.082597,861504.000,7398,1,B%,1,100,30
1734686590.081785,866503.000,8198,1,B%,1,100,30
1734686595.081973,871503.000,9004,1,B%,1,100,30
1734686600.081161,876502.000,9823,1,B%,1,100,30
1734686605.081349,881502.000,10644,1,B%,1,100,30
1734686610.080537,886501.000,11462,1,B%,1,100,30
1734686615.080724,891501.000,12266,1,B%,1,100,30
1734686620.079912,896500.000,13087,1,B%,1,100,29
