LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1734686318.920598,595352.000,29716,1,PI,1,100,157476
1734686318.960600,595392.000,29735,4,PI,1,100,157480
1734686319.000601,595432.000,29735,4,PI,1,100,157505
1734686319.040603,595472.000,29735,4,PI,1,100,157459
1734686319.080604,595512.000,29735,4,PI,1,100,157449
1734686319.120606,595552.000,29753,2,PI,1,100,157471
1734686319.160607,595592.000,29753,2,PI,1,100,157501
1734686319.200609,595632.000,29769,3,PI,1,100,157508
1734686319.240610,595672.000,29769,3,PI,1,100,157536
1734686319.280612,595712.000,29769,3,PI,1,100,157556
1734686319.320613,595752.000,29786,2,PI,1,100,157545
1734686319.360615,595792.000,29786,2,PI,1,100,157567
1734686319.400616,595832.000,29801,3,PI,1,100,157583
1734686319.440618,595872.000,29801,3,PI,1,100,157615
1734686319.480619,595912.000,29801,3,PI,1,100,157626
1734686319.520621,595952.000,29818,2,PI,1,100,157622
1734686319.560622,595992.000,29818,2,PI,1,100,157641
1734686319.600624,596032.000,29834,3,PI,1,100,157609
1734686319.640625,596072.000,29834,3,PI,1,100,157609
1734686319.680627,596112.000,29834,3,PI,1,100,157605
1734686319.720628,596152.000,29851,2,PI,1,100,157602
1734686319.760630,596192.000,29851,2,PI,1,100,157565
1734686319.800631,596232.000,29866,3,PI,1,100,157566
1734686319.840633,596272.000,29866,3,PI,1,100,157589
1734686319.880634,596312.000,29866,3,PI,1,100,157586
1734686319.920636,596352.000,29883,2,PI,1,100,157582
1734686319.960637,596392.000,29883,2,PI,1,100,157574
1734686320.000639,596432.000,29899,3,PI,1,100,157564
1734686320.040640,596472.000,29899,3,PI,1,100,157538
1734686320.080642,596512.000,29899,3,PI,1,100,157546
1734686320.120643,596552.000,29917,2,PI,1,100,157557
1734686320.160645,596592.000,29917,2,PI,1,100,157547
1734686320.200646,596632.000,29936,3,PI,1,100,157566
1734686320.240648,596672.000,29936,3,PI,1,100,157571
1734686320.280649,596712.000,29936,3,PI,1,100,157587
1734686320.320651,596752.000,29952,3,PI,1,100,157612
1734686320.360652,596792.000,29952,3,PI,1,100,157557
1734686320.400654,596832.000,29952,3,PI,1,100,157432
1734686320.447155,596878.500,29969,2,PI,1,100,157487
1734686320.493657,596925.000,29969,2,PI,1,100,157502
