LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1734686328.719966,605151.000,31329,2,AY,1,100,-0.031
1734686328.759968,605191.000,31329,2,AY,1,100,-0.038
1734686328.799969,605231.000,31347,3,AY,1,100,-0.034
1734686328.839971,605271.000,31347,3,AY,1,100,-0.033
1734686328.879972,605311.000,31347,3,AY,1,100,-0.046
1734686328.919974,605351.000,31363,3,AY,1,100,-0.046
1734686328.959975,605391.000,31363,3,AY,1,100,-0.038
1734686328.999977,605431.000,31363,3,AY,1,100,-0.052
1734686329.039978,605471.000,31378,2,AY,1,100,-0.040
1734686329.079980,605511.000,31378,2,AY,1,100,-0.021
1734686329.119981,605551.000,31395,3,AY,1,100,-0.036
1734686329.159983,605591.000,31395,3,AY,1,100,-0.037
1734686329.199984,605631.000,31395,3,AY,1,100,-0.037
1734686329.239986,605671.000,31415,3,AY,1,100,-0.059
1734686329.279987,605711.000,31415,3,AY,1,100,-0.035
1734686329.319989,605751.000,31415,3,AY,1,100,-0.038
1734686329.359990,605791.000,31431,3,AY,1,100,-0.054
1734686329.399992,605831.000,31431,3,AY,1,100,-0.036
1734686329.439993,605871.000,31431,3,AY,1,100,-0.041
1734686329.479995,605911.000,31449,2,AY,1,100,-0.029
1734686329.519996,605951.000,31449,2,AY,1,100,-0.042
1734686329.559998,605991.000,31463,3,AY,1,100,-0.053
1734686329.599999,606031.000,31463,3,AY,1,100,-0.036
1734686329.640001,606071.000,31463,3,AY,1,100,-0.048
1734686329.680002,606111.000,31480,3,AY,1,100,-0.042
1734686329.720004,606151.000,31480,3,AY,1,100,-0.036
1734686329.760005,606191.000,31480,3,AY,1,100,-0.038
1734686329.793007,606224.000,31497,2,AY,1,100,-0.047
1734686329.826008,606257.000,31497,2,AY,1,100,-0.039
1734686329.866009,606297.000,31516,3,AY,1,100,-0.036
1734686329.906011,606337.000,31516,3,AY,1,100,-0.045
1734686329.946012,606377.000,31516,3,AY,1,100,-0.052
1734686329.986014,606417.000,31532,3,AY,1,100,-0.053
1734686330.026015,606457.000,31532,3,AY,1,100,-0.042
1734686330.066017,606497.000,31532,3,AY,1,100,-0.039
1734686330.106018,606537.000,31548,2,AY,1,100,-0.052
1734686330.146020,606577.000,31548,2,AY,1,100,-0.053
1734686330.186021,606617.000,31566,3,AY,1,100,-0.033
1734686330.226023,606657.000,31566,3,AY,1,100,-0.009
1734686330.266024,606697.000,31566,3,AY,1,100,-0.020
1734686330.306026,606737.000,31583,2,AY,1,100,-0.058
1734686330.346027,606777.000,31583,2,AY,1,100,-0.077
1734686330.386029,606817.000,31600,3,AY,1,100,-0.066
1734686330.426030,606857.000,31600,3,AY,1,100,-0.057
1734686330.466032,606897.000,31600,3,AY,1,100,-0.039
1734686330.506033,606937.000,31615,2,AY,1,100,-0.036
1734686330.546035,606977.000,31615,2,AY,1,100,-0.039
1734686330.586036,607017.000,31631,3,AY,1,100,-0.035
1734686330.626038,607057.000,31631,3,AY,1,100,-0.036
1734686330.666039,607097.000,31631,3,AY,1,100,-0.026
1734686330.706041,607137.000,31650,2,AY,1,100,-0.051
1734686330.746042,607177.000,31650,2,AY,1,100,-0.033
1734686330.786044,607217.000,31667,3,AY,1,100,-0.031
1734686330.826046,607257.000,31667,3,AY,1,100,-0.038
1734686330.866047,607297.000,31667,3,AY,1,100,-0.025
1734686330.906049,607337.000,31682,2,AY,1,100,-0.054
1734686330.946050,607377.000,31682,2,AY,1,100,-0.069
1734686330.981718,607412.667,31698,3,AY,1,100,-0.048
1734686331.017386,607448.333,31698,3,AY,1,100,-0.035
1734686331.053054,607484.000,31698,3,AY,1,100,-0.032
1734686331.093055,607524.000,31716,3,AY,1,100,-0.039
1734686331.133057,607564.000,31716,3,AY,1,100,-0.045
1734686331.173059,607604.000,31716,3,AY,1,100,-0.055
1734686331.213060,607644.000,31732,2,AY,1,100,-0.062
1734686331.253062,607684.000,31732,2,AY,1,100,-0.046
1734686331.293063,607724.000,31750,3,AY,1,100,-0.058
1734686331.333065,607764.000,31750,3,AY,1,100,-0.068
1734686331.373066,607804.000,31750,3,AY,1,100,-0.057
1734686331.412734,607843.667,31766,3,AY,1,100,-0.046
1734686331.452402,607883.333,31766,3,AY,1,100,-0.061
1734686331.492070,607923.000,31766,3,AY,1,100,-0.051
1734686331.532572,607963.500,31783,2,AY,1,100,-0.041
1734686331.573074,608004.000,31783,2,AY,1,100,-0.035
1734686331.613075,608044.000,31799,3,AY,1,100,-0.021
1734686331.653076,608084.000,31799,3,AY,1,100,-0.017
1734686331.693078,608124.000,31799,3,AY,1,100,-0.032
1734686331.733079,608164.000,31815,2,AY,1,100,-0.030
1734686331.773081,608204.000,31815,2,AY,1,100,-0.024
1734686331.813082,608244.000,31831,3,AY,1,100,-0.040
1734686331.853084,608284.000,31831,3,AY,1,100,-0.040
1734686331.893085,608324.000,31831,3,AY,1,100,-0.039
1734686331.933087,608364.000,31848,2,AY,1,100,-0.043
1734686331.973089,608404.000,31848,2,AY,1,100,-0.032
1734686332.013090,608444.000,31866,3,AY,1,100,-0.027
1734686332.053092,608484.000,31866,3,AY,1,100,-0.044
1734686332.093093,608524.000,31866,3,AY,1,100,-0.034
1734686332.128428,608559.333,31884,3,AY,1,100,-0.030
1734686332.163762,608594.667,31884,3,AY,1,100,-0.040
1734686332.199097,608630.000,31884,3,AY,1,100,-0.038
1734686332.239099,608670.000,31898,2,AY,1,100,-0.031
1734686332.279100,608710.000,31898,2,AY,1,100,-0.040
1734686332.319102,608750.000,31915,3,AY,1,100,-0.044
1734686332.359103,608790.000,31915,3,AY,1,100,-0.032
1734686332.399105,608830.000,31915,3,AY,1,100,-0.025
1734686332.439106,608870.000,31932,2,AY,1,100,-0.027
1734686332.479108,608910.000,31932,2,AY,1,100,-0.035
1734686332.519109,608950.000,31949,3,AY,1,100,-0.031
1734686332.559111,608990.000,31949,3,AY,1,100,-0.034
1734686332.599112,609030.000,31949,3,AY,1,100,-0.035
1734686332.639114,609070.000,31965,2,AY,1,100,-0.043
1734686332.679115,609110.000,31965,2,AY,1,100,-0.053
1734686332.719117,609150.000,31983,3,AY,1,100,-0.040
1734686332.759118,609190.000,31983,3,AY,1,100,-0.036
1734686332.799119,609230.000,31983,3,AY,1,100,-0.042
1734686332.839121,609270.000,31999,2,AY,1,100,-0.035
1734686332.879122,609310.000,31999,2,AY,1,100,-0.030
1734686332.919124,609350.000,32016,3,AY,1,100,-0.035
1734686332.959126,609390.000,32016,3,AY,1,100,-0.029
1734686332.999127,609430.000,32016,3,AY,1,100,-0.039
1734686333.039129,609470.000,32030,2,AY,1,100,-0.032
1734686333.079130,609510.000,32030,2,AY,1,100,-0.032
1734686333.119132,609550.000,32048,3,AY,1,100,-0.033
1734686333.159133,609590.000,32048,3,AY,1,100,-0.038
1734686333.199135,609630.000,32048,3,AY,1,100,-0.029
1734686333.239136,609670.000,32066,3,AY,1,100,-0.021
1734686333.279138,609710.000,32066,3,AY,1,100,-0.034
1734686333.319139,609750.000,32066,3,AY,1,100,-0.031
1734686333.354807,609785.667,32083,3,AY,1,100,-0.032
1734686333.390475,609821.333,32083,3,AY,1,100,-0.037
1734686333.426143,609857.000,32083,3,AY,1,100,-0.036
1734686333.466145,609897.000,32099,2,AY,1,100,-0.024
1734686333.506146,609937.000,32099,2,AY,1,100,-0.034
1734686333.546148,609977.000,32115,3,AY,1,100,-0.035
1734686333.586149,610017.000,32115,3,AY,1,100,-0.032
1734686333.626151,610057.000,32115,3,AY,1,100,-0.031
1734686333.666152,610097.000,32131,2,AY,1,100,-0.032
1734686333.706154,610137.000,32131,2,AY,1,100,-0.032
1734686333.746155,610177.000,32149,3,AY,1,100,-0.030
1734686333.786157,610217.000,32149,3,AY,1,100,-0.027
1734686333.826158,610257.000,32149,3,AY,1,100,-0.035
1734686333.866160,610297.000,32167,2,AY,1,100,-0.028
1734686333.906161,610337.000,32167,2,AY,1,100,-0.028
1734686333.946163,610377.000,32182,3,AY,1,100,-0.033
1734686333.986164,610417.000,32182,3,AY,1,100,-0.034
1734686334.026166,610457.000,32182,3,AY,1,100,-0.029
1734686334.066167,610497.000,32199,2,AY,1,100,-0.028
1734686334.106169,610537.000,32199,2,AY,1,100,-0.037
1734686334.146170,610577.000,32216,3,AY,1,100,-0.032
1734686334.186172,610617.000,32216,3,AY,1,100,-0.018
1734686334.226173,610657.000,32216,3,AY,1,100,-0.034
1734686334.266175,610697.000,32232,2,AY,1,100,-0.034
1734686334.306176,610737.000,32232,2,AY,1,100,-0.029
1734686334.346178,610777.000,32255,4,AY,1,100,-0.037
1734686334.386179,610817.000,32255,4,AY,1,100,-0.041
1734686334.426181,610857.000,32255,4,AY,1,100,-0.031
1734686334.466182,610897.000,32255,4,AY,1,100,-0.031
1734686334.501850,610932.667,32271,3,AY,1,100,-0.045
1734686334.537518,610968.333,32271,3,AY,1,100,-0.034
1734686334.573186,611004.000,32271,3,AY,1,100,-0.035
1734686334.613188,611044.000,32288,2,AY,1,100,-0.036
1734686334.653189,611084.000,32288,2,AY,1,100,-0.029
1734686334.693191,611124.000,32304,3,AY,1,100,-0.033
1734686334.733192,611164.000,32304,3,AY,1,100,-0.032
1734686334.773194,611204.000,32304,3,AY,1,100,-0.031
1734686334.813195,611244.000,32322,3,AY,1,100,-0.033
1734686334.853197,611284.000,32322,3,AY,1,100,-0.027
1734686334.893198,611324.000,32322,3,AY,1,100,-0.028
1734686334.933200,611364.000,32337,2,AY,1,100,-0.037
1734686334.973201,611404.000,32337,2,AY,1,100,-0.032
1734686335.013203,611444.000,32353,3,AY,1,100,-0.040
1734686335.053204,611484.000,32353,3,AY,1,100,-0.039
1734686335.093206,611524.000,32353,3,AY,1,100,-0.033
1734686335.133207,611564.000,32370,2,AY,1,100,-0.039
1734686335.173209,611604.000,32370,2,AY,1,100,-0.036
1734686335.213210,611644.000,32389,3,AY,1,100,-0.037
1734686335.253212,611684.000,32389,3,AY,1,100,-0.036
1734686335.293213,611724.000,32389,3,AY,1,100,-0.034
1734686335.333215,611764.000,32405,2,AY,1,100,-0.035
1734686335.373216,611804.000,32405,2,AY,1,100,-0.034
1734686335.412884,611843.667,32421,3,AY,1,100,-0.037
1734686335.452553,611883.333,32421,3,AY,1,100,-0.033
1734686335.492221,611923.000,32421,3,AY,1,100,-0.028
1734686335.532222,611963.000,32439,2,AY,1,100,-0.038
1734686335.572224,612003.000,32439,2,AY,1,100,-0.029
1734686335.612225,612043.000,32456,3,AY,1,100,-0.032
1734686335.652227,612083.000,32456,3,AY,1,100,-0.034
1734686335.692228,612123.000,32456,3,AY,1,100,-0.034
1734686335.727896,612158.667,32473,3,AY,1,100,-0.043
1734686335.763564,612194.333,32473,3,AY,1,100,-0.034
1734686335.799232,612230.000,32473,3,AY,1,100,-0.033
1734686335.839234,612270.000,32488,2,AY,1,100,-0.033
1734686335.879235,612310.000,32488,2,AY,1,100,-0.035
1734686335.919237,612350.000,32504,3,AY,1,100,-0.034
1734686335.959238,612390.000,32504,3,AY,1,100,-0.036
1734686335.999240,612430.000,32504,3,AY,1,100,-0.036
1734686336.039241,612470.000,32521,2,AY,1,100,-0.032
1734686336.079243,612510.000,32521,2,AY,1,100,-0.035
1734686336.119244,612550.000,32538,3,AY,1,100,-0.030
1734686336.159246,612590.000,32538,3,AY,1,100,-0.032
1734686336.199247,612630.000,32538,3,AY,1,100,-0.036
1734686336.239249,612670.000,32553,3,AY,1,100,-0.031
1734686336.279250,612710.000,32553,3,AY,1,100,-0.038
1734686336.319252,612750.000,32553,3,AY,1,100,-0.035
1734686336.359253,612790.000,32569,2,AY,1,100,-0.031
1734686336.399255,612830.000,32569,2,AY,1,100,-0.036
1734686336.439256,612870.000,32587,3,AY,1,100,-0.034
1734686336.479258,612910.000,32587,3,AY,1,100,-0.037
1734686336.519259,612950.000,32587,3,AY,1,100,-0.032
1734686336.559261,612990.000,32605,2,AY,1,100,-0.029
1734686336.599262,613030.000,32605,2,AY,1,100,-0.031
1734686336.639264,613070.000,32621,3,AY,1,100,-0.028
1734686336.679265,613110.000,32621,3,AY,1,100,-0.038
1734686336.719267,613150.000,32621,3,AY,1,100,-0.042
1734686336.754935,613185.667,32637,3,AY,1,100,-0.035
1734686336.790603,613221.333,32637,3,AY,1,100,-0.040
1734686336.826271,613257.000,32637,3,AY,1,100,-0.033
1734686336.866272,613297.000,32654,2,AY,1,100,-0.036
