LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1734686320.098642,596530.000,29932,1,BV,1,100,3.62
1734686325.098830,601530.000,30739,1,BV,1,100,3.62
1734686330.098018,606529.000,31556,1,BV,1,100,3.61
1734686335.098206,611529.000,32378,1,BV,1,100,3.61
1734686340.097394,616528.000,33165,1,BV,1,100,3.61
1734686345.097582,621528.000,33970,1,BV,1,100,3.61
1734686350.096769,626527.000,34787,1,BV,1,100,3.62
1734686355.096957,631527.000,35606,1,BV,1,100,3.61
1734686360.096145,636526.000,36409,1,BV,1,100,3.61
1734686365.096333,641526.000,37249,1,BV,1,100,3.61
1734686370.095521,646525.000,38047,1,BV,1,100,3.61
1734686375.095709,651525.000,38867,1,BV,1,100,3.61
1734686380.094896,656524.000,39670,1,BV,1,100,3.61
1734686385.095084,661524.000,40474,1,BV,1,100,3.61
1734686390.094272,666523.000,41293,1,BV,1,100,3.61
1734686395.094460,671523.000,42115,1,BV,1,100,3.61
1734686400.093648,676522.000,42918,1,BV,1,100,3.61
1734686405.093836,681522.000,43740,1,BV,1,100,3.61
1734686410.093023,686521.000,44557,1,BV,1,100,3.61
1734686415.093211,691521.000,45360,1,BV,1,100,3.61
1734686420.092399,696520.000,46169,1,BV,1,100,3.61
1734686425.092587,701520.000,46994,1,BV,1,100,3.61
1734686430.091775,706519.000,47803,1,BV,1,100,3.61
1734686435.091963,711519.000,48623,1,BV,1,100,3.61
1734686440.091150,716518.000,49442,1,BV,1,100,3.61
1734686445.091338,721518.000,50247,1,BV,1,100,3.61
1734686450.090526,726517.000,51033,1,BV,1,100,3.61
1734686455.090714,731517.000,51837,1,BV,1,100,3.60
1734686460.089902,736516.000,52643,1,BV,1,100,3.61
1734686465.090090,741516.000,53401,1,BV,1,100,3.60
1734686470.089277,746515.000,54203,1,BV,1,100,3.60
1734686475.089465,751515.000,55026,1,BV,1,100,3.60
1734686480.088653,756514.000,55829,1,BV,1,100,3.60
1734686485.088841,761514.000,56631,1,BV,1,100,3.60
1734686490.088029,766513.000,57453,1,BV,1,100,3.60
1734686495.088217,771513.000,58276,1,BV,1,100,3.61
1734686500.087404,776512.000,59075,1,BV,1,100,3.60
1734686505.087592,781512.000,59896,1,BV,1,100,3.60
1734686510.086780,786511.000,60712,1,BV,1,100,3.60
1734686515.086968,791511.000,61536,1,BV,1,100,3.61
1734686520.086156,796510.000,62339,1,BV,1,100,3.60
1734686525.086344,801510.000,63159,1,BV,1,100,3.60
1734686530.085531,806509.000,63962,1,BV,1,100,3.60
1734686535.085719,811509.000,64780,1,BV,1,100,3.61
1734686540.084907,816508.000,64,1,BV,1,100,3.60
1734686545.085095,821508.000,867,1,BV,1,100,3.60
1734686550.084283,826507.000,1691,1,BV,1,100,3.60
1734686555.084471,831507.000,2494,1,BV,1,100,3.60
1734686560.083658,836506.000,3315,1,BV,1,100,3.60
1734686565.083846,841506.000,4138,1,BV,1,100,3.61
1734686570.083034,846505.000,4954,1,BV,1,100,3.60
1734686575.083222,851505.000,5770,1,BV,1,100,3.60
1734686580.082410,856504.000,6573,1,BV,1,100,3.60
1734686585.082597,861504.000,7397,1,BV,1,100,3.60
1734686590.081785,866503.000,8197,1,BV,1,100,3.60
1734686595.081973,871503.000,9003,1,BV,1,100,3.60
1734686600.081161,876502.000,9822,1,BV,1,100,3.60
1734686605.081349,881502.000,10643,1,BV,1,100,3.60
1734686610.080537,886501.000,11461,1,BV,1,100,3.60
1734686615.080724,891501.000,12265,1,BV,1,100,3.60
1734686620.079912,896500.000,13086,1,BV,1,100,3.59
