595358,29714,1,RB,1,100,2024-12-20_16-18-38-578633
595360,29715,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
595352,29716,1,PI,1,100,157476
595352,29717,1,PR,1,100,140770
595352,29718,1,PG,1,100,8401
595364,29719,1,EA,1,100,3.762383
595364,29720,1,EL,1,100,-19238.199219
595352,29721,1,AX,1,100,0.944
595352,29722,1,AY,1,100,-0.019
595352,29723,1,AZ,1,100,0.214
595352,29724,1,GX,1,100,0.061
595352,29725,1,GY,1,100,0.275
595352,29726,1,GZ,1,100,-0.153
595352,29727,1,MX,1,100,-21
595352,29728,1,MY,1,100,-18
595352,29729,1,MZ,1,100, 1
595414,29730,1,TL,1,100,2024-12-20_16-18-33-945496
595898,29810,3,AZ,1,100,0.249,0.220,0.231
595898,29811,3,GX,1,100,-2.594,-0.885,0.916
595898,29812,3,GY,1,100,4.150,-0.488,-1.099
595898,29813,3,GZ,1,100,2.045,2.350,1.617
595898,29814,3,MX,1,100,-20,-21,-21
595898,29815,3,MY,1,100,-18,-19,-18
595898,29816,3,MZ,1,100, 1, 0, 2
595967,29817,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
595992,29818,2,PI,1,100,157622,157641
595992,29819,2,PR,1,100,140847,140843
595992,29820,2,PG,1,100,8419,8400
595964,29821,1,EA,1,100,3.776638
595964,29822,1,EL,1,100,-19239.599609
595957,29823,1,T1,1,100,35.068
595972,29824,1,TH,1,100,32.919
596018,29825,3,AX,1,100,0.943,0.966,0.925
596018,29826,3,AY,1,100,-0.038,-0.083,-0.021
596018,29827,3,AZ,1,100,0.231,0.181,0.208
596018,29828,3,GX,1,100,1.617,3.845,3.540
596018,29829,3,GY,1,100,-0.458,-2.777,1.526
596018,29830,3,GZ,1,100,0.275,0.519,-1.068
596018,29831,3,MX,1,100,-21,-21,-21
596018,29832,3,MY,1,100,-18,-18,-17
596018,29833,3,MZ,1,100, 2, 2, 2
596112,29834,3,PI,1,100,157609,157609,157605
596112,29835,3,PR,1,100,140812,140798,140799
596112,29836,3,PG,1,100,8413,8413,8408
596097,29837,2,EA,1,100,3.778695,3.782776
596097,29838,2,EL,1,100,-19239.800781,-19240.199219
596091,29839,1,T1,1,100,35.065
596105,29840,1,TH,1,100,32.981
596098,29841,2,AX,1,100,0.944,0.929
596098,29842,2,AY,1,100,0.006,-0.010
596098,29843,2,AZ,1,100,0.216,0.212
596098,29844,2,GX,1,100,2.533,2.808
596098,29845,2,GY,1,100,2.655,1.678
596098,29846,2,GZ,1,100,-2.411,-0.275
596098,29847,2,MX,1,100,-20,-21
596098,29848,2,MY,1,100,-18,-18
596098,29849,2,MZ,1,100, 0, 2
596168,29850,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
596192,29851,2,PI,1,100,157602,157565
596192,29852,2,PR,1,100,140798,140790
596192,29853,2,PG,1,100,8395,8403
596164,29854,1,EA,1,100,3.786885
596164,29855,1,EL,1,100,-19240.599609
596218,29856,3,AX,1,100,0.938,0.944,0.942
596218,29857,3,AY,1,100,-0.039,-0.033,-0.038
596218,29858,3,AZ,1,100,0.220,0.218,0.215
596218,29859,3,GX,1,100,1.770,1.160,1.007
596218,29860,3,GY,1,100,1.892,0.031,0.427
596218,29861,3,GZ,1,100,1.892,1.801,0.793
596218,29862,3,MX,1,100,-21,-21,-21
596218,29863,3,MY,1,100,-17,-18,-18
596218,29864,3,MZ,1,100, 2, 0, 2
596297,29865,1,SF,1,100,1.2744
596312,29866,3,PI,1,100,157566,157589,157586
596312,29867,3,PR,1,100,140792,140776,140770
596312,29868,3,PG,1,100,8402,8390,8401
596297,29869,2,EA,1,100,3.791003,3.791003
596297,29870,2,EL,1,100,-19241.000000,-19241.000000
596224,29871,1,T1,1,100,35.063
596239,29872,1,TH,1,100,32.981
596298,29873,2,AX,1,100,0.941,0.942
596298,29874,2,AY,1,100,-0.033,-0.032
596298,29875,2,AZ,1,100,0.236,0.244
596298,29876,2,GX,1,100,-0.671,-0.977
596298,29877,2,GY,1,100,1.343,0.702
596298,29878,2,GZ,1,100,0.793,0.397
596298,29879,2,MX,1,100,-21,-22
596298,29880,2,MY,1,100,-18,-18
596298,29881,2,MZ,1,100, 1, 1
596379,29882,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
596392,29883,2,PI,1,100,157582,157574
596392,29884,2,PR,1,100,140767,140775
596392,29885,2,PG,1,100,8388,8382
596364,29886,1,EA,1,100,3.795130
596364,29887,1,EL,1,100,-19241.400391
596357,29888,1,T1,1,100,35.169
596372,29889,1,TH,1,100,32.857
596418,29890,3,AX,1,100,0.939,0.939,0.935
596418,29891,3,AY,1,100,-0.038,-0.034,-0.012
596418,29892,3,AZ,1,100,0.238,0.224,0.213
596418,29893,3,GX,1,100,-0.610,0.183,0.519
596418,29894,3,GY,1,100,-1.495,-4.181,-3.723
596418,29895,3,GZ,1,100,0.061,-0.092,-1.038
596418,29896,3,MX,1,100,-21,-22,-20
596418,29897,3,MY,1,100,-17,-17,-18
596418,29898,3,MZ,1,100, 2, 2, 2
596512,29899,3,PI,1,100,157564,157538,157546
596512,29900,3,PR,1,100,140735,140739,140722
596512,29901,3,PG,1,100,8401,8395,8381
596497,29902,2,EA,1,100,3.801327,3.801327
596497,29903,2,EL,1,100,-19242.000000,-19242.000000
596491,29904,1,T1,1,100,35.109
596505,29905,1,TH,1,100,32.857
596498,29906,2,AX,1,100,0.940,0.951
596498,29907,2,AY,1,100,-0.026,-0.056
596498,29908,2,AZ,1,100,0.204,0.204
596498,29909,2,GX,1,100,1.648,0.641
596498,29910,2,GY,1,100,-4.669,-3.357
596498,29911,2,GZ,1,100,-1.038,0.427
596498,29912,2,MX,1,100,-21,-21
596498,29913,2,MY,1,100,-18,-18
596498,29914,2,MZ,1,100, 2, 2
596580,29915,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
596564,29916,1,SF,1,100,1.2596
596592,29917,2,PI,1,100,157557,157547
596592,29918,2,PR,1,100,140725,140707
596592,29919,2,PG,1,100,8404,8396
596564,29920,1,EA,1,100,3.801327
596564,29921,1,EL,1,100,-19242.000000
596624,29922,1,T1,1,100,35.012
596618,29923,3,AX,1,100,0.936,0.937,0.938
596618,29924,3,AY,1,100,-0.024,-0.020,-0.021
596618,29925,3,AZ,1,100,0.221,0.216,0.231
596618,29926,3,GX,1,100,-0.427,0.610,0.275
596618,29927,3,GY,1,100,-1.373,-1.770,-2.991
596618,29928,3,GZ,1,100,-0.275,-1.953,-0.824
596618,29929,3,MX,1,100,-21,-21,-21
596618,29930,3,MY,1,100,-18,-18,-19
596618,29931,3,MZ,1,100, 2, 2, 1
596530,29932,1,BV,1,100,3.62
596530,29933,1,B%,1,100,33
596712,29934,1,BI,1,100,3080
596712,29935,1,HR,1,100,69
596712,29936,3,PI,1,100,157566,157571,157587
596712,29937,3,PR,1,100,140724,140706,140699
596712,29938,3,PG,1,100,8409,8406,8399
596697,29939,2,EA,1,100,3.805477,3.801327
596697,29940,2,EL,1,100,-19242.400391,-19242.000000
596639,29941,1,TH,1,100,32.966
596698,29942,2,AX,1,100,0.946,0.984
596698,29943,2,AY,1,100,-0.032,-0.036
596698,29944,2,AZ,1,100,0.206,0.224
596698,29945,2,GX,1,100,0.977,2.319
596698,29946,2,GY,1,100,-5.737,-6.622
596698,29947,2,GZ,1,100,-0.946,-0.366
596698,29948,2,MX,1,100,-20,-21
596698,29949,2,MY,1,100,-17,-18
596698,29950,2,MZ,1,100, 2, 2
596780,29951,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
596832,29952,3,PI,1,100,157612,157557,157432
596832,29953,3,PR,1,100,140707,140657,140601
596832,29954,3,PG,1,100,8411,8409,8378
596831,29955,2,EA,1,100,3.807545,3.805477
596831,29956,2,EL,1,100,-19242.599609,-19242.400391
596757,29957,1,T1,1,100,35.005
596772,29958,1,TH,1,100,32.966
596818,29959,3,AX,1,100,0.858,1.047,0.907
596818,29960,3,AY,1,100,-0.036,-0.028,-0.007
596818,29961,3,AZ,1,100,0.237,0.090,0.180
596818,29962,3,GX,1,100,1.526,5.219,4.700
596818,29963,3,GY,1,100,4.150,-16.022,-6.470
596818,29964,3,GZ,1,100,-0.885,-3.998,-0.061
596818,29965,3,MX,1,100,-21,-22,-21
596818,29966,3,MY,1,100,-18,-18,-18
596818,29967,3,MZ,1,100, 1, 2, 2
596897,29968,1,SF,1,100,1.2451
596925,29969,2,PI,1,100,157487,157502
596925,29970,2,PR,1,100,140623,140628
596925,29971,2,PG,1,100,8374,8374
596897,29972,1,EA,1,100,3.807545
596897,29973,1,EL,1,100,-19242.599609
596891,29974,1,T1,1,100,35.073
596906,29975,1,TH,1,100,32.940
596925,29976,3,AX,1,100,0.927,0.956,0.940
596925,29977,3,AY,1,100,-0.038,-0.041,-0.020
596925,29978,3,AZ,1,100,0.228,0.191,0.204
596925,29979,3,GX,1,100,-1.801,0.824,1.831
596925,29980,3,GY,1,100,10.925,-0.336,0.397
596925,29981,3,GZ,1,100,-0.061,0.031,-0.854
596925,29982,3,MX,1,100,-21,-22,-21
596925,29983,3,MY,1,100,-19,-19,-19
596925,29984,3,MZ,1,100, 2, 1, 2
596981,29985,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
597005,29986,2,PI,1,100,157476,157493
597005,29987,2,PR,1,100,140623,140589
597005,29988,2,PG,1,100,8373,8392
597031,29989,2,EA,1,100,3.809635,3.803391
597031,29990,2,EL,1,100,-19242.800781,-19242.199219
597024,29991,1,T1,1,100,35.244
597039,29992,1,TH,1,100,32.940
597005,29993,2,AX,1,100,0.945,0.938
597005,29994,2,AY,1,100,-0.002,-0.021
597005,29995,2,AZ,1,100,0.204,0.246
597005,29996,2,GX,1,100,2.106,2.472
597005,29997,2,GY,1,100,4.089,4.333
597005,29998,2,GZ,1,100,-1.129,-0.153
597005,29999,2,MX,1,100,-21,-21
597005,30000,2,MY,1,100,-18,-18
597005,30001,2,MZ,1,100, 2, 1
597125,30002,3,PI,1,100,157481,157466,157468
597125,30003,3,PR,1,100,140578,140564,140544
597125,30004,3,PG,1,100,8379,8380,8372
597097,30005,1,EA,1,100,3.801327
597097,30006,1,EL,1,100,-19242.000000
597125,30007,3,AX,1,100,0.951,0.940,0.947
597125,30008,3,AY,1,100,-0.045,-0.032,-0.023
597125,30009,3,AZ,1,100,0.236,0.203,0.177
597125,30010,3,GX,1,100,2.167,3.876,4.059
597125,30011,3,GY,1,100,1.221,-3.601,-6.042
597125,30012,3,GZ,1,100,1.038,-0.244,-1.160
597125,30013,3,MX,1,100,-21,-21,-21
597125,30014,3,MY,1,100,-18,-18,-19
597125,30015,3,MZ,1,100, 2, 3, 2
597182,30016,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
597231,30017,1,SF,1,100,1.2307
597206,30018,2,PI,1,100,157447,157460
597206,30019,2,PR,1,100,140543,140540
597206,30020,2,PG,1,100,8377,8370
597231,30021,2,EA,1,100,3.805477,3.803391
597231,30022,2,EL,1,100,-19242.400391,-19242.199219
597157,30023,1,T1,1,100,35.070
597172,30024,1,TH,1,100,32.924
597206,30025,2,AX,1,100,0.943,0.931
597206,30026,2,AY,1,100,-0.012,-0.027
597206,30027,2,AZ,1,100,0.197,0.208
597206,30028,2,GX,1,100,2.594,0.580
597206,30029,2,GY,1,100,-4.150,-2.014
597206,30030,2,GZ,1,100,-0.916,-0.275
597206,30031,2,MX,1,100,-21,-21
597206,30032,2,MY,1,100,-18,-18
597206,30033,2,MZ,1,100, 2, 3
597325,30034,1,BI,1,100,600
597325,30035,1,HR,1,100,76
597325,30036,3,PI,1,100,157493,157495,157494
597325,30037,3,PR,1,100,140537,140544,140535
597325,30038,3,PG,1,100,8382,8386,8391
597297,30039,1,EA,1,100,3.801327
597297,30040,1,EL,1,100,-19242.000000
597291,30041,1,T1,1,100,35.030
597305,30042,1,TH,1,100,32.924
597325,30043,3,AX,1,100,0.946,0.941,0.950
597325,30044,3,AY,1,100,-0.031,-0.027,-0.029
597325,30045,3,AZ,1,100,0.184,0.168,0.162
597325,30046,3,GX,1,100,1.434,2.380,1.038
597325,30047,3,GY,1,100,-5.524,-7.507,-4.852
597325,30048,3,GZ,1,100,-0.275,-0.977,-0.793
597325,30049,3,MX,1,100,-21,-22,-22
597325,30050,3,MY,1,100,-19,-19,-19
597325,30051,3,MZ,1,100, 2, 2, 2
597383,30052,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
597405,30053,2,PI,1,100,157491,157502
597405,30054,2,PR,1,100,140512,140534
597405,30055,2,PG,1,100,8389,8409
597431,30056,2,EA,1,100,3.801327,3.801327
597431,30057,2,EL,1,100,-19242.000000,-19242.000000
597424,30058,1,T1,1,100,35.084
597439,30059,1,TH,1,100,32.893
597405,30060,2,AX,1,100,0.947,0.942
597405,30061,2,AY,1,100,-0.030,-0.022
597405,30062,2,AZ,1,100,0.180,0.186
597405,30063,2,GX,1,100,-0.702,-1.373
597405,30064,2,GY,1,100,-0.824,0.580
597405,30065,2,GZ,1,100,-0.488,-0.824
597405,30066,2,MX,1,100,-21,-21
597405,30067,2,MY,1,100,-18,-19
597405,30068,2,MZ,1,100, 2, 4
597525,30069,3,PI,1,100,157503,157475,157432
597525,30070,3,PR,1,100,140521,140480,140452
597525,30071,3,PG,1,100,8397,8405,8387
597497,30072,1,EA,1,100,3.797187
597497,30073,1,EL,1,100,-19241.599609
597525,30074,3,AX,1,100,0.942,0.945,0.947
597525,30075,3,AY,1,100,-0.021,-0.020,-0.018
597525,30076,3,AZ,1,100,0.178,0.184,0.182
597525,30077,3,GX,1,100,-1.068,-1.862,-2.380
597525,30078,3,GY,1,100,-0.702,-0.793,0.366
597525,30079,3,GZ,1,100,-0.702,-0.153,-0.549
597525,30080,3,MX,1,100,-22,-21,-21
597525,30081,3,MY,1,100,-19,-18,-19
597525,30082,3,MZ,1,100, 2, 2, 2
597588,30083,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
597631,30084,1,SF,1,100,1.2164
597645,30085,3,PI,1,100,157432,157474,157502
597645,30086,3,PR,1,100,140479,140464,140474
597645,30087,3,PG,1,100,8375,8394,8381
597631,30088,2,EA,1,100,3.795130,3.791003
597631,30089,2,EL,1,100,-19241.400391,-19241.000000
597557,30090,1,T1,1,100,35.036
597572,30091,1,TH,1,100,32.893
597645,30092,3,AX,1,100,0.944,0.946,0.942
597645,30093,3,AY,1,100,-0.026,-0.026,-0.009
597645,30094,3,AZ,1,100,0.187,0.194,0.187
597645,30095,3,GX,1,100,-2.563,-3.510,-3.540
597645,30096,3,GY,1,100,-0.061,0.793,0.366
597645,30097,3,GZ,1,100,-0.275,-0.061,-0.580
597645,30098,3,MX,1,100,-22,-21,-21
597645,30099,3,MY,1,100,-18,-19,-17
597645,30100,3,MZ,1,100, 2, 2, 2
597685,30101,1,BI,1,100,360
597685,30102,1,HR,1,100,96
597725,30103,2,PI,1,100,157529,157537
597725,30104,2,PR,1,100,140477,140462
597725,30105,2,PG,1,100,8397,8393
597697,30106,1,EA,1,100,3.791003
597697,30107,1,EL,1,100,-19241.000000
597691,30108,1,T1,1,100,35.122
597705,30109,1,TH,1,100,32.968
597725,30110,2,AX,1,100,0.940,0.944
597725,30111,2,AY,1,100,-0.018,-0.021
597725,30112,2,AZ,1,100,0.196,0.202
597725,30113,2,GX,1,100,-3.235,-3.571
597725,30114,2,GY,1,100,0.000,-0.183
597725,30115,2,GZ,1,100,-0.427,0.000
597725,30116,2,MX,1,100,-21,-21
597725,30117,2,MY,1,100,-18,-18
597725,30118,2,MZ,1,100, 1, 2
597789,30119,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
597845,30120,3,PI,1,100,157509,157507,157526
597845,30121,3,PR,1,100,140438,140468,140441
597845,30122,3,PG,1,100,8399,8396,8393
597831,30123,2,EA,1,100,3.791003,3.791003
597831,30124,2,EL,1,100,-19241.000000,-19241.000000
597824,30125,1,T1,1,100,35.159
597839,30126,1,TH,1,100,32.968
597845,30127,3,AX,1,100,0.941,0.944,0.945
597845,30128,3,AY,1,100,-0.017,-0.026,-0.031
597845,30129,3,AZ,1,100,0.196,0.197,0.187
597845,30130,3,GX,1,100,-2.686,-1.892,-1.434
597845,30131,3,GY,1,100,-0.793,-1.251,-1.984
597845,30132,3,GZ,1,100,-0.336,-0.336,-0.214
597845,30133,3,MX,1,100,-21,-21,-20
597845,30134,3,MY,1,100,-19,-18,-19
597845,30135,3,MZ,1,100, 2, 2, 2
597897,30136,1,SF,1,100,1.2024
597925,30137,2,PI,1,100,157545,157540
597925,30138,2,PR,1,100,140470,140445
597925,30139,2,PG,1,100,8409,8397
597897,30140,1,EA,1,100,3.791003
597897,30141,1,EL,1,100,-19241.000000
597925,30142,2,AX,1,100,0.948,0.943
597925,30143,2,AY,1,100,-0.022,-0.019
597925,30144,2,AZ,1,100,0.192,0.206
597925,30145,2,GX,1,100,-1.068,-0.977
597925,30146,2,GY,1,100,-1.251,-0.427
597925,30147,2,GZ,1,100,-0.641,-0.763
597925,30148,2,MX,1,100,-21,-21
597925,30149,2,MY,1,100,-18,-18
597925,30150,2,MZ,1,100, 2, 2
597993,30151,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
598045,30152,3,PI,1,100,157564,157556,157559
598045,30153,3,PR,1,100,140442,140446,140440
598045,30154,3,PG,1,100,8405,8414,8413
598031,30155,2,EA,1,100,3.791003,3.791003
598031,30156,2,EL,1,100,-19241.000000,-19241.000000
597957,30157,1,T1,1,100,35.104
597972,30158,1,TH,1,100,32.914
598031,30159,3,AX,1,100,0.948,0.944,0.945
598031,30160,3,AY,1,100,-0.022,-0.019,-0.017
598031,30161,3,AZ,1,100,0.188,0.184,0.192
598031,30162,3,GX,1,100,-0.183,0.427,0.305
598031,30163,3,GY,1,100,-1.709,-2.380,-1.343
598031,30164,3,GZ,1,100,-0.671,-0.610,-0.702
598031,30165,3,MX,1,100,-20,-21,-21
598031,30166,3,MY,1,100,-19,-18,-18
598031,30167,3,MZ,1,100, 3, 1, 2
598125,30168,2,PI,1,100,157576,157579
598125,30169,2,PR,1,100,140427,140430
598125,30170,2,PG,1,100,8427,8434
598097,30171,1,EA,1,100,3.791003
598097,30172,1,EL,1,100,-19241.000000
598090,30173,1,T1,1,100,35.081
598105,30174,1,TH,1,100,32.914
598151,30175,3,AX,1,100,0.942,0.947,0.946
598151,30176,3,AY,1,100,-0.022,-0.020,-0.017
598151,30177,3,AZ,1,100,0.190,0.177,0.183
598151,30178,3,GX,1,100,0.458,0.885,0.702
598151,30179,3,GY,1,100,-1.221,-1.495,-1.404
598151,30180,3,GZ,1,100,-0.366,-0.244,-0.153
598151,30181,3,MX,1,100,-20,-20,-21
598151,30182,3,MY,1,100,-19,-18,-18
598151,30183,3,MZ,1,100, 2, 2, 1
598194,30184,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
598231,30185,1,SF,1,100,1.1885
598245,30186,3,PI,1,100,157575,157525,157498
598245,30187,3,PR,1,100,140402,140373,140361
598245,30188,3,PG,1,100,8429,8413,8413
598231,30189,2,EA,1,100,3.791003,3.791003
598231,30190,2,EL,1,100,-19241.000000,-19241.000000
598224,30191,1,T1,1,100,35.070
598239,30192,1,TH,1,100,33.009
598231,30193,2,AX,1,100,0.947,0.943
598231,30194,2,AY,1,100,-0.024,-0.021
598231,30195,2,AZ,1,100,0.181,0.186
598231,30196,2,GX,1,100,0.214,0.336
598231,30197,2,GY,1,100,-0.854,-1.221
598231,30198,2,GZ,1,100,-0.122,-0.244
598231,30199,2,MX,1,100,-21,-22
598231,30200,2,MY,1,100,-19,-18
598231,30201,2,MZ,1,100, 2, 1
598325,30202,2,PI,1,100,157529,157544
598325,30203,2,PR,1,100,140362,140379
598325,30204,2,PG,1,100,8408,8417
598297,30205,1,EA,1,100,3.791003
598297,30206,1,EL,1,100,-19241.000000
598357,30207,1,T1,1,100,35.066
598351,30208,3,AX,1,100,0.946,0.948,0.944
598351,30209,3,AY,1,100,-0.022,-0.025,-0.018
598351,30210,3,AZ,1,100,0.177,0.181,0.185
598351,30211,3,GX,1,100,0.427,0.183,-0.214
598351,30212,3,GY,1,100,-1.495,-0.916,0.427
598351,30213,3,GZ,1,100,-0.305,0.061,-0.153
598351,30214,3,MX,1,100,-21,-21,-21
598351,30215,3,MY,1,100,-18,-19,-18
598351,30216,3,MZ,1,100, 2, 1, 1
598396,30217,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
598405,30218,1,BI,1,100,720
598405,30219,1,HR,1,100,93
598445,30220,3,PI,1,100,157562,157588,157593
598445,30221,3,PR,1,100,140397,140382,140379
598445,30222,3,PG,1,100,8412,8433,8430
598431,30223,2,EA,1,100,3.791003,3.791003
598431,30224,2,EL,1,100,-19241.000000,-19241.000000
598372,30225,1,TH,1,100,33.009
598431,30226,2,AX,1,100,0.947,0.948
598431,30227,2,AY,1,100,-0.021,-0.023
598431,30228,2,AZ,1,100,0.181,0.186
598431,30229,2,GX,1,100,0.122,-0.031
598431,30230,2,GY,1,100,-0.153,0.671
598431,30231,2,GZ,1,100,-0.122,0.244
598431,30232,2,MX,1,100,-21,-21
598431,30233,2,MY,1,100,-18,-18
598431,30234,2,MZ,1,100, 2, 2
598525,30235,2,PI,1,100,157588,157594
598525,30236,2,PR,1,100,140367,140387
598525,30237,2,PG,1,100,8428,8418
598497,30238,1,EA,1,100,3.791003
598497,30239,1,EL,1,100,-19241.000000
598490,30240,1,T1,1,100,35.029
598505,30241,1,TH,1,100,32.973
598551,30242,3,AX,1,100,0.943,0.952,0.948
598551,30243,3,AY,1,100,-0.023,-0.026,-0.023
598551,30244,3,AZ,1,100,0.194,0.181,0.185
598551,30245,3,GX,1,100,-0.397,0.214,0.549
598551,30246,3,GY,1,100,0.916,-1.038,-1.495
598551,30247,3,GZ,1,100,0.336,0.122,-0.122
598551,30248,3,MX,1,100,-21,-21,-20
598551,30249,3,MY,1,100,-19,-18,-18
598551,30250,3,MZ,1,100, 2, 2, 1
598598,30251,4,EM,1,100,RS,RB,2024-12-20_16-18-38-578633.csv,PS,MN
598631,30252,1,SF,1,100,1.1747
598645,30253,3,PI,1,100,157582,157610,157622
598645,30254,3,PR,1,100,140350,140377,140358
598645,30255,3,PG,1,100,8434,8428,8424
598631,30256,2,EA,1,100,3.791003,3.791003
598631,30257,2,EL,1,100,-19241.000000,-19241.000000
598624,30258,1,T1,1,100,35.119
598639,30259,1,TH,1,100,32.973
598631,30260,2,AX,1,100,0.945,0.945
598631,30261,2,AY,1,100,-0.026,-0.029
598631,30262,2,AZ,1,100,0.187,0.191
598631,30263,2,GX,1,100,0.031,-0.031
598631,30264,2,GY,1,100,0.153,-0.031
598631,30265,2,GZ,1,100,-0.275,0.061
598631,30266,2,MX,1,100,-21,-22
598631,30267,2,MY,1,100,-18,-18
