LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1734686318.920598,595352.000,29717,1,PR,1,100,140770
1734686318.960600,595392.000,29736,4,PR,1,100,140781
1734686319.000601,595432.000,29736,4,PR,1,100,140779
1734686319.040603,595472.000,29736,4,PR,1,100,140768
1734686319.080604,595512.000,29736,4,PR,1,100,140779
1734686319.120606,595552.000,29754,2,PR,1,100,140787
1734686319.160607,595592.000,29754,2,PR,1,100,140793
1734686319.200609,595632.000,29770,3,PR,1,100,140803
1734686319.240610,595672.000,29770,3,PR,1,100,140811
1734686319.280612,595712.000,29770,3,PR,1,100,140822
1734686319.320613,595752.000,29787,2,PR,1,100,140831
1734686319.360615,595792.000,29787,2,PR,1,100,140821
1734686319.400616,595832.000,29802,3,PR,1,100,140831
1734686319.440618,595872.000,29802,3,PR,1,100,140831
1734686319.480619,595912.000,29802,3,PR,1,100,140851
1734686319.520621,595952.000,29819,2,PR,1,100,140847
1734686319.560622,595992.000,29819,2,PR,1,100,140843
1734686319.600624,596032.000,29835,3,PR,1,100,140812
1734686319.640625,596072.000,29835,3,PR,1,100,140798
1734686319.680627,596112.000,29835,3,PR,1,100,140799
1734686319.720628,596152.000,29852,2,PR,1,100,140798
1734686319.760630,596192.000,29852,2,PR,1,100,140790
1734686319.800631,596232.000,29867,3,PR,1,100,140792
1734686319.840633,596272.000,29867,3,PR,1,100,140776
1734686319.880634,596312.000,29867,3,PR,1,100,140770
1734686319.920636,596352.000,29884,2,PR,1,100,140767
1734686319.960637,596392.000,29884,2,PR,1,100,140775
1734686320.000639,596432.000,29900,3,PR,1,100,140735
1734686320.040640,596472.000,29900,3,PR,1,100,140739
1734686320.080642,596512.000,29900,3,PR,1,100,140722
1734686320.120643,596552.000,29918,2,PR,1,100,140725
1734686320.160645,596592.000,29918,2,PR,1,100,140707
1734686320.200646,596632.000,29937,3,PR,1,100,140724
1734686320.240648,596672.000,29937,3,PR,1,100,140706
1734686320.280649,596712.000,29937,3,PR,1,100,140699
1734686320.320651,596752.000,29953,3,PR,1,100,140707
1734686320.360652,596792.000,29953,3,PR,1,100,140657
1734686320.400654,596832.000,29953,3,PR,1,100,140601
1734686320.447155,596878.500,29970,2,PR,1,100,140623
1734686320.493657,596925.000,29970,2,PR,1,100,140628
1734686320.533659,596965.000,29987,2,PR,1,100,140623
1734686320.573660,597005.000,29987,2,PR,1,100,140589
1734686320.613662,597045.000,30003,3,PR,1,100,140578
1734686320.653663,597085.000,30003,3,PR,1,100,140564
1734686320.693665,597125.000,30003,3,PR,1,100,140544
1734686320.734166,597165.500,30019,2,PR,1,100,140543
1734686320.774668,597206.000,30019,2,PR,1,100,140540
1734686320.814336,597245.667,30037,3,PR,1,100,140537
1734686320.854004,597285.333,30037,3,PR,1,100,140544
1734686320.893672,597325.000,30037,3,PR,1,100,140535
1734686320.933674,597365.000,30054,2,PR,1,100,140512
1734686320.973675,597405.000,30054,2,PR,1,100,140534
1734686321.013677,597445.000,30070,3,PR,1,100,140521
1734686321.053678,597485.000,30070,3,PR,1,100,140480
1734686321.093680,597525.000,30070,3,PR,1,100,140452
1734686321.133681,597565.000,30086,3,PR,1,100,140479
1734686321.173683,597605.000,30086,3,PR,1,100,140464
1734686321.213684,597645.000,30086,3,PR,1,100,140474
1734686321.253686,597685.000,30104,2,PR,1,100,140477
1734686321.293687,597725.000,30104,2,PR,1,100,140462
1734686321.333689,597765.000,30121,3,PR,1,100,140438
1734686321.373690,597805.000,30121,3,PR,1,100,140468
1734686321.413692,597845.000,30121,3,PR,1,100,140441
1734686321.453693,597885.000,30138,2,PR,1,100,140470
1734686321.493695,597925.000,30138,2,PR,1,100,140445
1734686321.533696,597965.000,30153,3,PR,1,100,140442
1734686321.573698,598005.000,30153,3,PR,1,100,140446
1734686321.613699,598045.000,30153,3,PR,1,100,140440
1734686321.653701,598085.000,30169,2,PR,1,100,140427
1734686321.693702,598125.000,30169,2,PR,1,100,140430
1734686321.733704,598165.000,30187,3,PR,1,100,140402
1734686321.773705,598205.000,30187,3,PR,1,100,140373
1734686321.813707,598245.000,30187,3,PR,1,100,140361
1734686321.853708,598285.000,30203,2,PR,1,100,140362
1734686321.893710,598325.000,30203,2,PR,1,100,140379
1734686321.933711,598365.000,30221,3,PR,1,100,140397
1734686321.973713,598405.000,30221,3,PR,1,100,140382
1734686322.013714,598445.000,30221,3,PR,1,100,140379
1734686322.053716,598485.000,30236,2,PR,1,100,140367
1734686322.093717,598525.000,30236,2,PR,1,100,140387
1734686322.133719,598565.000,30254,3,PR,1,100,140350
1734686322.173720,598605.000,30254,3,PR,1,100,140377
1734686322.213722,598645.000,30254,3,PR,1,100,140358
1734686322.253723,598685.000,30270,3,PR,1,100,140358
1734686322.293725,598725.000,30270,3,PR,1,100,140364
1734686322.333726,598765.000,30270,3,PR,1,100,140341
1734686322.373728,598805.000,30287,2,PR,1,100,140346
1734686322.413729,598845.000,30287,2,PR,1,100,140335
1734686322.453731,598885.000,30302,3,PR,1,100,140313
1734686322.493732,598925.000,30302,3,PR,1,100,140287
1734686322.533734,598965.000,30302,3,PR,1,100,140289
1734686322.573735,599005.000,30319,2,PR,1,100,140293
1734686322.613737,599045.000,30319,2,PR,1,100,140296
1734686322.653738,599085.000,30337,3,PR,1,100,140302
1734686322.693740,599125.000,30337,3,PR,1,100,140286
1734686322.733742,599165.000,30337,3,PR,1,100,140272
1734686322.773743,599205.000,30355,2,PR,1,100,140273
1734686322.813745,599245.000,30355,2,PR,1,100,140284
1734686322.853746,599285.000,30369,3,PR,1,100,140277
1734686322.893747,599325.000,30369,3,PR,1,100,140283
1734686322.933749,599365.000,30369,3,PR,1,100,140262
1734686322.973750,599405.000,30386,2,PR,1,100,140274
1734686323.013752,599445.000,30386,2,PR,1,100,140273
1734686323.053753,599485.000,30403,3,PR,1,100,140244
1734686323.093755,599525.000,30403,3,PR,1,100,140268
1734686323.133756,599565.000,30403,3,PR,1,100,140263
1734686323.173758,599605.000,30420,2,PR,1,100,140235
1734686323.213759,599645.000,30420,2,PR,1,100,140196
1734686323.253761,599685.000,30434,3,PR,1,100,140202
1734686323.293762,599725.000,30434,3,PR,1,100,140191
1734686323.333764,599765.000,30434,3,PR,1,100,140188
1734686323.373765,599805.000,30451,3,PR,1,100,140186
1734686323.413767,599845.000,30451,3,PR,1,100,140174
1734686323.453768,599885.000,30451,3,PR,1,100,140172
1734686323.493770,599925.000,30470,2,PR,1,100,140183
1734686323.533772,599965.000,30470,2,PR,1,100,140184
1734686323.573773,600005.000,30487,3,PR,1,100,140184
1734686323.613775,600045.000,30487,3,PR,1,100,140167
1734686323.653776,600085.000,30487,3,PR,1,100,140163
1734686323.693778,600125.000,30502,2,PR,1,100,140161
1734686323.733779,600165.000,30502,2,PR,1,100,140142
1734686323.773781,600205.000,30519,3,PR,1,100,140131
1734686323.813782,600245.000,30519,3,PR,1,100,140117
1734686323.853784,600285.000,30519,3,PR,1,100,140114
1734686323.893785,600325.000,30535,2,PR,1,100,140092
1734686323.933787,600365.000,30535,2,PR,1,100,140081
1734686323.973788,600405.000,30552,3,PR,1,100,140080
1734686324.013789,600445.000,30552,3,PR,1,100,140043
1734686324.053791,600485.000,30552,3,PR,1,100,140003
1734686324.097293,600528.500,30575,4,PR,1,100,139993
1734686324.140794,600572.000,30575,4,PR,1,100,139964
1734686324.184296,600615.500,30575,4,PR,1,100,139969
1734686324.227798,600659.000,30575,4,PR,1,100,139980
1734686324.267299,600698.500,30591,2,PR,1,100,139994
1734686324.306801,600738.000,30591,2,PR,1,100,139987
1734686324.346802,600778.000,30609,3,PR,1,100,139982
1734686324.386804,600818.000,30609,3,PR,1,100,139981
1734686324.426805,600858.000,30609,3,PR,1,100,139981
