LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1734686318.983601,595415.000,29731,2,AK,1,100,28899
1734686318.983601,595415.000,29731,2,AK,1,100,RD
1734686319.030602,595462.000,29734,2,AK,1,100,29732
1734686319.077604,595509.000,29734,2,AK,1,100,RD
1734686321.603199,598034.500,30568,2,AK,1,100,29732
1734686324.128794,600560.000,30568,2,AK,1,100,RD
1734686324.175296,600606.500,30571,2,AK,1,100,30569
1734686324.221797,600653.000,30571,2,AK,1,100,RD
1734686326.734892,603166.000,31404,2,AK,1,100,30569
1734686329.247986,605679.000,31404,2,AK,1,100,RD
1734686331.811082,608242.000,32241,2,AK,1,100,31405
1734686334.374179,610805.000,32241,2,AK,1,100,RD
1734686334.375679,610806.500,32243,2,AK,1,100,31405
1734686334.377179,610808.000,32243,2,AK,1,100,RD
1734686336.930775,613361.500,33060,2,AK,1,100,32244
1734686339.484371,615915.000,33060,2,AK,1,100,RD
1734686339.485371,615916.000,33062,2,AK,1,100,32244
1734686339.486371,615917.000,33062,2,AK,1,100,RD
1734686339.517372,615948.000,33065,2,AK,1,100,33063
1734686339.548373,615979.000,33065,2,AK,1,100,RD
1734686342.070968,618501.500,33884,2,AK,1,100,33063
1734686344.593563,621024.000,33884,2,AK,1,100,RD
1734686344.601563,621032.000,33887,2,AK,1,100,33885
1734686344.609563,621040.000,33887,2,AK,1,100,RD
1734686347.166159,623596.500,34717,2,AK,1,100,33885
1734686349.722755,626153.000,34717,2,AK,1,100,RD
1734686352.288852,628719.000,35551,2,AK,1,100,34718
1734686354.854948,631285.000,35551,2,AK,1,100,RD
1734686354.856948,631287.000,35553,2,AK,1,100,34718
1734686354.858948,631289.000,35553,2,AK,1,100,RD
1734686357.423545,633853.500,36386,2,AK,1,100,35554
1734686359.988141,636418.000,36386,2,AK,1,100,RD
1734686359.989141,636419.000,36388,2,AK,1,100,35554
1734686359.990141,636420.000,36388,2,AK,1,100,RD
1734686362.550737,638980.500,37225,2,AK,1,100,36389
1734686365.111334,641541.000,37225,2,AK,1,100,RD
1734686365.112334,641542.000,37227,2,AK,1,100,36389
1734686365.113333,641543.000,37227,2,AK,1,100,RD
1734686365.119834,641549.500,37230,2,AK,1,100,37228
1734686365.126334,641556.000,37230,2,AK,1,100,RD
1734686367.686930,644116.500,38067,2,AK,1,100,37228
1734686370.247526,646677.000,38067,2,AK,1,100,RD
1734686372.801122,649230.500,38885,2,AK,1,100,38068
1734686375.354718,651784.000,38885,2,AK,1,100,RD
1734686375.357718,651787.000,38887,2,AK,1,100,38068
1734686375.360718,651790.000,38887,2,AK,1,100,RD
1734686375.385720,651815.000,38890,2,AK,1,100,38888
1734686375.410720,651840.000,38890,2,AK,1,100,RD
1734686377.938315,654367.500,39708,2,AK,1,100,38888
1734686380.465910,656895.000,39708,2,AK,1,100,RD
1734686383.029507,659458.500,40542,2,AK,1,100,39709
1734686385.593103,662022.000,40542,2,AK,1,100,RD
1734686385.596603,662025.500,40544,2,AK,1,100,39709
1734686385.600103,662029.000,40544,2,AK,1,100,RD
1734686385.637105,662066.000,40547,2,AK,1,100,40545
1734686385.674106,662103.000,40547,2,AK,1,100,RD
1734686388.196201,664625.000,41379,2,AK,1,100,40545
1734686390.718296,667147.000,41379,2,AK,1,100,RD
1734686390.746797,667175.500,41382,2,AK,1,100,41380
1734686390.775298,667204.000,41382,2,AK,1,100,RD
1734686393.307393,669736.000,42217,2,AK,1,100,41380
1734686395.839488,672268.000,42217,2,AK,1,100,RD
1734686395.858989,672287.500,42220,2,AK,1,100,42218
1734686395.878489,672307.000,42220,2,AK,1,100,RD
1734686398.420585,674849.000,43054,2,AK,1,100,42218
1734686400.962680,677391.000,43054,2,AK,1,100,RD
1734686403.529777,679958.000,43890,2,AK,1,100,43055
1734686406.096873,682525.000,43890,2,AK,1,100,RD
1734686406.097873,682526.000,43892,2,AK,1,100,43055
1734686406.098873,682527.000,43892,2,AK,1,100,RD
1734686408.658469,685086.500,44726,2,AK,1,100,43893
1734686411.218066,687646.000,44726,2,AK,1,100,RD
1734686411.221066,687649.000,44728,2,AK,1,100,43893
