LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1734686320.280649,596712,29935,1,HR,1,100,69
1734686320.893672,597325,30035,1,HR,1,100,76
1734686321.253686,597685,30102,1,HR,1,100,96
1734686321.973713,598405,30219,1,HR,1,100,93
1734686322.693740,599125,30335,1,HR,1,100,91
1734686323.533772,599965,30467,1,HR,1,100,87
1734686324.346802,600778,30607,1,HR,1,100,84
1734686325.346840,601778,30774,1,HR,1,100,79
1734686325.706853,602138,30824,1,HR,1,100,98
1734686326.826895,603258,31007,1,HR,1,100,88
1734686328.639963,605071,31305,1,HR,1,100,76
1734686329.920012,606351,31507,1,HR,1,100,70
1734686330.720042,607151,31641,1,HR,1,100,71
1734686331.360065,607791,31742,1,HR,1,100,76
1734686332.093093,608524,31857,1,HR,1,100,78
1734686332.653114,609084,31958,1,HR,1,100,84
1734686333.293138,609724,32057,1,HR,1,100,86
1734686333.853159,610284,32158,1,HR,1,100,91
1734686334.533185,610964,32264,1,HR,1,100,90
1734686335.546223,611977,32430,1,HR,1,100,84
1734686336.546260,612977,32596,1,HR,1,100,78
1734686337.306289,613737,32712,1,HR,1,100,78
1734686338.226323,614657,32861,1,HR,1,100,76
1734686339.106357,615537,33010,1,HR,1,100,74
1734686340.119395,616550,33169,1,HR,1,100,71
1734686340.799420,617230,33268,1,HR,1,100,75
1734686341.679453,618110,33417,1,HR,1,100,73
1734686342.799495,619230,33600,1,HR,1,100,69
1734686343.572524,620003,33716,1,HR,1,100,71
1734686344.372554,620803,33848,1,HR,1,100,72
1734686345.332590,621763,34007,1,HR,1,100,70
1734686347.425669,623856,34335,1,HR,1,100,61
1734686348.105695,624536,34451,1,HR,1,100,67
1734686349.065731,625496,34600,1,HR,1,100,66
1734686349.985765,626416,34755,1,HR,1,100,66
1734686350.718793,627149,34872,1,HR,1,100,70
1734686351.638827,628069,35022,1,HR,1,100,69
1734686352.678866,629109,35186,1,HR,1,100,66
1734686353.438895,629869,35319,1,HR,1,100,69
1734686354.331928,630762,35467,1,HR,1,100,69
1734686355.331966,631762,35626,1,HR,1,100,67
1734686356.171998,632602,35758,1,HR,1,100,68
1734686357.612052,634042,35988,1,HR,1,100,62
1734686358.545087,634975,36154,1,HR,1,100,63
1734686359.425120,635855,36286,1,HR,1,100,64
1734686359.985141,636415,36392,1,HR,1,100,74
1734686360.185148,636615,36412,1,HR,1,100,124
1734686360.785171,637215,36511,1,HR,1,100,119
1734686361.785208,638215,36677,1,HR,1,100,106
1734686362.758245,639188,36843,1,HR,1,100,96
1734686363.438271,639868,36942,1,HR,1,100,94
1734686363.798284,640228,37009,1,HR,1,100,110
1734686364.318304,640748,37094,1,HR,1,100,111
1734686365.437346,641867,37285,1,HR,1,100,99
1734686366.451384,642881,37449,1,HR,1,100,90
1734686367.131409,643561,37550,1,HR,1,100,90
1734686367.971441,644401,37683,1,HR,1,100,86
1734686368.931477,645361,37849,1,HR,1,100,80
1734686369.704506,646134,37981,1,HR,1,100,80
1734686370.424533,646854,38088,1,HR,1,100,81
1734686371.344568,647774,38238,1,HR,1,100,77
1734686372.304604,648734,38387,1,HR,1,100,74
1734686373.183637,649613,38535,1,HR,1,100,73
1734686373.877663,650307,38652,1,HR,1,100,76
1734686374.917702,651347,38816,1,HR,1,100,72
