LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1735218293.104451,245228.000,37769,1,B%,1,100,75
1735218298.103494,250227.000,38570,1,B%,1,100,74
1735218303.103537,255227.000,39389,1,B%,1,100,73
1735218308.102580,260226.000,40216,1,B%,1,100,74
1735218313.102623,265226.000,41034,1,B%,1,100,73
1735218318.101667,270225.000,41857,1,B%,1,100,73
1735218323.101710,275225.000,42663,1,B%,1,100,73
1735218328.100753,280224.000,43449,1,B%,1,100,73
1735218333.100796,285224.000,44260,1,B%,1,100,73
1735218338.099839,290223.000,45017,1,B%,1,100,73
1735218343.099882,295223.000,45839,1,B%,1,100,73
1735218348.098926,300222.000,46659,1,B%,1,100,73
1735218353.098969,305222.000,47477,1,B%,1,100,74
1735218358.098012,310221.000,48267,1,B%,1,100,73
1735218363.098055,315221.000,49080,1,B%,1,100,72
1735218368.097098,320220.000,49881,1,B%,1,100,73
1735218373.097141,325220.000,50637,1,B%,1,100,72
1735218378.096184,330219.000,51459,1,B%,1,100,72
1735218383.096227,335219.000,52281,1,B%,1,100,73
1735218388.096271,340219.000,53098,1,B%,1,100,72
1735218393.095314,345218.000,53902,1,B%,1,100,73
1735218398.094357,350217.000,54705,1,B%,1,100,73
1735218403.094400,355217.000,55527,1,B%,1,100,73
1735218408.093443,360216.000,56347,1,B%,1,100,73
1735218413.093486,365216.000,57174,1,B%,1,100,72
1735218418.092530,370215.000,57979,1,B%,1,100,72
1735218423.092573,375215.000,58806,1,B%,1,100,72
1735218428.092616,380215.000,59611,1,B%,1,100,72
1735218433.091659,385214.000,60429,1,B%,1,100,73
1735218438.090702,390213.000,61254,1,B%,1,100,72
1735218443.090745,395213.000,62055,1,B%,1,100,72
1735218448.089788,400212.000,62880,1,B%,1,100,72
1735218453.089831,405212.000,63699,1,B%,1,100,72
1735218458.088875,410211.000,64519,1,B%,1,100,73
1735218463.088918,415211.000,65322,1,B%,1,100,72
1735218468.087961,420210.000,587,1,B%,1,100,73
1735218473.088004,425210.000,1427,1,B%,1,100,72
1735218478.087047,430209.000,2225,1,B%,1,100,72
1735218483.087090,435209.000,3045,1,B%,1,100,72
1735218488.086133,440208.000,3870,1,B%,1,100,72
1735218493.086177,445208.000,4692,1,B%,1,100,72
1735218498.085220,450207.000,5494,1,B%,1,100,72
1735218503.085263,455207.000,6314,1,B%,1,100,73
1735218508.084306,460206.000,7133,1,B%,1,100,73
1735218513.084349,465206.000,7958,1,B%,1,100,72
1735218518.083392,470205.000,8778,1,B%,1,100,72
1735218523.083436,475205.000,9580,1,B%,1,100,72
1735218528.082479,480204.000,10400,1,B%,1,100,72
1735218533.082522,485204.000,11222,1,B%,1,100,72
1735218538.081565,490203.000,12025,1,B%,1,100,72
1735218543.081608,495203.000,12848,1,B%,1,100,72
1735218548.080651,500202.000,13664,1,B%,1,100,71
1735218553.080694,505202.000,14485,1,B%,1,100,72
1735218558.079737,510201.000,15305,1,B%,1,100,73
1735218563.079781,515201.000,16106,1,B%,1,100,72
1735218568.078824,520200.000,16928,1,B%,1,100,72
1735218573.078867,525200.000,17748,1,B%,1,100,72
1735218578.078910,530200.000,18567,1,B%,1,100,72
1735218583.077953,535199.000,19367,1,B%,1,100,72
1735218588.076996,540198.000,20170,1,B%,1,100,72
1735218593.077039,545198.000,20986,1,B%,1,100,72
1735218598.076082,550197.000,21805,1,B%,1,100,72
1735218603.076126,555197.000,22608,1,B%,1,100,72
1735218608.075169,560196.000,23423,1,B%,1,100,72
1735218613.075212,565196.000,24243,1,B%,1,100,71
1735218618.074255,570195.000,25064,1,B%,1,100,72
1735218623.074298,575195.000,25884,1,B%,1,100,72
1735218628.073341,580194.000,26705,1,B%,1,100,72
1735218633.073385,585194.000,27526,1,B%,1,100,71
1735218638.072428,590193.000,28329,1,B%,1,100,71
1735218643.072471,595193.000,29146,1,B%,1,100,71
1735218648.071514,600192.000,29967,1,B%,1,100,72
1735218653.071557,605192.000,30787,1,B%,1,100,72
1735218658.070600,610191.000,31605,1,B%,1,100,71
1735218663.070643,615191.000,32423,1,B%,1,100,72
1735218668.069687,620190.000,33230,1,B%,1,100,72
1735218673.069730,625190.000,34033,1,B%,1,100,71
1735218678.068773,630189.000,34858,1,B%,1,100,71
1735218683.068816,635189.000,35677,1,B%,1,100,72
1735218688.067859,640188.000,36492,1,B%,1,100,71
1735218693.067902,645188.000,37315,1,B%,1,100,71
1735218698.067945,650188.000,38126,1,B%,1,100,71
1735218703.066988,655187.000,38925,1,B%,1,100,70
1735218708.066032,660186.000,39747,1,B%,1,100,71
1735218713.066075,665186.000,40553,1,B%,1,100,71
1735218718.065118,670185.000,41374,1,B%,1,100,71
1735218723.065161,675185.000,42195,1,B%,1,100,71
1735218728.064204,680184.000,43016,1,B%,1,100,71
1735218733.064247,685184.000,43819,1,B%,1,100,71
1735218738.063291,690183.000,44642,1,B%,1,100,70
1735218743.063334,695183.000,45430,1,B%,1,100,71
1735218748.062377,700182.000,46234,1,B%,1,100,71
1735218753.062420,705182.000,47042,1,B%,1,100,70
1735218758.061463,710181.000,47816,1,B%,1,100,71
1735218763.061506,715181.000,48619,1,B%,1,100,71
1735218768.060549,720180.000,49438,1,B%,1,100,70
1735218773.060592,725180.000,50257,1,B%,1,100,71
1735218778.060636,730180.000,51059,1,B%,1,100,71
1735218783.059679,735179.000,51862,1,B%,1,100,71
1735218788.059722,740179.000,52684,1,B%,1,100,70
1735218793.058765,745178.000,53504,1,B%,1,100,71
1735218798.057808,750177.000,54317,1,B%,1,100,70
1735218803.057851,755177.000,55139,1,B%,1,100,71
1735218808.056895,760176.000,55942,1,B%,1,100,71
1735218813.056938,765176.000,56744,1,B%,1,100,70
1735218818.055981,770175.000,57565,1,B%,1,100,71
1735218823.056024,775175.000,58383,1,B%,1,100,70
1735218828.055067,780174.000,59186,1,B%,1,100,70
1735218833.055110,785174.000,60004,1,B%,1,100,70
1735218838.054153,790173.000,60807,1,B%,1,100,70
1735218843.054197,795173.000,61631,1,B%,1,100,70
1735218848.053240,800172.000,62435,1,B%,1,100,70
1735218853.053283,805172.000,63238,1,B%,1,100,70
1735218858.052326,810171.000,64043,1,B%,1,100,70
1735218863.052369,815171.000,64785,1,B%,1,100,70
1735218868.051412,820170.000,56,1,B%,1,100,70
1735218873.051455,825170.000,878,1,B%,1,100,70
1735218878.050498,830169.000,1700,1,B%,1,100,69
1735218883.050542,835169.000,2522,1,B%,1,100,70
1735218888.049585,840168.000,3343,1,B%,1,100,69
1735218893.049628,845168.000,4163,1,B%,1,100,70
1735218898.048671,850167.000,4982,1,B%,1,100,70
1735218903.048714,855167.000,5802,1,B%,1,100,70
1735218908.047757,860166.000,6623,1,B%,1,100,69
1735218913.047801,865166.000,7419,1,B%,1,100,69
1735218918.046844,870165.000,8241,1,B%,1,100,69
1735218923.046887,875165.000,9067,1,B%,1,100,69
1735218928.045930,880164.000,9867,1,B%,1,100,69
1735218933.045973,885164.000,10707,1,B%,1,100,69
1735218938.045016,890163.000,11510,1,B%,1,100,69
1735218943.045059,895163.000,12329,1,B%,1,100,70
1735218948.044102,900162.000,13169,1,B%,1,100,69
1735218953.044146,905162.000,13955,1,B%,1,100,68
1735218958.043189,910161.000,14778,1,B%,1,100,68
1735218963.043232,915161.000,15595,1,B%,1,100,69
1735218968.042275,920160.000,16416,1,B%,1,100,69
1735218973.042318,925160.000,17239,1,B%,1,100,69
