LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1734424387.803429,895161.000,13001,1,B%,1,100,56
1734424392.802436,900160.000,13821,1,B%,1,100,56
1734424397.802444,905160.000,14649,1,B%,1,100,56
1734424402.801451,910159.000,15474,1,B%,1,100,55
1734424407.801458,915159.000,16285,1,B%,1,100,56
1734424412.800465,920158.000,17117,1,B%,1,100,55
1734424417.800472,925158.000,17943,1,B%,1,100,56
1734424422.799479,930157.000,18776,1,B%,1,100,56
1734424427.799486,935157.000,19618,1,B%,1,100,56
1734424432.798493,940156.000,20431,1,B%,1,100,56
1734424437.798501,945156.000,21254,1,B%,1,100,56
1734424442.797508,950155.000,22081,1,B%,1,100,56
1734424447.797515,955155.000,22905,1,B%,1,100,56
1734424452.796522,960154.000,23715,1,B%,1,100,55
1734424457.796529,965154.000,24561,1,B%,1,100,55
1734424462.795536,970153.000,25383,1,B%,1,100,55
1734424467.795543,975153.000,26208,1,B%,1,100,55
1734424472.794550,980152.000,27012,1,B%,1,100,55
1734424477.794557,985152.000,27839,1,B%,1,100,55
1734424482.793565,990151.000,28643,1,B%,1,100,56
1734424487.793572,995151.000,29470,1,B%,1,100,55
1734424492.792579,1000150.000,30291,1,B%,1,100,55
1734424497.792586,1005150.000,31116,1,B%,1,100,55
1734424502.791593,1010149.000,31942,1,B%,1,100,55
1734424507.791600,1015149.000,32763,1,B%,1,100,55
1734424512.790607,1020148.000,33566,1,B%,1,100,54
1734424517.790614,1025148.000,34360,1,B%,1,100,54
1734424522.789621,1030147.000,35181,1,B%,1,100,53
1734424527.789629,1035147.000,35926,1,B%,1,100,53
1734424532.788636,1040146.000,36750,1,B%,1,100,53
1734424537.788643,1045146.000,37573,1,B%,1,100,54
1734424542.787650,1050145.000,38392,1,B%,1,100,53
1734424547.787657,1055145.000,39199,1,B%,1,100,53
1734424552.786664,1060144.000,40008,1,B%,1,100,52
1734424557.786671,1065144.000,40829,1,B%,1,100,53
1734424562.785678,1070143.000,41652,1,B%,1,100,53
1734424567.785686,1075143.000,42468,1,B%,1,100,53
1734424572.784693,1080142.000,43288,1,B%,1,100,52
1734424577.784700,1085142.000,44106,1,B%,1,100,52
1734424582.783707,1090141.000,44929,1,B%,1,100,53
1734424587.783714,1095141.000,45751,1,B%,1,100,51
1734424592.782721,1100140.000,46556,1,B%,1,100,51
1734424597.782728,1105140.000,47376,1,B%,1,100,52
1734424602.781735,1110139.000,48203,1,B%,1,100,52
1734424607.781742,1115139.000,49024,1,B%,1,100,51
1734424612.780750,1120138.000,49832,1,B%,1,100,51
1734424617.780757,1125138.000,50657,1,B%,1,100,51
1734424622.779764,1130137.000,51476,1,B%,1,100,51
1734424627.779771,1135137.000,52279,1,B%,1,100,51
1734424632.778778,1140136.000,53104,1,B%,1,100,51
1734424637.778785,1145136.000,53929,1,B%,1,100,51
1734424642.777792,1150135.000,54754,1,B%,1,100,51
1734424647.777799,1155135.000,55563,1,B%,1,100,50
1734424652.776806,1160134.000,56385,1,B%,1,100,51
1734424657.776814,1165134.000,57213,1,B%,1,100,50
1734424662.775821,1170133.000,58033,1,B%,1,100,51
1734424667.775828,1175133.000,58840,1,B%,1,100,50
1734424672.774835,1180132.000,59659,1,B%,1,100,49
1734424677.774842,1185132.000,60482,1,B%,1,100,50
1734424682.773849,1190131.000,61288,1,B%,1,100,50
1734424687.773856,1195131.000,62101,1,B%,1,100,50
1734424692.772863,1200130.000,62894,1,B%,1,100,50
1734424697.772871,1205130.000,63676,1,B%,1,100,50
1734424702.771878,1210129.000,64493,1,B%,1,100,49
1734424707.771885,1215129.000,65323,1,B%,1,100,50
1734424712.770892,1220128.000,607,1,B%,1,100,49
1734424717.770899,1225128.000,1418,1,B%,1,100,49
1734424722.769906,1230127.000,2228,1,B%,1,100,49
1734424727.769913,1235127.000,3049,1,B%,1,100,49
1734424732.768920,1240126.000,3870,1,B%,1,100,50
1734424737.768927,1245126.000,4692,1,B%,1,100,49
1734424742.767935,1250125.000,5498,1,B%,1,100,49
1734424747.767942,1255125.000,6320,1,B%,1,100,48
1734424752.766949,1260124.000,7125,1,B%,1,100,49
1734424757.766956,1265124.000,7943,1,B%,1,100,48
1734424762.765963,1270123.000,8750,1,B%,1,100,48
1734424767.765970,1275123.000,9572,1,B%,1,100,48
1734424772.764977,1280122.000,10392,1,B%,1,100,48
1734424777.764984,1285122.000,11217,1,B%,1,100,47
1734424782.763991,1290121.000,12037,1,B%,1,100,46
1734424787.763999,1295121.000,12863,1,B%,1,100,48
1734424792.763006,1300120.000,13671,1,B%,1,100,47
1734424797.763013,1305120.000,14495,1,B%,1,100,47
