TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
215562.000000,993323.000000,1734423708.203462,1734424485.965569,236,44206,1.3069e+06,1.11.4
