TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
146803.000000,899273.000000,1734179458.639600,1734180211.109455,177,127747,1.0389e+06,1.11.4
