LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1734179888.971517,577135.000,25889,1,BV,1,100,3.94
1734179893.971516,582135.000,26706,1,BV,1,100,3.94
1734179898.970515,587134.000,27542,1,BV,1,100,3.94
1734179903.970514,592134.000,28343,1,BV,1,100,3.93
1734179908.969513,597133.000,29139,1,BV,1,100,3.93
1734179913.969512,602133.000,29959,1,BV,1,100,3.93
1734179918.968511,607132.000,30727,1,BV,1,100,3.94
1734179923.968510,612132.000,31546,1,BV,1,100,3.93
1734179928.967509,617131.000,32361,1,BV,1,100,3.94
1734179933.967508,622131.000,33180,1,BV,1,100,3.94
1734179938.966507,627130.000,33985,1,BV,1,100,3.93
1734179943.966506,632130.000,34804,1,BV,1,100,3.94
1734179948.965505,637129.000,35611,1,BV,1,100,3.93
1734179953.965504,642129.000,36370,1,BV,1,100,3.93
1734179958.964504,647128.000,37176,1,BV,1,100,3.93
1734179963.964503,652128.000,37997,1,BV,1,100,3.93
1734179968.963502,657127.000,38815,1,BV,1,100,3.93
1734179973.963501,662127.000,39619,1,BV,1,100,3.93
1734179978.962500,667126.000,40425,1,BV,1,100,3.93
1734179983.962499,672126.000,41247,1,BV,1,100,3.93
1734179988.961498,677125.000,42067,1,BV,1,100,3.93
1734179993.961497,682125.000,42872,1,BV,1,100,3.93
1734179998.960496,687124.000,43690,1,BV,1,100,3.93
1734180003.960495,692124.000,44510,1,BV,1,100,3.93
1734180008.959494,697123.000,45311,1,BV,1,100,3.93
1734180013.959493,702123.000,46131,1,BV,1,100,3.93
1734180018.958492,707122.000,46932,1,BV,1,100,3.92
1734180023.958491,712122.000,47751,1,BV,1,100,3.93
1734180028.957490,717121.000,48573,1,BV,1,100,3.93
1734180033.957489,722121.000,49390,1,BV,1,100,3.93
1734180038.956488,727120.000,50208,1,BV,1,100,3.93
1734180043.956487,732120.000,51009,1,BV,1,100,3.93
1734180048.955486,737119.000,51826,1,BV,1,100,3.93
1734180053.955485,742119.000,52645,1,BV,1,100,3.92
1734180058.954484,747118.000,53468,1,BV,1,100,3.93
1734180063.954483,752118.000,54267,1,BV,1,100,3.93
1734180068.953482,757117.000,55083,1,BV,1,100,3.93
1734180073.953481,762117.000,55905,1,BV,1,100,3.93
1734180078.952480,767116.000,56709,1,BV,1,100,3.92
1734180083.952479,772116.000,57525,1,BV,1,100,3.93
1734180088.951478,777115.000,58350,1,BV,1,100,3.93
1734180093.951478,782115.000,59169,1,BV,1,100,3.93
1734180098.950476,787114.000,59989,1,BV,1,100,3.93
1734180103.950475,792114.000,60790,1,BV,1,100,3.92
1734180108.949475,797113.000,61611,1,BV,1,100,3.92
1734180113.949474,802113.000,62414,1,BV,1,100,3.93
1734180118.948473,807112.000,63229,1,BV,1,100,3.92
1734180123.948472,812112.000,64048,1,BV,1,100,3.93
1734180128.947471,817111.000,64866,1,BV,1,100,3.92
1734180133.947470,822111.000,149,1,BV,1,100,3.92
1734180138.946469,827110.000,966,1,BV,1,100,3.92
1734180143.946468,832110.000,1766,1,BV,1,100,3.92
1734180148.945467,837109.000,2588,1,BV,1,100,3.93
1734180153.945466,842109.000,3406,1,BV,1,100,3.92
1734180158.944465,847108.000,4227,1,BV,1,100,3.92
1734180163.944464,852108.000,5043,1,BV,1,100,3.92
1734180168.943463,857107.000,5859,1,BV,1,100,3.92
1734180173.943462,862107.000,6679,1,BV,1,100,3.92
1734180178.942461,867106.000,7513,1,BV,1,100,3.92
1734180183.942460,872106.000,8313,1,BV,1,100,3.92
1734180188.941459,877105.000,9147,1,BV,1,100,3.92
1734180193.941458,882105.000,9946,1,BV,1,100,3.92
1734180198.940457,887104.000,10763,1,BV,1,100,3.92
1734180203.940456,892104.000,11598,1,BV,1,100,3.92
1734180208.939455,897103.000,12420,1,BV,1,100,3.92
1734180213.939454,902103.000,13236,1,BV,1,100,3.92
1734180218.938453,907102.000,14055,1,BV,1,100,3.92
1734180223.938452,912102.000,14873,1,BV,1,100,3.92
