LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1734179448.916935,137080.333,19621,3,GZ,1,100,1.038
1734179448.956602,137120.000,19621,3,GZ,1,100,0.275
1734179448.996602,137160.000,19640,2,GZ,1,100,-1.129
1734179449.036602,137200.000,19640,2,GZ,1,100,0.031
1734179449.076602,137240.000,19657,3,GZ,1,100,0.397
1734179449.116602,137280.000,19657,3,GZ,1,100,-0.183
1734179449.156602,137320.000,19657,3,GZ,1,100,0.519
1734179449.196602,137360.000,19673,2,GZ,1,100,-1.556
1734179449.236602,137400.000,19673,2,GZ,1,100,-2.441
1734179449.276935,137440.333,19690,3,GZ,1,100,0.183
1734179449.317269,137480.667,19690,3,GZ,1,100,1.709
1734179449.357602,137521.000,19690,3,GZ,1,100,-0.610
1734179449.397102,137560.500,19707,2,GZ,1,100,-1.373
1734179449.436602,137600.000,19707,2,GZ,1,100,1.282
1734179449.476935,137640.333,19722,3,GZ,1,100,-1.129
1734179449.517268,137680.667,19722,3,GZ,1,100,-0.275
1734179449.557602,137721.000,19722,3,GZ,1,100,1.282
1734179449.597602,137761.000,19738,2,GZ,1,100,-0.824
1734179449.637602,137801.000,19738,2,GZ,1,100,-0.092
1734179449.677602,137841.000,19756,3,GZ,1,100,-0.122
1734179449.717602,137881.000,19756,3,GZ,1,100,-0.397
1734179449.757602,137921.000,19756,3,GZ,1,100,-0.549
1734179449.792935,137956.333,19772,3,GZ,1,100,0.183
1734179449.828268,137991.667,19772,3,GZ,1,100,-0.305
1734179449.863602,138027.000,19772,3,GZ,1,100,-0.702
1734179449.903602,138067.000,19787,2,GZ,1,100,-0.641
1734179449.943602,138107.000,19787,2,GZ,1,100,-1.282
1734179449.983602,138147.000,19806,3,GZ,1,100,0.610
1734179450.023602,138187.000,19806,3,GZ,1,100,-0.183
1734179450.063602,138227.000,19806,3,GZ,1,100,-0.977
1734179450.103602,138267.000,19823,2,GZ,1,100,1.129
1734179450.143602,138307.000,19823,2,GZ,1,100,-0.824
1734179450.183602,138347.000,19841,3,GZ,1,100,-0.488
1734179450.223602,138387.000,19841,3,GZ,1,100,0.580
1734179450.263602,138427.000,19841,3,GZ,1,100,-2.014
1734179450.303602,138467.000,19857,2,GZ,1,100,-0.610
1734179450.343602,138507.000,19857,2,GZ,1,100,0.916
1734179450.383602,138547.000,19873,3,GZ,1,100,-1.556
1734179450.423602,138587.000,19873,3,GZ,1,100,0.000
1734179450.463602,138627.000,19873,3,GZ,1,100,0.092
1734179450.503602,138667.000,19890,2,GZ,1,100,-0.763
1734179450.543602,138707.000,19890,2,GZ,1,100,0.671
1734179450.583601,138747.000,19906,3,GZ,1,100,0.153
1734179450.623602,138787.000,19906,3,GZ,1,100,-0.366
1734179450.663602,138827.000,19906,3,GZ,1,100,0.336
1734179450.703602,138867.000,19923,2,GZ,1,100,-0.671
1734179450.743602,138907.000,19923,2,GZ,1,100,-0.671
1734179450.783602,138947.000,19939,4,GZ,1,100,0.854
1734179450.823601,138987.000,19939,4,GZ,1,100,-0.763
1734179450.863601,139027.000,19939,4,GZ,1,100,-0.397
1734179450.903602,139067.000,19939,4,GZ,1,100,0.153
1734179450.939268,139102.667,19955,3,GZ,1,100,-0.549
1734179450.974935,139138.333,19955,3,GZ,1,100,-0.427
1734179451.010602,139174.000,19955,3,GZ,1,100,0.031
1734179451.050102,139213.500,19974,2,GZ,1,100,0.153
1734179451.089602,139253.000,19974,2,GZ,1,100,-0.946
1734179451.129935,139293.333,19991,3,GZ,1,100,-1.190
1734179451.170268,139333.667,19991,3,GZ,1,100,-0.061
1734179451.210602,139374.000,19991,3,GZ,1,100,-0.519
1734179451.250602,139414.000,20006,2,GZ,1,100,0.031
1734179451.290601,139454.000,20006,2,GZ,1,100,0.641
1734179451.330268,139493.667,20023,3,GZ,1,100,-1.617
1734179451.369935,139533.333,20023,3,GZ,1,100,0.885
1734179451.409601,139573.000,20023,3,GZ,1,100,-0.275
1734179451.449601,139613.000,20039,2,GZ,1,100,-2.563
1734179451.489601,139653.000,20039,2,GZ,1,100,-2.289
1734179451.529601,139693.000,20056,3,GZ,1,100,0.122
1734179451.569601,139733.000,20056,3,GZ,1,100,-0.092
1734179451.609601,139773.000,20056,3,GZ,1,100,-0.092
1734179451.650101,139813.500,20073,2,GZ,1,100,1.312
1734179451.690601,139854.000,20073,2,GZ,1,100,1.007
1734179451.730601,139894.000,20088,3,GZ,1,100,-0.793
1734179451.770601,139934.000,20088,3,GZ,1,100,0.580
1734179451.810601,139974.000,20088,3,GZ,1,100,0.153
1734179451.850601,140014.000,20104,2,GZ,1,100,-1.678
1734179451.890601,140054.000,20104,2,GZ,1,100,0.214
1734179451.930601,140094.000,20121,3,GZ,1,100,0.275
1734179451.970601,140134.000,20121,3,GZ,1,100,-0.549
1734179452.010601,140174.000,20121,3,GZ,1,100,0.549
1734179452.046268,140209.667,20140,3,GZ,1,100,-0.458
1734179452.081935,140245.333,20140,3,GZ,1,100,0.214
1734179452.117601,140281.000,20140,3,GZ,1,100,0.092
1734179452.157601,140321.000,20155,2,GZ,1,100,-0.671
1734179452.197601,140361.000,20155,2,GZ,1,100,-0.061
1734179452.237601,140401.000,20171,3,GZ,1,100,-0.214
1734179452.277601,140441.000,20171,3,GZ,1,100,-0.732
1734179452.317601,140481.000,20171,3,GZ,1,100,-0.397
1734179452.357601,140521.000,20189,2,GZ,1,100,-0.122
1734179452.397601,140561.000,20189,2,GZ,1,100,0.000
1734179452.437601,140601.000,20205,3,GZ,1,100,-0.488
1734179452.477601,140641.000,20205,3,GZ,1,100,-0.519
1734179452.517601,140681.000,20205,3,GZ,1,100,0.092
1734179452.557601,140721.000,20220,2,GZ,1,100,-1.251
1734179452.597601,140761.000,20220,2,GZ,1,100,-0.427
1734179452.637601,140801.000,20237,3,GZ,1,100,0.397
1734179452.677601,140841.000,20237,3,GZ,1,100,-0.702
1734179452.717601,140881.000,20237,3,GZ,1,100,-0.153
1734179452.757601,140921.000,20254,3,GZ,1,100,-0.305
1734179452.797601,140961.000,20254,3,GZ,1,100,0.153
1734179452.837601,141001.000,20254,3,GZ,1,100,-0.183
1734179452.877601,141041.000,20270,2,GZ,1,100,-1.099
1734179452.917601,141081.000,20270,2,GZ,1,100,0.061
1734179452.957601,141121.000,20285,3,GZ,1,100,0.427
1734179452.997601,141161.000,20285,3,GZ,1,100,-1.434
1734179453.037601,141201.000,20285,3,GZ,1,100,0.122
1734179453.077601,141241.000,20304,3,GZ,1,100,0.000
1734179453.117601,141281.000,20304,3,GZ,1,100,-1.740
1734179453.157601,141321.000,20304,3,GZ,1,100,-1.343
1734179453.197601,141361.000,20321,2,GZ,1,100,1.251
1734179453.237601,141401.000,20321,2,GZ,1,100,-1.068
1734179453.272934,141436.333,20337,3,GZ,1,100,-0.397
1734179453.308268,141471.667,20337,3,GZ,1,100,1.007
1734179453.343601,141507.000,20337,3,GZ,1,100,-1.434
1734179453.383601,141547.000,20355,3,GZ,1,100,-0.305
1734179453.423601,141587.000,20355,3,GZ,1,100,0.946
1734179453.463601,141627.000,20355,3,GZ,1,100,-1.221
1734179453.503601,141667.000,20374,2,GZ,1,100,-0.122
1734179453.543601,141707.000,20374,2,GZ,1,100,0.488
1734179453.583601,141747.000,20391,3,GZ,1,100,-2.045
1734179453.623601,141787.000,20391,3,GZ,1,100,0.824
1734179453.663601,141827.000,20391,3,GZ,1,100,0.275
1734179453.703601,141867.000,20408,2,GZ,1,100,-2.014
1734179453.743601,141907.000,20408,2,GZ,1,100,0.854
1734179453.783601,141947.000,20425,3,GZ,1,100,0.122
1734179453.823601,141987.000,20425,3,GZ,1,100,-1.099
1734179453.863601,142027.000,20425,3,GZ,1,100,0.702
1734179453.903601,142067.000,20440,2,GZ,1,100,-0.641
1734179453.943601,142107.000,20440,2,GZ,1,100,-0.671
1734179453.983601,142147.000,20457,3,GZ,1,100,-0.580
1734179454.023601,142187.000,20457,3,GZ,1,100,-2.289
1734179454.063601,142227.000,20457,3,GZ,1,100,-0.885
1734179454.103601,142267.000,20475,2,GZ,1,100,0.153
1734179454.143601,142307.000,20475,2,GZ,1,100,-0.061
1734179454.183601,142347.000,20494,3,GZ,1,100,0.366
1734179454.223601,142387.000,20494,3,GZ,1,100,-0.549
1734179454.263601,142427.000,20494,3,GZ,1,100,0.153
1734179454.303101,142466.500,20509,2,GZ,1,100,0.427
1734179454.342601,142506.000,20509,2,GZ,1,100,-1.129
1734179454.378601,142542.000,20526,3,GZ,1,100,0.244
1734179454.414601,142578.000,20526,3,GZ,1,100,0.427
1734179454.450601,142614.000,20526,3,GZ,1,100,-1.373
1734179454.490601,142654.000,20542,3,GZ,1,100,0.000
1734179454.530601,142694.000,20542,3,GZ,1,100,-0.488
1734179454.570601,142734.000,20542,3,GZ,1,100,-2.411
1734179454.610601,142774.000,20559,2,GZ,1,100,-1.740
1734179454.650601,142814.000,20559,2,GZ,1,100,1.160
1734179454.690601,142854.000,20576,3,GZ,1,100,-0.336
1734179454.730601,142894.000,20576,3,GZ,1,100,0.000
1734179454.770601,142934.000,20576,3,GZ,1,100,1.129
1734179454.810601,142974.000,20591,2,GZ,1,100,0.854
1734179454.850601,143014.000,20591,2,GZ,1,100,-0.031
1734179454.890601,143054.000,20607,3,GZ,1,100,-0.977
1734179454.930601,143094.000,20607,3,GZ,1,100,0.519
1734179454.970601,143134.000,20607,3,GZ,1,100,0.122
1734179455.010601,143174.000,20625,3,GZ,1,100,-1.282
1734179455.050601,143214.000,20625,3,GZ,1,100,-0.122
1734179455.090601,143254.000,20625,3,GZ,1,100,-0.122
1734179455.130601,143294.000,20641,2,GZ,1,100,-0.793
1734179455.170601,143334.000,20641,2,GZ,1,100,-0.458
1734179455.210601,143374.000,20660,4,GZ,1,100,-0.183
1734179455.250601,143414.000,20660,4,GZ,1,100,-0.061
1734179455.290601,143454.000,20660,4,GZ,1,100,0.946
1734179455.330601,143494.000,20660,4,GZ,1,100,-0.580
1734179455.370601,143534.000,20676,2,GZ,1,100,-0.610
1734179455.410601,143574.000,20676,2,GZ,1,100,1.190
1734179455.450601,143614.000,20692,3,GZ,1,100,-1.190
1734179455.490601,143654.000,20692,3,GZ,1,100,-0.488
1734179455.530601,143694.000,20692,3,GZ,1,100,-0.336
1734179455.570601,143734.000,20708,3,GZ,1,100,-0.610
1734179455.610601,143774.000,20708,3,GZ,1,100,-0.214
1734179455.650601,143814.000,20708,3,GZ,1,100,-0.183
1734179455.685934,143849.333,20726,3,GZ,1,100,-0.641
1734179455.721267,143884.667,20726,3,GZ,1,100,-0.458
1734179455.756601,143920.000,20726,3,GZ,1,100,-0.916
1734179455.796601,143960.000,20742,3,GZ,1,100,0.458
1734179455.836601,144000.000,20742,3,GZ,1,100,1.129
1734179455.876601,144040.000,20742,3,GZ,1,100,-1.831
1734179455.916600,144080.000,20758,2,GZ,1,100,0.702
1734179455.956601,144120.000,20758,2,GZ,1,100,0.031
1734179455.996601,144160.000,20774,3,GZ,1,100,-2.106
1734179456.036601,144200.000,20774,3,GZ,1,100,1.404
1734179456.076601,144240.000,20774,3,GZ,1,100,-0.671
1734179456.116601,144280.000,20793,2,GZ,1,100,-1.984
1734179456.156600,144320.000,20793,2,GZ,1,100,0.458
1734179456.196600,144360.000,20809,3,GZ,1,100,0.214
1734179456.236600,144400.000,20809,3,GZ,1,100,-1.495
1734179456.276601,144440.000,20809,3,GZ,1,100,0.183
1734179456.316601,144480.000,20827,2,GZ,1,100,-0.336
1734179456.356601,144520.000,20827,2,GZ,1,100,-1.587
1734179456.396600,144560.000,20841,3,GZ,1,100,-0.427
1734179456.436600,144600.000,20841,3,GZ,1,100,1.617
1734179456.476600,144640.000,20841,3,GZ,1,100,-0.214
1734179456.516600,144680.000,20858,2,GZ,1,100,-1.801
1734179456.556600,144720.000,20858,2,GZ,1,100,1.648
1734179456.596601,144760.000,20874,3,GZ,1,100,-0.732
1734179456.636600,144800.000,20874,3,GZ,1,100,-1.160
1734179456.676600,144840.000,20874,3,GZ,1,100,0.763
1734179456.716600,144880.000,20892,2,GZ,1,100,-0.549
1734179456.756600,144920.000,20892,2,GZ,1,100,-0.854
1734179456.791934,144955.333,20906,3,GZ,1,100,-0.305
1734179456.827267,144990.667,20906,3,GZ,1,100,-0.336
1734179456.862600,145026.000,20906,3,GZ,1,100,-0.793
1734179456.902934,145066.333,20925,3,GZ,1,100,-0.214
1734179456.943267,145106.667,20925,3,GZ,1,100,-0.885
1734179456.983600,145147.000,20925,3,GZ,1,100,0.214
1734179457.023600,145187.000,20942,2,GZ,1,100,-0.061
1734179457.063600,145227.000,20942,2,GZ,1,100,-0.885
1734179457.103600,145267.000,20959,3,GZ,1,100,0.092
1734179457.143600,145307.000,20959,3,GZ,1,100,-0.427
1734179457.183600,145347.000,20959,3,GZ,1,100,1.282
1734179457.223600,145387.000,20973,2,GZ,1,100,2.319
1734179457.263600,145427.000,20973,2,GZ,1,100,-0.977
1734179457.303600,145467.000,20991,3,GZ,1,100,-1.282
1734179457.343600,145507.000,20991,3,GZ,1,100,1.038
1734179457.383600,145547.000,20991,3,GZ,1,100,-0.977
