LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1734181484.219842,149213.000,21474,2,GY,1,100,-0.977
1734181484.259842,149253.000,21474,2,GY,1,100,-1.953
1734181484.299842,149293.000,21491,3,GY,1,100,-0.519
1734181484.339842,149333.000,21491,3,GY,1,100,-1.221
1734181484.379842,149373.000,21491,3,GY,1,100,-1.343
1734181484.419842,149413.000,21506,2,GY,1,100,0.366
1734181484.459842,149453.000,21506,2,GY,1,100,1.282
1734181484.499842,149493.000,21523,3,GY,1,100,-0.214
1734181484.539842,149533.000,21523,3,GY,1,100,-1.160
1734181484.579842,149573.000,21523,3,GY,1,100,0.153
1734181484.619842,149613.000,21540,2,GY,1,100,0.366
1734181484.659842,149653.000,21540,2,GY,1,100,1.099
1734181484.699842,149693.000,21557,3,GY,1,100,2.380
1734181484.739842,149733.000,21557,3,GY,1,100,0.458
1734181484.779842,149773.000,21557,3,GY,1,100,-1.312
1734181484.819342,149812.500,21571,2,GY,1,100,0.061
1734181484.858842,149852.000,21571,2,GY,1,100,-0.946
1734181484.899176,149892.333,21589,3,GY,1,100,-0.397
1734181484.939509,149932.667,21589,3,GY,1,100,-0.732
1734181484.979842,149973.000,21589,3,GY,1,100,-2.411
1734181485.019342,150012.500,21605,2,GY,1,100,0.122
1734181485.058842,150052.000,21605,2,GY,1,100,-0.092
1734181485.099092,150092.250,21622,4,GY,1,100,-0.366
1734181485.139342,150132.500,21622,4,GY,1,100,2.228
1734181485.179592,150172.750,21622,4,GY,1,100,3.174
1734181485.219842,150213.000,21622,4,GY,1,100,0.275
1734181485.253342,150246.500,21637,2,GY,1,100,-0.763
1734181485.286842,150280.000,21637,2,GY,1,100,0.641
1734181485.326842,150320.000,21654,3,GY,1,100,0.366
1734181485.366842,150360.000,21654,3,GY,1,100,-2.258
1734181485.406842,150400.000,21654,3,GY,1,100,-2.045
1734181485.446842,150440.000,21670,2,GY,1,100,-0.580
1734181485.486842,150480.000,21670,2,GY,1,100,-0.854
1734181485.526509,150519.667,21689,3,GY,1,100,-1.190
1734181485.566175,150559.333,21689,3,GY,1,100,0.061
1734181485.605842,150599.000,21689,3,GY,1,100,-0.427
1734181485.645842,150639.000,21705,2,GY,1,100,-0.244
1734181485.685842,150679.000,21705,2,GY,1,100,0.549
1734181485.725842,150719.000,21721,3,GY,1,100,0.092
1734181485.765842,150759.000,21721,3,GY,1,100,1.831
1734181485.805842,150799.000,21721,3,GY,1,100,0.488
1734181485.845842,150839.000,21744,3,GY,1,100,0.397
1734181485.885842,150879.000,21744,3,GY,1,100,0.183
1734181485.925842,150919.000,21744,3,GY,1,100,-2.014
1734181485.965842,150959.000,21762,2,GY,1,100,0.519
1734181486.005842,150999.000,21762,2,GY,1,100,1.373
1734181486.045842,151039.000,21778,3,GY,1,100,-1.343
1734181486.085842,151079.000,21778,3,GY,1,100,-1.617
1734181486.125842,151119.000,21778,3,GY,1,100,0.092
1734181486.165842,151159.000,21793,2,GY,1,100,-0.641
1734181486.205842,151199.000,21793,2,GY,1,100,-1.373
1734181486.245842,151239.000,21810,3,GY,1,100,-0.702
1734181486.285842,151279.000,21810,3,GY,1,100,-0.061
1734181486.325842,151319.000,21810,3,GY,1,100,-0.397
1734181486.365842,151359.000,21829,2,GY,1,100,-0.549
1734181486.405842,151399.000,21829,2,GY,1,100,-0.854
1734181486.441509,151434.667,21845,3,GY,1,100,-1.465
1734181486.477175,151470.333,21845,3,GY,1,100,-0.580
1734181486.512842,151506.000,21845,3,GY,1,100,-0.153
1734181486.552842,151546.000,21860,3,GY,1,100,-0.916
1734181486.592842,151586.000,21860,3,GY,1,100,-0.732
1734181486.632842,151626.000,21860,3,GY,1,100,0.122
1734181486.672842,151666.000,21877,2,GY,1,100,-0.397
1734181486.712842,151706.000,21877,2,GY,1,100,-0.488
1734181486.752842,151746.000,21894,3,GY,1,100,-1.984
1734181486.792842,151786.000,21894,3,GY,1,100,-0.122
1734181486.832842,151826.000,21894,3,GY,1,100,2.716
1734181486.872842,151866.000,21910,2,GY,1,100,-0.336
1734181486.912842,151906.000,21910,2,GY,1,100,-1.251
1734181486.952842,151946.000,21926,3,GY,1,100,0.275
1734181486.992842,151986.000,21926,3,GY,1,100,-1.556
1734181487.032842,152026.000,21926,3,GY,1,100,-0.732
1734181487.072842,152066.000,21942,2,GY,1,100,-0.122
1734181487.112842,152106.000,21942,2,GY,1,100,-1.617
1734181487.152842,152146.000,21959,3,GY,1,100,-0.519
1734181487.192842,152186.000,21959,3,GY,1,100,-0.580
1734181487.232842,152226.000,21959,3,GY,1,100,-1.556
1734181487.272842,152266.000,21976,2,GY,1,100,-1.434
1734181487.312842,152306.000,21976,2,GY,1,100,-2.167
1734181487.352842,152346.000,21997,4,GY,1,100,-1.373
1734181487.392842,152386.000,21997,4,GY,1,100,2.075
1734181487.432842,152426.000,21997,4,GY,1,100,0.092
1734181487.472842,152466.000,21997,4,GY,1,100,-1.862
1734181487.512341,152505.500,22011,2,GY,1,100,-0.275
1734181487.551841,152545.000,22011,2,GY,1,100,-1.312
1734181487.587842,152581.000,22029,3,GY,1,100,-0.854
1734181487.623842,152617.000,22029,3,GY,1,100,-0.397
1734181487.659842,152653.000,22029,3,GY,1,100,-2.167
1734181487.699841,152693.000,22047,3,GY,1,100,-1.923
1734181487.739841,152733.000,22047,3,GY,1,100,-0.641
1734181487.779842,152773.000,22047,3,GY,1,100,-0.702
1734181487.819842,152813.000,22066,2,GY,1,100,-1.526
1734181487.859842,152853.000,22066,2,GY,1,100,-1.221
1734181487.899842,152893.000,22080,3,GY,1,100,0.214
1734181487.939842,152933.000,22080,3,GY,1,100,0.427
1734181487.979841,152973.000,22080,3,GY,1,100,-1.831
1734181488.019841,153013.000,22098,2,GY,1,100,-0.702
1734181488.059841,153053.000,22098,2,GY,1,100,-0.977
1734181488.099841,153093.000,22114,3,GY,1,100,-1.312
1734181488.139842,153133.000,22114,3,GY,1,100,-0.824
1734181488.179842,153173.000,22114,3,GY,1,100,-0.671
1734181488.219841,153213.000,22131,2,GY,1,100,-0.885
1734181488.259841,153253.000,22131,2,GY,1,100,-0.854
1734181488.299841,153293.000,22147,3,GY,1,100,-1.099
1734181488.339841,153333.000,22147,3,GY,1,100,-1.038
1734181488.379841,153373.000,22147,3,GY,1,100,-1.099
1734181488.419841,153413.000,22165,2,GY,1,100,-0.305
1734181488.459841,153453.000,22165,2,GY,1,100,-0.610
1734181488.499841,153493.000,22183,3,GY,1,100,-1.190
1734181488.539841,153533.000,22183,3,GY,1,100,0.275
1734181488.579841,153573.000,22183,3,GY,1,100,-0.519
1734181488.619841,153613.000,22201,2,GY,1,100,-0.671
1734181488.659841,153653.000,22201,2,GY,1,100,0.061
1734181488.699841,153693.000,22217,3,GY,1,100,-0.031
1734181488.739841,153733.000,22217,3,GY,1,100,-0.061
1734181488.779841,153773.000,22217,3,GY,1,100,1.068
1734181488.815175,153808.333,22232,3,GY,1,100,0.793
1734181488.850508,153843.667,22232,3,GY,1,100,-2.319
1734181488.885841,153879.000,22232,3,GY,1,100,0.061
1734181488.925841,153919.000,22251,2,GY,1,100,0.153
1734181488.965841,153959.000,22251,2,GY,1,100,-1.831
1734181489.005841,153999.000,22268,3,GY,1,100,-0.214
1734181489.045841,154039.000,22268,3,GY,1,100,-0.397
1734181489.085841,154079.000,22268,3,GY,1,100,-1.160
1734181489.125841,154119.000,22284,2,GY,1,100,-0.732
1734181489.165841,154159.000,22284,2,GY,1,100,-1.221
1734181489.205841,154199.000,22299,3,GY,1,100,-0.946
1734181489.245841,154239.000,22299,3,GY,1,100,-1.465
1734181489.285841,154279.000,22299,3,GY,1,100,-0.793
1734181489.325841,154319.000,22318,2,GY,1,100,0.366
1734181489.365841,154359.000,22318,2,GY,1,100,-0.671
1734181489.405841,154399.000,22335,3,GY,1,100,-1.617
1734181489.445841,154439.000,22335,3,GY,1,100,-0.916
1734181489.485841,154479.000,22335,3,GY,1,100,-1.099
1734181489.525508,154518.667,22351,3,GY,1,100,0.793
1734181489.565174,154558.333,22351,3,GY,1,100,-0.397
1734181489.604841,154598.000,22351,3,GY,1,100,-2.106
1734181489.645341,154638.500,22368,2,GY,1,100,-0.305
1734181489.685841,154679.000,22368,2,GY,1,100,-0.427
1734181489.725841,154719.000,22383,3,GY,1,100,-0.763
1734181489.765841,154759.000,22383,3,GY,1,100,-1.160
1734181489.805841,154799.000,22383,3,GY,1,100,-1.282
1734181489.841508,154834.667,22400,3,GY,1,100,0.214
1734181489.877174,154870.333,22400,3,GY,1,100,1.465
1734181489.912841,154906.000,22400,3,GY,1,100,-0.397
1734181489.952841,154946.000,22417,2,GY,1,100,-1.801
1734181489.992841,154986.000,22417,2,GY,1,100,-0.305
1734181490.032841,155026.000,22434,3,GY,1,100,-0.488
1734181490.072841,155066.000,22434,3,GY,1,100,-0.763
1734181490.112841,155106.000,22434,3,GY,1,100,-0.732
1734181490.152841,155146.000,22448,2,GY,1,100,-0.824
1734181490.192841,155186.000,22448,2,GY,1,100,-1.160
1734181490.232841,155226.000,22466,3,GY,1,100,-0.458
1734181490.272841,155266.000,22466,3,GY,1,100,-0.275
1734181490.312841,155306.000,22466,3,GY,1,100,-0.977
1734181490.352841,155346.000,22484,3,GY,1,100,-0.763
1734181490.392841,155386.000,22484,3,GY,1,100,-0.793
1734181490.432841,155426.000,22484,3,GY,1,100,-2.014
1734181490.472841,155466.000,22501,2,GY,1,100,-2.625
1734181490.512841,155506.000,22501,2,GY,1,100,-1.312
1734181490.552841,155546.000,22515,3,GY,1,100,0.092
1734181490.592841,155586.000,22515,3,GY,1,100,-0.549
1734181490.632841,155626.000,22515,3,GY,1,100,0.061
1734181490.672841,155666.000,22533,2,GY,1,100,-0.183
1734181490.712841,155706.000,22533,2,GY,1,100,-2.228
1734181490.752841,155746.000,22549,3,GY,1,100,-0.488
1734181490.792841,155786.000,22549,3,GY,1,100,0.977
1734181490.832841,155826.000,22549,3,GY,1,100,-0.122
1734181490.872841,155866.000,22566,2,GY,1,100,-1.038
1734181490.912841,155906.000,22566,2,GY,1,100,-1.190
1734181490.952841,155946.000,22587,4,GY,1,100,-0.244
1734181490.992841,155986.000,22587,4,GY,1,100,1.801
1734181491.032841,156026.000,22587,4,GY,1,100,-0.153
1734181491.072841,156066.000,22587,4,GY,1,100,-3.448
1734181491.108174,156101.333,22603,3,GY,1,100,-2.228
1734181491.143507,156136.667,22603,3,GY,1,100,-0.641
1734181491.178841,156172.000,22603,3,GY,1,100,0.092
1734181491.218841,156212.000,22618,3,GY,1,100,-0.946
1734181491.258841,156252.000,22618,3,GY,1,100,-1.007
1734181491.298841,156292.000,22618,3,GY,1,100,-0.671
1734181491.338841,156332.000,22635,2,GY,1,100,-0.092
1734181491.378841,156372.000,22635,2,GY,1,100,0.031
1734181491.418841,156412.000,22654,3,GY,1,100,-0.946
1734181491.458841,156452.000,22654,3,GY,1,100,-0.854
1734181491.498841,156492.000,22654,3,GY,1,100,-1.038
1734181491.538841,156532.000,22670,2,GY,1,100,-1.007
1734181491.578841,156572.000,22670,2,GY,1,100,-0.305
1734181491.618841,156612.000,22686,3,GY,1,100,0.610
1734181491.658841,156652.000,22686,3,GY,1,100,-2.197
1734181491.698841,156692.000,22686,3,GY,1,100,-2.472
1734181491.738841,156732.000,22702,2,GY,1,100,0.153
1734181491.778841,156772.000,22702,2,GY,1,100,-1.190
1734181491.818841,156812.000,22719,4,GY,1,100,-1.190
1734181491.858840,156852.000,22719,4,GY,1,100,0.397
1734181491.898841,156892.000,22719,4,GY,1,100,-0.916
1734181491.938841,156932.000,22719,4,GY,1,100,-0.061
1734181491.978841,156972.000,22736,2,GY,1,100,0.183
1734181492.018841,157012.000,22736,2,GY,1,100,-1.099
1734181492.058841,157052.000,22753,3,GY,1,100,-0.275
1734181492.098840,157092.000,22753,3,GY,1,100,0.000
1734181492.138840,157132.000,22753,3,GY,1,100,-1.038
1734181492.178840,157172.000,22769,3,GY,1,100,-2.563
1734181492.218840,157212.000,22769,3,GY,1,100,-1.251
1734181492.258841,157252.000,22769,3,GY,1,100,-0.397
1734181492.291841,157285.000,22785,2,GY,1,100,-1.099
1734181492.324841,157318.000,22785,2,GY,1,100,-1.068
1734181492.364841,157358.000,22801,3,GY,1,100,-1.556
1734181492.404840,157398.000,22801,3,GY,1,100,-5.219
1734181492.444840,157438.000,22801,3,GY,1,100,-3.876
1734181492.484840,157478.000,22820,3,GY,1,100,0.671
1734181492.524840,157518.000,22820,3,GY,1,100,0.610
1734181492.564840,157558.000,22820,3,GY,1,100,0.183
1734181492.604840,157598.000,22837,2,GY,1,100,1.678
1734181492.644840,157638.000,22837,2,GY,1,100,-0.916
1734181492.684840,157678.000,22854,3,GY,1,100,-0.183
1734181492.724840,157718.000,22854,3,GY,1,100,2.502
1734181492.764840,157758.000,22854,3,GY,1,100,-0.336
1734181492.804840,157798.000,22870,2,GY,1,100,-0.885
1734181492.844840,157838.000,22870,2,GY,1,100,0.336
1734181492.885174,157878.333,22887,3,GY,1,100,-0.092
1734181492.925507,157918.667,22887,3,GY,1,100,-0.549
1734181492.965840,157959.000,22887,3,GY,1,100,-0.580
1734181493.005340,157998.500,22904,2,GY,1,100,-0.427
1734181493.044840,158038.000,22904,2,GY,1,100,-0.977
1734181493.084840,158078.000,22919,3,GY,1,100,-0.885
1734181493.124840,158118.000,22919,3,GY,1,100,-0.458
1734181493.164840,158158.000,22919,3,GY,1,100,-0.580
1734181493.204840,158198.000,22935,2,GY,1,100,-0.854
1734181493.244840,158238.000,22935,2,GY,1,100,-0.214
1734181493.285174,158278.333,22953,3,GY,1,100,-0.977
1734181493.325507,158318.667,22953,3,GY,1,100,0.275
1734181493.365840,158359.000,22953,3,GY,1,100,1.953
1734181493.401174,158394.333,22971,3,GY,1,100,-1.587
1734181493.436507,158429.667,22971,3,GY,1,100,-1.221
1734181493.471840,158465.000,22971,3,GY,1,100,0.946
1734181493.511840,158505.000,22986,2,GY,1,100,-1.678
1734181493.551840,158545.000,22986,2,GY,1,100,-1.190
1734181493.591840,158585.000,23003,3,GY,1,100,-0.275
1734181493.631840,158625.000,23003,3,GY,1,100,-1.587
1734181493.671840,158665.000,23003,3,GY,1,100,-1.129
1734181493.711840,158705.000,23020,2,GY,1,100,-0.488
1734181493.751840,158745.000,23020,2,GY,1,100,-0.671
1734181493.791840,158785.000,23036,3,GY,1,100,0.244
1734181493.831840,158825.000,23036,3,GY,1,100,0.488
1734181493.871840,158865.000,23036,3,GY,1,100,-0.885
1734181493.911840,158905.000,23052,2,GY,1,100,-1.221
1734181493.951840,158945.000,23052,2,GY,1,100,0.214
1734181493.991840,158985.000,23068,3,GY,1,100,-1.129
1734181494.031840,159025.000,23068,3,GY,1,100,-0.977
1734181494.071840,159065.000,23068,3,GY,1,100,-0.244
1734181494.111840,159105.000,23085,3,GY,1,100,-0.580
1734181494.151840,159145.000,23085,3,GY,1,100,-1.312
1734181494.191840,159185.000,23085,3,GY,1,100,-1.465
1734181494.231840,159225.000,23101,3,GY,1,100,0.793
1734181494.271840,159265.000,23101,3,GY,1,100,0.702
1734181494.311840,159305.000,23101,3,GY,1,100,-1.740
1734181494.351840,159345.000,23121,2,GY,1,100,-1.190
1734181494.391840,159385.000,23121,2,GY,1,100,-0.427
1734181494.431840,159425.000,23135,2,GY,1,100,-0.732
1734181494.471840,159465.000,23135,2,GY,1,100,-1.007
1734181494.511840,159505.000,23152,3,GY,1,100,-0.275
1734181494.551840,159545.000,23152,3,GY,1,100,-0.488
1734181494.591840,159585.000,23152,3,GY,1,100,-0.671
1734181494.627506,159620.667,23169,3,GY,1,100,-0.610
1734181494.663173,159656.333,23169,3,GY,1,100,-1.160
1734181494.698840,159692.000,23169,3,GY,1,100,-0.061
1734181494.738840,159732.000,23186,2,GY,1,100,1.404
1734181494.778840,159772.000,23186,2,GY,1,100,0.488
1734181494.818840,159812.000,23201,3,GY,1,100,-1.556
1734181494.858840,159852.000,23201,3,GY,1,100,-0.702
1734181494.898840,159892.000,23201,3,GY,1,100,-0.366
1734181494.938840,159932.000,23218,3,GY,1,100,-0.641
1734181494.978840,159972.000,23218,3,GY,1,100,-0.763
1734181495.018840,160012.000,23218,3,GY,1,100,-1.556
1734181495.058840,160052.000,23234,2,GY,1,100,-1.221
1734181495.098840,160092.000,23234,2,GY,1,100,-1.221
1734181495.138506,160131.667,23251,3,GY,1,100,-1.740
1734181495.178173,160171.333,23251,3,GY,1,100,-1.404
1734181495.217840,160211.000,23251,3,GY,1,100,-0.549
1734181495.258340,160251.500,23266,2,GY,1,100,-0.397
1734181495.298840,160292.000,23266,2,GY,1,100,-1.251
1734181495.338840,160332.000,23285,3,GY,1,100,-0.244
1734181495.378840,160372.000,23285,3,GY,1,100,-0.061
1734181495.418840,160412.000,23285,3,GY,1,100,-1.709
1734181495.458340,160451.500,23301,2,GY,1,100,-0.458
1734181495.497840,160491.000,23301,2,GY,1,100,-0.580
1734181495.537840,160531.000,23318,3,GY,1,100,-1.404
1734181495.577840,160571.000,23318,3,GY,1,100,-0.763
1734181495.617840,160611.000,23318,3,GY,1,100,-1.038
1734181495.657840,160651.000,23335,2,GY,1,100,-0.641
1734181495.697840,160691.000,23335,2,GY,1,100,-0.488
1734181495.733840,160727.000,23350,3,GY,1,100,-0.946
1734181495.769840,160763.000,23350,3,GY,1,100,-0.549
