TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
150900.000000,944164.000000,1734181485.906842,1734182279.170651,175,142425,1.03944e+06,1.11.4
