TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1056169.000000,1220008.000000,1735118522.452012,1735118686.291250,35,1.04199e+06,1.22264e+06,1.11.4
