LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1735118681.459493,1215176.250,64322,4,DC,2,100,EL
1735118681.484243,1215201.000,64322,4,DC,2,100,1
1735118681.509993,1215226.750,64339,4,DC,2,100,EA
1735118681.535743,1215252.500,64339,4,DC,2,100,2
1735118681.561493,1215278.250,64339,4,DC,2,100,EL
1735118681.587243,1215304.000,64339,4,DC,2,100,2
1735118681.612993,1215329.750,64356,4,DC,2,100,EA
1735118681.638743,1215355.500,64356,4,DC,2,100,2
1735118681.664493,1215381.250,64356,4,DC,2,100,EL
1735118681.690243,1215407.000,64356,4,DC,2,100,2
1735118681.715493,1215432.250,64373,4,DC,2,100,EA
1735118681.740743,1215457.500,64373,4,DC,2,100,1
1735118681.765993,1215482.750,64373,4,DC,2,100,EL
1735118681.791244,1215508.000,64373,4,DC,2,100,1
1735118681.818244,1215535.000,64392,4,DC,2,100,EA
1735118681.845243,1215562.000,64392,4,DC,2,100,2
1735118681.872244,1215589.000,64392,4,DC,2,100,EL
1735118681.899244,1215616.000,64392,4,DC,2,100,2
1735118681.922494,1215639.250,64411,4,DC,2,100,EA
1735118681.945744,1215662.500,64411,4,DC,2,100,1
1735118681.968994,1215685.750,64411,4,DC,2,100,EL
1735118681.992244,1215709.000,64411,4,DC,2,100,1
1735118682.018494,1215735.250,64427,4,DC,2,100,EA
1735118682.044744,1215761.500,64427,4,DC,2,100,2
1735118682.070994,1215787.750,64427,4,DC,2,100,EL
1735118682.097244,1215814.000,64427,4,DC,2,100,2
1735118682.122494,1215839.250,64444,4,DC,2,100,EA
1735118682.147744,1215864.500,64444,4,DC,2,100,1
1735118682.172994,1215889.750,64444,4,DC,2,100,EL
1735118682.198244,1215915.000,64444,4,DC,2,100,1
1735118682.224494,1215941.250,64463,4,DC,2,100,EA
1735118682.250744,1215967.500,64463,4,DC,2,100,2
1735118682.276994,1215993.750,64463,4,DC,2,100,EL
1735118682.303244,1216020.000,64463,4,DC,2,100,2
1735118682.328244,1216045.000,64480,4,DC,2,100,EA
1735118682.353244,1216070.000,64480,4,DC,2,100,1
1735118682.378244,1216095.000,64480,4,DC,2,100,EL
1735118682.403244,1216120.000,64480,4,DC,2,100,1
1735118682.428744,1216145.500,64496,4,DC,2,100,EA
1735118682.454244,1216171.000,64496,4,DC,2,100,2
1735118682.479744,1216196.500,64496,4,DC,2,100,EL
1735118682.505244,1216222.000,64496,4,DC,2,100,2
1735118682.531495,1216248.250,64514,4,DC,2,100,EA
1735118682.557745,1216274.500,64514,4,DC,2,100,1
1735118682.583995,1216300.750,64514,4,DC,2,100,EL
1735118682.610245,1216327.000,64514,4,DC,2,100,1
1735118682.634495,1216351.250,64532,4,DC,2,100,EA
1735118682.658745,1216375.500,64532,4,DC,2,100,2
1735118682.682995,1216399.750,64532,4,DC,2,100,EL
1735118682.707245,1216424.000,64532,4,DC,2,100,2
1735118682.732995,1216449.750,64549,4,DC,2,100,EA
1735118682.758745,1216475.500,64549,4,DC,2,100,1
1735118682.784495,1216501.250,64549,4,DC,2,100,EL
1735118682.810245,1216527.000,64549,4,DC,2,100,1
1735118682.835495,1216552.250,64566,4,DC,2,100,EA
1735118682.860745,1216577.500,64566,4,DC,2,100,2
1735118682.885995,1216602.750,64566,4,DC,2,100,EL
1735118682.911245,1216628.000,64566,4,DC,2,100,2
1735118682.936495,1216653.250,64583,4,DC,2,100,EA
1735118682.961745,1216678.500,64583,4,DC,2,100,1
1735118682.986995,1216703.750,64583,4,DC,2,100,EL
1735118683.012245,1216729.000,64583,4,DC,2,100,1
1735118683.038245,1216755.000,64601,4,DC,2,100,EA
1735118683.064245,1216781.000,64601,4,DC,2,100,2
1735118683.090245,1216807.000,64601,4,DC,2,100,EL
1735118683.116245,1216833.000,64601,4,DC,2,100,2
1735118683.140745,1216857.500,64618,4,DC,2,100,EA
1735118683.165246,1216882.000,64618,4,DC,2,100,1
1735118683.189745,1216906.500,64618,4,DC,2,100,EL
1735118683.214246,1216931.000,64618,4,DC,2,100,1
1735118683.240246,1216957.000,64636,4,DC,2,100,EA
1735118683.266246,1216983.000,64636,4,DC,2,100,2
1735118683.292246,1217009.000,64636,4,DC,2,100,EL
1735118683.318246,1217035.000,64636,4,DC,2,100,2
1735118683.343246,1217060.000,64652,4,DC,2,100,EA
1735118683.368246,1217085.000,64652,4,DC,2,100,1
1735118683.393246,1217110.000,64652,4,DC,2,100,EL
1735118683.418246,1217135.000,64652,4,DC,2,100,1
1735118683.443746,1217160.500,64670,4,DC,2,100,EA
1735118683.469246,1217186.000,64670,4,DC,2,100,2
1735118683.494746,1217211.500,64670,4,DC,2,100,EL
1735118683.520246,1217237.000,64670,4,DC,2,100,2
1735118683.545746,1217262.500,64688,4,DC,2,100,EA
1735118683.571246,1217288.000,64688,4,DC,2,100,1
1735118683.596746,1217313.500,64688,4,DC,2,100,EL
1735118683.622246,1217339.000,64688,4,DC,2,100,1
1735118683.646996,1217363.750,64705,4,DC,2,100,EA
1735118683.671746,1217388.500,64705,4,DC,2,100,2
1735118683.696496,1217413.250,64705,4,DC,2,100,EL
1735118683.721246,1217438.000,64705,4,DC,2,100,2
1735118683.746746,1217463.500,64721,4,DC,2,100,EA
1735118683.772246,1217489.000,64721,4,DC,2,100,2
1735118683.797746,1217514.500,64721,4,DC,2,100,EL
1735118683.823246,1217540.000,64721,4,DC,2,100,2
1735118683.848496,1217565.250,64740,4,DC,2,100,EA
1735118683.873746,1217590.500,64740,4,DC,2,100,1
1735118683.898997,1217615.750,64740,4,DC,2,100,EL
1735118683.924247,1217641.000,64740,4,DC,2,100,1
1735118683.950997,1217667.750,64757,4,DC,2,100,EA
1735118683.977747,1217694.500,64757,4,DC,2,100,2
1735118684.004497,1217721.250,64757,4,DC,2,100,EL
1735118684.031247,1217748.000,64757,4,DC,2,100,2
1735118684.054747,1217771.500,64775,4,DC,2,100,EA
1735118684.078247,1217795.000,64775,4,DC,2,100,1
1735118684.101747,1217818.500,64775,4,DC,2,100,EL
1735118684.125247,1217842.000,64775,4,DC,2,100,1
1735118684.150997,1217867.750,64791,4,DC,2,100,EA
1735118684.176747,1217893.500,64791,4,DC,2,100,2
1735118684.202497,1217919.250,64791,4,DC,2,100,EL
1735118684.228247,1217945.000,64791,4,DC,2,100,2
1735118684.253497,1217970.250,64809,4,DC,2,100,EA
1735118684.278747,1217995.500,64809,4,DC,2,100,1
1735118684.303997,1218020.750,64809,4,DC,2,100,EL
1735118684.329247,1218046.000,64809,4,DC,2,100,1
1735118684.354747,1218071.500,64826,4,DC,2,100,EA
1735118684.380247,1218097.000,64826,4,DC,2,100,2
1735118684.405747,1218122.500,64826,4,DC,2,100,EL
1735118684.431247,1218148.000,64826,4,DC,2,100,2
1735118684.456247,1218173.000,64844,4,DC,2,100,EA
1735118684.481247,1218198.000,64844,4,DC,2,100,1
1735118684.506247,1218223.000,64844,4,DC,2,100,EL
1735118684.531247,1218248.000,64844,4,DC,2,100,1
1735118684.557747,1218274.500,64860,4,DC,2,100,EA
1735118684.584248,1218301.000,64860,4,DC,2,100,2
1735118684.610748,1218327.500,64860,4,DC,2,100,EL
1735118684.637248,1218354.000,64860,4,DC,2,100,2
1735118684.661748,1218378.500,64878,4,DC,2,100,EA
1735118684.686248,1218403.000,64878,4,DC,2,100,1
1735118684.710748,1218427.500,64878,4,DC,2,100,EL
1735118684.735248,1218452.000,64878,4,DC,2,100,1
1735118684.760998,1218477.750,64897,4,DC,2,100,EA
1735118684.786748,1218503.500,64897,4,DC,2,100,2
1735118684.812498,1218529.250,64897,4,DC,2,100,EL
1735118684.838248,1218555.000,64897,4,DC,2,100,2
1735118684.862998,1218579.750,64916,4,DC,2,100,EA
1735118684.887748,1218604.500,64916,4,DC,2,100,1
1735118684.912498,1218629.250,64916,4,DC,2,100,EL
1735118684.937248,1218654.000,64916,4,DC,2,100,1
1735118684.962748,1218679.500,64931,4,DC,2,100,EA
1735118684.988248,1218705.000,64931,4,DC,2,100,2
1735118685.013748,1218730.500,64931,4,DC,2,100,EL
1735118685.039248,1218756.000,64931,4,DC,2,100,2
1735118685.065248,1218782.000,64949,4,DC,2,100,EA
1735118685.091248,1218808.000,64949,4,DC,2,100,1
1735118685.117248,1218834.000,64949,4,DC,2,100,EL
1735118685.143248,1218860.000,64949,4,DC,2,100,1
1735118685.167998,1218884.750,64967,4,DC,2,100,EA
1735118685.192748,1218909.500,64967,4,DC,2,100,2
1735118685.217499,1218934.250,64967,4,DC,2,100,EL
1735118685.242249,1218959.000,64967,4,DC,2,100,2
1735118685.267498,1218984.250,64985,4,DC,2,100,EA
1735118685.292748,1219009.500,64985,4,DC,2,100,1
1735118685.317999,1219034.750,64985,4,DC,2,100,EL
1735118685.343249,1219060.000,64985,4,DC,2,100,1
1735118685.368499,1219085.250,65000,4,DC,2,100,EA
1735118685.393749,1219110.500,65000,4,DC,2,100,2
1735118685.418999,1219135.750,65000,4,DC,2,100,EL
1735118685.444249,1219161.000,65000,4,DC,2,100,2
1735118685.480499,1219197.250,65019,4,DC,2,100,EA
1735118685.516749,1219233.500,65019,4,DC,2,100,2
1735118685.552999,1219269.750,65019,4,DC,2,100,EL
1735118685.589249,1219306.000,65019,4,DC,2,100,2
1735118685.614499,1219331.250,65036,4,DC,2,100,EA
1735118685.639749,1219356.500,65036,4,DC,2,100,2
1735118685.664999,1219381.750,65036,4,DC,2,100,EL
1735118685.690249,1219407.000,65036,4,DC,2,100,2
1735118685.715499,1219432.250,65054,4,DC,2,100,EA
1735118685.740749,1219457.500,65054,4,DC,2,100,1
1735118685.765999,1219482.750,65054,4,DC,2,100,EL
1735118685.791249,1219508.000,65054,4,DC,2,100,1
1735118685.817999,1219534.750,65072,4,DC,2,100,EA
1735118685.844749,1219561.500,65072,4,DC,2,100,2
1735118685.871499,1219588.250,65072,4,DC,2,100,EL
1735118685.898249,1219615.000,65072,4,DC,2,100,2
1735118685.921749,1219638.500,65090,4,DC,2,100,EA
1735118685.945250,1219662.000,65090,4,DC,2,100,1
1735118685.968750,1219685.500,65090,4,DC,2,100,EL
1735118685.992249,1219709.000,65090,4,DC,2,100,1
1735118686.018000,1219734.750,65107,4,DC,2,100,EA
1735118686.043750,1219760.500,65107,4,DC,2,100,2
1735118686.069500,1219786.250,65107,4,DC,2,100,EL
1735118686.095250,1219812.000,65107,4,DC,2,100,2
1735118686.121000,1219837.750,65125,4,DC,2,100,EA
1735118686.146750,1219863.500,65125,4,DC,2,100,1
1735118686.172500,1219889.250,65125,4,DC,2,100,EL
1735118686.198250,1219915.000,65125,4,DC,2,100,1
1735118686.245500,1219962.250,65148,4,DC,2,100,EA
1735118686.292750,1220009.500,65148,4,DC,2,100,3
1735118686.340000,1220056.750,65148,4,DC,2,100,EL
1735118686.387250,1220104.000,65148,4,DC,2,100,3
1735118686.413000,1220129.750,65166,4,DC,2,100,EA
1735118686.438750,1220155.500,65166,4,DC,2,100,2
1735118686.464500,1220181.250,65166,4,DC,2,100,EL
1735118686.490250,1220207.000,65166,4,DC,2,100,2
1735118686.515750,1220232.500,65184,4,DC,2,100,EA
1735118686.541250,1220258.000,65184,4,DC,2,100,1
1735118686.566750,1220283.500,65184,4,DC,2,100,EL
1735118686.592250,1220309.000,65184,4,DC,2,100,1
1735118686.618751,1220335.500,65202,4,DC,2,100,EA
1735118686.645251,1220362.000,65202,4,DC,2,100,2
1735118686.671751,1220388.500,65202,4,DC,2,100,EL
1735118686.698251,1220415.000,65202,4,DC,2,100,2
1735118686.721750,1220438.500,65219,4,DC,2,100,EA
1735118686.745251,1220462.000,65219,4,DC,2,100,1
1735118686.768751,1220485.500,65219,4,DC,2,100,EL
1735118686.792251,1220509.000,65219,4,DC,2,100,1
1735118686.817751,1220534.500,65236,4,DC,2,100,EA
1735118686.843251,1220560.000,65236,4,DC,2,100,2
1735118686.868751,1220585.500,65236,4,DC,2,100,EL
1735118686.894251,1220611.000,65236,4,DC,2,100,2
1735118686.920001,1220636.750,65255,4,DC,2,100,EA
1735118686.945751,1220662.500,65255,4,DC,2,100,1
1735118686.971501,1220688.250,65255,4,DC,2,100,EL
1735118686.997251,1220714.000,65255,4,DC,2,100,1
1735118687.022501,1220739.250,65273,4,DC,2,100,EA
1735118687.047751,1220764.500,65273,4,DC,2,100,2
1735118687.073001,1220789.750,65273,4,DC,2,100,EL
1735118687.098251,1220815.000,65273,4,DC,2,100,2
1735118687.123251,1220840.000,65290,4,DC,2,100,EA
1735118687.148251,1220865.000,65290,4,DC,2,100,1
1735118687.173251,1220890.000,65290,4,DC,2,100,EL
1735118687.198251,1220915.000,65290,4,DC,2,100,1
1735118687.224501,1220941.250,65307,4,DC,2,100,EA
1735118687.250751,1220967.500,65307,4,DC,2,100,2
1735118687.277001,1220993.750,65307,4,DC,2,100,EL
1735118687.303252,1221020.000,65307,4,DC,2,100,2
1735118687.328252,1221045.000,65324,4,DC,2,100,EA
1735118687.353251,1221070.000,65324,4,DC,2,100,1
1735118687.378252,1221095.000,65324,4,DC,2,100,EL
1735118687.403252,1221120.000,65324,4,DC,2,100,1
1735118687.428502,1221145.250,65342,4,DC,2,100,EA
1735118687.453752,1221170.500,65342,4,DC,2,100,2
1735118687.479002,1221195.750,65342,4,DC,2,100,EL
1735118687.504252,1221221.000,65342,4,DC,2,100,2
1735118687.529252,1221246.000,65360,4,DC,2,100,EA
1735118687.554252,1221271.000,65360,4,DC,2,100,1
1735118687.579252,1221296.000,65360,4,DC,2,100,EL
1735118687.604252,1221321.000,65360,4,DC,2,100,1
1735118687.629752,1221346.500,65376,4,DC,2,100,EA
1735118687.655252,1221372.000,65376,4,DC,2,100,2
1735118687.680752,1221397.500,65376,4,DC,2,100,EL
1735118687.706252,1221423.000,65376,4,DC,2,100,2
1735118687.732252,1221449.000,65393,4,DC,2,100,EA
1735118687.758252,1221475.000,65393,4,DC,2,100,1
1735118687.784252,1221501.000,65393,4,DC,2,100,EL
1735118687.810252,1221527.000,65393,4,DC,2,100,1
1735118687.835752,1221552.500,65412,4,DC,2,100,EA
1735118687.861252,1221578.000,65412,4,DC,2,100,2
1735118687.886752,1221603.500,65412,4,DC,2,100,EL
1735118687.912252,1221629.000,65412,4,DC,2,100,2
1735118687.937002,1221653.750,65429,4,DC,2,100,EA
1735118687.961752,1221678.500,65429,4,DC,2,100,1
1735118687.986502,1221703.250,65429,4,DC,2,100,EL
1735118688.011252,1221728.000,65429,4,DC,2,100,1
1735118688.037503,1221754.250,65445,4,DC,2,100,EA
1735118688.063753,1221780.500,65445,4,DC,2,100,2
1735118688.090003,1221806.750,65445,4,DC,2,100,EL
1735118688.116253,1221833.000,65445,4,DC,2,100,2
1735118688.140753,1221857.500,65462,4,DC,2,100,EA
1735118688.165253,1221882.000,65462,4,DC,2,100,1
1735118688.189753,1221906.500,65462,4,DC,2,100,EL
1735118688.214253,1221931.000,65462,4,DC,2,100,1
1735118688.239753,1221956.500,65481,4,DC,2,100,EA
1735118688.265253,1221982.000,65481,4,DC,2,100,2
1735118688.290753,1222007.500,65481,4,DC,2,100,EL
1735118688.316253,1222033.000,65481,4,DC,2,100,2
1735118688.341253,1222058.000,65498,4,DC,2,100,EA
1735118688.366253,1222083.000,65498,4,DC,2,100,1
1735118688.391253,1222108.000,65498,4,DC,2,100,EL
1735118688.416253,1222133.000,65498,4,DC,2,100,1
1735118688.441753,1222158.500,65515,4,DC,2,100,EA
1735118688.467253,1222184.000,65515,4,DC,2,100,2
1735118688.492753,1222209.500,65515,4,DC,2,100,EL
1735118688.518253,1222235.000,65515,4,DC,2,100,2
1735118688.544503,1222261.250,65532,4,DC,2,100,EA
1735118688.570753,1222287.500,65532,4,DC,2,100,1
1735118688.597003,1222313.750,65532,4,DC,2,100,EL
1735118688.623253,1222340.000,65532,4,DC,2,100,1
1735118688.647503,1222364.250,14,4,DC,2,100,EA
1735118688.671753,1222388.500,14,4,DC,2,100,2
1735118688.696003,1222412.750,14,4,DC,2,100,EL
1735118688.720253,1222437.000,14,4,DC,2,100,2
1735118688.748003,1222464.750,31,4,DC,2,100,EA
