LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1734686984.711286,1261144.000,6954,1,TL,1,100,2024-12-20_16-29-39-590236
1734686989.831184,1266264.000,7784,1,TL,1,100,2024-12-20_16-29-44-851542
1734686989.833184,1266266.000,7786,1,TL,1,100,2024-12-20_16-29-44-853555
1734686994.962082,1271395.000,8622,1,TL,1,100,2024-12-20_16-29-49-842556
1734686994.964082,1271397.000,8624,1,TL,1,100,2024-12-20_16-29-50-108523
1734687000.087981,1276521.000,9461,1,TL,1,100,2024-12-20_16-29-55-060536
1734687000.093981,1276527.000,9463,1,TL,1,100,2024-12-20_16-29-55-126567
1734687000.117980,1276551.000,9466,1,TL,1,100,2024-12-20_16-30-00-106980
1734687005.197879,1281631.000,10300,1,TL,1,100,2024-12-20_16-30-00-177020
1734687010.340777,1286774.000,11135,1,TL,1,100,2024-12-20_16-30-05-280534
1734687010.345777,1286779.000,11137,1,TL,1,100,2024-12-20_16-30-05-408522
1734687010.372777,1286806.000,11140,1,TL,1,100,2024-12-20_16-30-10-363760
1734687015.450676,1291884.000,11974,1,TL,1,100,2024-12-20_16-30-10-427737
1734687020.558574,1296992.000,12794,1,TL,1,100,2024-12-20_16-30-15-635712
1734687020.560574,1296994.000,12796,1,TL,1,100,2024-12-20_16-30-15-639757
1734687025.681473,1302115.000,13631,1,TL,1,100,2024-12-20_16-30-20-655714
1734687025.684473,1302118.000,13633,1,TL,1,100,2024-12-20_16-30-20-821731
1734687030.816371,1307250.000,14467,1,TL,1,100,2024-12-20_16-30-25-756010
1734687030.822371,1307256.000,14469,1,TL,1,100,2024-12-20_16-30-25-870006
1734687030.866370,1307300.000,14472,1,TL,1,100,2024-12-20_16-30-30-855959
1734687035.924269,1312358.000,15308,1,TL,1,100,2024-12-20_16-30-31-009960
1734687036.021267,1312455.000,15311,1,TL,1,100,2024-12-20_16-30-35-961239
1734687041.036168,1317470.000,16143,1,TL,1,100,2024-12-20_16-30-36-075282
1734687041.101166,1317535.000,16146,1,TL,1,100,2024-12-20_16-30-41-059964
1734687046.144067,1322578.000,16983,1,TL,1,100,2024-12-20_16-30-41-128006
1734687051.278965,1327713.000,17801,1,TL,1,100,2024-12-20_16-30-46-264019
1734687051.281965,1327716.000,17803,1,TL,1,100,2024-12-20_16-30-46-301988
1734687056.386863,1332821.000,18622,1,TL,1,100,2024-12-20_16-30-51-317087
1734687056.392863,1332827.000,18624,1,TL,1,100,2024-12-20_16-30-51-485231
1734687056.472862,1332907.000,18627,1,TL,1,100,2024-12-20_16-30-56-424132
1734687061.499762,1337934.000,19448,1,TL,1,100,2024-12-20_16-30-56-530157
1734687066.799656,1343234.000,20252,1,TL,1,100,2024-12-20_16-31-01-583231
1734687066.805656,1343240.000,20254,1,TL,1,100,2024-12-20_16-31-01-751311
1734687066.848655,1343283.000,20257,1,TL,1,100,2024-12-20_16-31-06-834506
1734687071.909555,1348344.000,21077,1,TL,1,100,2024-12-20_16-31-06-920575
1734687071.936554,1348371.000,21080,1,TL,1,100,2024-12-20_16-31-11-921479
1734687077.016454,1353451.000,21915,1,TL,1,100,2024-12-20_16-31-11-983506
1734687082.152352,1358587.000,22749,1,TL,1,100,2024-12-20_16-31-17-177895
1734687082.155352,1358590.000,22751,1,TL,1,100,2024-12-20_16-31-17-241928
