LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1734686992.905123,1269338.000,8301,3,AZ,1,100,0.211
1734686992.945122,1269378.000,8301,3,AZ,1,100,0.224
1734686992.985121,1269418.000,8301,3,AZ,1,100,0.227
1734686993.025121,1269458.000,8318,2,AZ,1,100,0.231
1734686993.065120,1269498.000,8318,2,AZ,1,100,0.216
1734686993.105119,1269538.000,8335,3,AZ,1,100,0.221
1734686993.145118,1269578.000,8335,3,AZ,1,100,0.231
1734686993.185118,1269618.000,8335,3,AZ,1,100,0.228
1734686993.225117,1269658.000,8349,2,AZ,1,100,0.232
1734686993.265116,1269698.000,8349,2,AZ,1,100,0.221
1734686993.305115,1269738.000,8369,3,AZ,1,100,0.212
1734686993.345114,1269778.000,8369,3,AZ,1,100,0.225
1734686993.385114,1269818.000,8369,3,AZ,1,100,0.213
1734686993.425113,1269858.000,8385,3,AZ,1,100,0.221
1734686993.465112,1269898.000,8385,3,AZ,1,100,0.223
1734686993.505111,1269938.000,8385,3,AZ,1,100,0.227
1734686993.545110,1269978.000,8402,2,AZ,1,100,0.222
1734686993.585110,1270018.000,8402,2,AZ,1,100,0.220
1734686993.625109,1270058.000,8416,3,AZ,1,100,0.224
1734686993.665108,1270098.000,8416,3,AZ,1,100,0.224
1734686993.705107,1270138.000,8416,3,AZ,1,100,0.219
1734686993.745106,1270178.000,8434,2,AZ,1,100,0.221
1734686993.785106,1270218.000,8434,2,AZ,1,100,0.226
1734686993.825105,1270258.000,8450,3,AZ,1,100,0.212
1734686993.865104,1270298.000,8450,3,AZ,1,100,0.221
1734686993.905103,1270338.000,8450,3,AZ,1,100,0.226
1734686993.945102,1270378.000,8467,2,AZ,1,100,0.214
1734686993.985102,1270418.000,8467,2,AZ,1,100,0.219
1734686994.020434,1270453.333,8482,3,AZ,1,100,0.208
1734686994.055767,1270488.667,8482,3,AZ,1,100,0.223
1734686994.091100,1270524.000,8482,3,AZ,1,100,0.227
1734686994.131099,1270564.000,8499,3,AZ,1,100,0.236
1734686994.171098,1270604.000,8499,3,AZ,1,100,0.220
1734686994.211097,1270644.000,8499,3,AZ,1,100,0.221
1734686994.251096,1270684.000,8517,2,AZ,1,100,0.219
1734686994.291096,1270724.000,8517,2,AZ,1,100,0.224
1734686994.331095,1270764.000,8535,3,AZ,1,100,0.219
1734686994.371094,1270804.000,8535,3,AZ,1,100,0.221
1734686994.411093,1270844.000,8535,3,AZ,1,100,0.220
1734686994.451092,1270884.000,8549,2,AZ,1,100,0.212
1734686994.491092,1270924.000,8549,2,AZ,1,100,0.216
1734686994.531091,1270964.000,8566,3,AZ,1,100,0.236
1734686994.571090,1271004.000,8566,3,AZ,1,100,0.219
1734686994.611089,1271044.000,8566,3,AZ,1,100,0.212
1734686994.651088,1271084.000,8582,2,AZ,1,100,0.214
1734686994.691088,1271124.000,8582,2,AZ,1,100,0.235
1734686994.731087,1271164.000,8600,3,AZ,1,100,0.225
1734686994.771086,1271204.000,8600,3,AZ,1,100,0.218
1734686994.811085,1271244.000,8600,3,AZ,1,100,0.213
1734686994.851084,1271284.000,8615,2,AZ,1,100,0.224
1734686994.891084,1271324.000,8615,2,AZ,1,100,0.219
1734686994.931083,1271364.000,8640,4,AZ,1,100,0.213
1734686994.971082,1271404.000,8640,4,AZ,1,100,0.217
1734686995.011081,1271444.000,8640,4,AZ,1,100,0.224
1734686995.051080,1271484.000,8640,4,AZ,1,100,0.222
1734686995.091080,1271524.000,8656,3,AZ,1,100,0.212
1734686995.131079,1271564.000,8656,3,AZ,1,100,0.203
1734686995.171078,1271604.000,8656,3,AZ,1,100,0.240
1734686995.206744,1271639.667,8673,3,AZ,1,100,0.227
1734686995.242410,1271675.333,8673,3,AZ,1,100,0.210
1734686995.278076,1271711.000,8673,3,AZ,1,100,0.214
1734686995.317575,1271750.500,8689,2,AZ,1,100,0.216
1734686995.357074,1271790.000,8689,2,AZ,1,100,0.222
1734686995.397407,1271830.333,8707,3,AZ,1,100,0.221
1734686995.437740,1271870.667,8707,3,AZ,1,100,0.209
1734686995.478072,1271911.000,8707,3,AZ,1,100,0.213
1734686995.518071,1271951.000,8721,2,AZ,1,100,0.218
1734686995.558070,1271991.000,8721,2,AZ,1,100,0.218
1734686995.597736,1272030.667,8738,3,AZ,1,100,0.215
1734686995.637402,1272070.333,8738,3,AZ,1,100,0.219
1734686995.677068,1272110.000,8738,3,AZ,1,100,0.221
1734686995.717067,1272150.000,8757,2,AZ,1,100,0.219
1734686995.757066,1272190.000,8757,2,AZ,1,100,0.218
1734686995.797399,1272230.333,8774,3,AZ,1,100,0.212
1734686995.837732,1272270.667,8774,3,AZ,1,100,0.208
1734686995.878064,1272311.000,8774,3,AZ,1,100,0.220
1734686995.918063,1272351.000,8789,2,AZ,1,100,0.218
1734686995.958063,1272391.000,8789,2,AZ,1,100,0.214
1734686995.998062,1272431.000,8806,3,AZ,1,100,0.207
1734686996.038061,1272471.000,8806,3,AZ,1,100,0.210
1734686996.078060,1272511.000,8806,3,AZ,1,100,0.233
1734686996.117726,1272550.667,8822,3,AZ,1,100,0.220
1734686996.157392,1272590.333,8822,3,AZ,1,100,0.216
1734686996.197058,1272630.000,8822,3,AZ,1,100,0.225
1734686996.237557,1272670.500,8839,2,AZ,1,100,0.218
1734686996.278056,1272711.000,8839,2,AZ,1,100,0.207
1734686996.318055,1272751.000,8856,3,AZ,1,100,0.212
1734686996.358055,1272791.000,8856,3,AZ,1,100,0.220
1734686996.398054,1272831.000,8856,3,AZ,1,100,0.212
1734686996.431053,1272864.000,8871,2,AZ,1,100,0.219
1734686996.464052,1272897.000,8871,2,AZ,1,100,0.207
1734686996.504052,1272937.000,8889,3,AZ,1,100,0.220
1734686996.544051,1272977.000,8889,3,AZ,1,100,0.220
1734686996.584050,1273017.000,8889,3,AZ,1,100,0.235
1734686996.624049,1273057.000,8906,3,AZ,1,100,0.222
1734686996.664049,1273097.000,8906,3,AZ,1,100,0.219
1734686996.704048,1273137.000,8906,3,AZ,1,100,0.209
1734686996.744047,1273177.000,8923,2,AZ,1,100,0.227
1734686996.784046,1273217.000,8923,2,AZ,1,100,0.219
1734686996.824045,1273257.000,8938,3,AZ,1,100,0.213
1734686996.864045,1273297.000,8938,3,AZ,1,100,0.219
1734686996.904044,1273337.000,8938,3,AZ,1,100,0.199
1734686996.944043,1273377.000,8954,2,AZ,1,100,0.224
1734686996.984042,1273417.000,8954,2,AZ,1,100,0.226
1734686997.024041,1273457.000,8972,3,AZ,1,100,0.225
1734686997.064041,1273497.000,8972,3,AZ,1,100,0.211
1734686997.104040,1273537.000,8972,3,AZ,1,100,0.220
1734686997.144039,1273577.000,8988,2,AZ,1,100,0.232
1734686997.184038,1273617.000,8988,2,AZ,1,100,0.219
1734686997.224037,1273657.000,9003,3,AZ,1,100,0.209
1734686997.264037,1273697.000,9003,3,AZ,1,100,0.213
1734686997.304036,1273737.000,9003,3,AZ,1,100,0.223
1734686997.344035,1273777.000,9020,2,AZ,1,100,0.231
1734686997.384034,1273817.000,9020,2,AZ,1,100,0.218
1734686997.424033,1273857.000,9039,3,AZ,1,100,0.204
1734686997.464033,1273897.000,9039,3,AZ,1,100,0.228
1734686997.504032,1273937.000,9039,3,AZ,1,100,0.222
1734686997.539698,1273972.667,9055,3,AZ,1,100,0.216
1734686997.575364,1274008.333,9055,3,AZ,1,100,0.218
1734686997.611030,1274044.000,9055,3,AZ,1,100,0.212
1734686997.651029,1274084.000,9070,2,AZ,1,100,0.220
1734686997.691028,1274124.000,9070,2,AZ,1,100,0.218
1734686997.731027,1274164.000,9087,3,AZ,1,100,0.216
1734686997.771027,1274204.000,9087,3,AZ,1,100,0.218
1734686997.811026,1274244.000,9087,3,AZ,1,100,0.211
1734686997.851025,1274284.000,9104,2,AZ,1,100,0.230
1734686997.891024,1274324.000,9104,2,AZ,1,100,0.228
1734686997.931023,1274364.000,9120,3,AZ,1,100,0.227
1734686997.971023,1274404.000,9120,3,AZ,1,100,0.208
1734686998.011022,1274444.000,9120,3,AZ,1,100,0.219
1734686998.051021,1274484.000,9137,2,AZ,1,100,0.230
1734686998.091020,1274524.000,9137,2,AZ,1,100,0.231
1734686998.131019,1274564.000,9152,3,AZ,1,100,0.217
1734686998.171019,1274604.000,9152,3,AZ,1,100,0.209
1734686998.211018,1274644.000,9152,3,AZ,1,100,0.223
1734686998.251017,1274684.000,9171,3,AZ,1,100,0.227
1734686998.291016,1274724.000,9171,3,AZ,1,100,0.211
1734686998.331016,1274764.000,9171,3,AZ,1,100,0.211
1734686998.371015,1274804.000,9188,2,AZ,1,100,0.226
1734686998.411014,1274844.000,9188,2,AZ,1,100,0.214
1734686998.451013,1274884.000,9205,3,AZ,1,100,0.214
1734686998.491012,1274924.000,9205,3,AZ,1,100,0.210
1734686998.531012,1274964.000,9205,3,AZ,1,100,0.226
1734686998.571011,1275004.000,9219,2,AZ,1,100,0.216
1734686998.611010,1275044.000,9219,2,AZ,1,100,0.216
1734686998.650676,1275083.667,9237,3,AZ,1,100,0.222
1734686998.690342,1275123.333,9237,3,AZ,1,100,0.219
1734686998.730008,1275163.000,9237,3,AZ,1,100,0.199
1734686998.766007,1275199.000,9253,3,AZ,1,100,0.205
1734686998.802006,1275235.000,9253,3,AZ,1,100,0.222
1734686998.838005,1275271.000,9253,3,AZ,1,100,0.223
1734686998.878005,1275311.000,9270,2,AZ,1,100,0.206
1734686998.918004,1275351.000,9270,2,AZ,1,100,0.211
1734686998.958003,1275391.000,9284,3,AZ,1,100,0.221
1734686998.998002,1275431.000,9284,3,AZ,1,100,0.217
1734686999.038002,1275471.000,9284,3,AZ,1,100,0.212
1734686999.078001,1275511.000,9304,2,AZ,1,100,0.220
1734686999.118000,1275551.000,9304,2,AZ,1,100,0.213
1734686999.157999,1275591.000,9320,3,AZ,1,100,0.221
1734686999.197998,1275631.000,9320,3,AZ,1,100,0.216
1734686999.237998,1275671.000,9320,3,AZ,1,100,0.215
1734686999.277997,1275711.000,9337,2,AZ,1,100,0.211
1734686999.317996,1275751.000,9337,2,AZ,1,100,0.218
1734686999.357995,1275791.000,9352,3,AZ,1,100,0.216
1734686999.397994,1275831.000,9352,3,AZ,1,100,0.215
1734686999.437994,1275871.000,9352,3,AZ,1,100,0.218
1734686999.477993,1275911.000,9369,2,AZ,1,100,0.213
1734686999.517992,1275951.000,9369,2,AZ,1,100,0.210
1734686999.557991,1275991.000,9385,3,AZ,1,100,0.208
1734686999.597990,1276031.000,9385,3,AZ,1,100,0.212
1734686999.637990,1276071.000,9385,3,AZ,1,100,0.213
1734686999.677989,1276111.000,9403,2,AZ,1,100,0.208
1734686999.717988,1276151.000,9403,2,AZ,1,100,0.204
1734686999.757987,1276191.000,9419,3,AZ,1,100,0.211
1734686999.797986,1276231.000,9419,3,AZ,1,100,0.217
1734686999.837986,1276271.000,9419,3,AZ,1,100,0.212
1734686999.877985,1276311.000,9436,2,AZ,1,100,0.216
1734686999.917984,1276351.000,9436,2,AZ,1,100,0.212
1734686999.953317,1276386.333,9452,3,AZ,1,100,0.199
1734686999.988649,1276421.667,9452,3,AZ,1,100,0.213
1734687000.023982,1276457.000,9452,3,AZ,1,100,0.217
1734687000.063981,1276497.000,9479,3,AZ,1,100,0.218
1734687000.103980,1276537.000,9479,3,AZ,1,100,0.211
1734687000.143980,1276577.000,9479,3,AZ,1,100,0.207
1734687000.183979,1276617.000,9494,2,AZ,1,100,0.205
1734687000.223978,1276657.000,9494,2,AZ,1,100,0.224
1734687000.263977,1276697.000,9510,3,AZ,1,100,0.219
1734687000.303976,1276737.000,9510,3,AZ,1,100,0.208
1734687000.343976,1276777.000,9510,3,AZ,1,100,0.207
1734687000.383975,1276817.000,9527,3,AZ,1,100,0.214
1734687000.423974,1276857.000,9527,3,AZ,1,100,0.208
1734687000.463973,1276897.000,9527,3,AZ,1,100,0.204
1734687000.503972,1276937.000,9544,2,AZ,1,100,0.216
1734687000.543972,1276977.000,9544,2,AZ,1,100,0.212
1734687000.583971,1277017.000,9560,3,AZ,1,100,0.202
1734687000.623970,1277057.000,9560,3,AZ,1,100,0.206
1734687000.663969,1277097.000,9560,3,AZ,1,100,0.215
1734687000.703968,1277137.000,9576,2,AZ,1,100,0.214
1734687000.743968,1277177.000,9576,2,AZ,1,100,0.218
1734687000.783967,1277217.000,9594,3,AZ,1,100,0.204
1734687000.823966,1277257.000,9594,3,AZ,1,100,0.202
1734687000.863965,1277297.000,9594,3,AZ,1,100,0.201
1734687000.903965,1277337.000,9611,2,AZ,1,100,0.216
1734687000.943964,1277377.000,9611,2,AZ,1,100,0.218
1734687000.983963,1277417.000,9628,3,AZ,1,100,0.205
1734687001.023962,1277457.000,9628,3,AZ,1,100,0.200
1734687001.063961,1277497.000,9628,3,AZ,1,100,0.211
1734687001.099627,1277532.667,9643,3,AZ,1,100,0.219
1734687001.135293,1277568.333,9643,3,AZ,1,100,0.202
1734687001.170959,1277604.000,9643,3,AZ,1,100,0.203
1734687001.210958,1277644.000,9659,2,AZ,1,100,0.213
1734687001.250957,1277684.000,9659,2,AZ,1,100,0.213
1734687001.290957,1277724.000,9676,3,AZ,1,100,0.217
1734687001.330956,1277764.000,9676,3,AZ,1,100,0.203
1734687001.370955,1277804.000,9676,3,AZ,1,100,0.199
1734687001.410954,1277844.000,9693,3,AZ,1,100,0.204
1734687001.450953,1277884.000,9693,3,AZ,1,100,0.210
1734687001.490953,1277924.000,9693,3,AZ,1,100,0.207
1734687001.530952,1277964.000,9709,2,AZ,1,100,0.200
1734687001.570951,1278004.000,9709,2,AZ,1,100,0.202
1734687001.610950,1278044.000,9726,3,AZ,1,100,0.214
1734687001.650949,1278084.000,9726,3,AZ,1,100,0.198
1734687001.690949,1278124.000,9726,3,AZ,1,100,0.187
1734687001.730948,1278164.000,9744,2,AZ,1,100,0.199
1734687001.770947,1278204.000,9744,2,AZ,1,100,0.207
1734687001.810946,1278244.000,9760,3,AZ,1,100,0.221
1734687001.850946,1278284.000,9760,3,AZ,1,100,0.218
1734687001.890945,1278324.000,9760,3,AZ,1,100,0.203
1734687001.930944,1278364.000,9776,2,AZ,1,100,0.233
1734687001.970943,1278404.000,9776,2,AZ,1,100,0.224
1734687002.010942,1278444.000,9792,3,AZ,1,100,0.221
1734687002.050942,1278484.000,9792,3,AZ,1,100,0.224
1734687002.090941,1278524.000,9792,3,AZ,1,100,0.227
1734687002.130940,1278564.000,9809,2,AZ,1,100,0.223
1734687002.170939,1278604.000,9809,2,AZ,1,100,0.212
1734687002.210938,1278644.000,9825,3,AZ,1,100,0.208
