TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1276551.000000,1543118.000000,1734687000.117980,1734687266.679689,60,1.26109e+06,1.56616e+06,1.11.4
