LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1734686985.031280,1261464.000,7023,1,BV,1,100,3.58
1734686990.030180,1266463.000,7824,1,BV,1,100,3.58
1734686995.030081,1271463.000,8647,1,BV,1,100,3.58
1734687000.028982,1276462.000,9459,1,BV,1,100,3.57
1734687005.028883,1281462.000,10280,1,BV,1,100,3.58
1734687010.027783,1286461.000,11100,1,BV,1,100,3.58
1734687015.027684,1291461.000,11922,1,BV,1,100,3.58
1734687020.026585,1296460.000,12725,1,BV,1,100,3.57
1734687025.026486,1301460.000,13528,1,BV,1,100,3.57
1734687030.025386,1306459.000,14350,1,BV,1,100,3.57
1734687035.025287,1311459.000,15171,1,BV,1,100,3.57
1734687040.024188,1316458.000,15992,1,BV,1,100,3.57
1734687045.024089,1321458.000,16815,1,BV,1,100,3.57
1734687050.022990,1326457.000,17617,1,BV,1,100,3.57
1734687055.022890,1331457.000,18423,1,BV,1,100,3.57
1734687060.021791,1336456.000,19229,1,BV,1,100,3.57
1734687065.021692,1341456.000,20031,1,BV,1,100,3.58
1734687070.020592,1346455.000,20794,1,BV,1,100,3.57
1734687075.020493,1351455.000,21615,1,BV,1,100,3.57
1734687080.019394,1356454.000,22417,1,BV,1,100,3.57
1734687085.019295,1361454.000,23239,1,BV,1,100,3.57
1734687090.018196,1366453.000,24041,1,BV,1,100,3.57
1734687095.018096,1371453.000,24862,1,BV,1,100,3.57
1734687100.016997,1376452.000,25667,1,BV,1,100,3.57
1734687105.016898,1381452.000,26468,1,BV,1,100,3.57
1734687110.015799,1386451.000,27293,1,BV,1,100,3.57
1734687115.015699,1391451.000,28095,1,BV,1,100,3.57
1734687120.014600,1396450.000,28918,1,BV,1,100,3.57
1734687125.014501,1401450.000,29720,1,BV,1,100,3.57
1734687130.013402,1406449.000,30544,1,BV,1,100,3.57
1734687135.013303,1411449.000,31350,1,BV,1,100,3.57
1734687140.012203,1416448.000,32170,1,BV,1,100,3.57
1734687145.012104,1421448.000,32972,1,BV,1,100,3.57
1734687150.011005,1426447.000,33795,1,BV,1,100,3.57
1734687155.010906,1431447.000,34614,1,BV,1,100,3.57
1734687160.009806,1436446.000,35417,1,BV,1,100,3.57
1734687165.009707,1441446.000,36222,1,BV,1,100,3.57
1734687170.008608,1446445.000,37044,1,BV,1,100,3.57
1734687175.008509,1451445.000,37864,1,BV,1,100,3.57
1734687180.007410,1456444.000,38661,1,BV,1,100,3.57
1734687185.007310,1461444.000,39485,1,BV,1,100,3.57
1734687190.006211,1466443.000,40293,1,BV,1,100,3.57
1734687195.006112,1471443.000,41112,1,BV,1,100,3.56
1734687200.005013,1476442.000,41923,1,BV,1,100,3.57
1734687205.004913,1481442.000,42748,1,BV,1,100,3.57
1734687210.003814,1486441.000,43551,1,BV,1,100,3.57
1734687215.003715,1491441.000,44372,1,BV,1,100,3.57
1734687220.002616,1496440.000,45191,1,BV,1,100,3.56
1734687225.002517,1501440.000,45999,1,BV,1,100,3.57
1734687230.001417,1506439.000,46807,1,BV,1,100,3.56
1734687235.001318,1511439.000,47613,1,BV,1,100,3.56
1734687240.000219,1516438.000,48370,1,BV,1,100,3.56
1734687245.000119,1521438.000,49173,1,BV,1,100,3.57
1734687249.999020,1526437.000,49996,1,BV,1,100,3.56
1734687254.998921,1531437.000,50817,1,BV,1,100,3.56
1734687259.997822,1536436.000,51615,1,BV,1,100,3.56
1734687264.997723,1541436.000,52420,1,BV,1,100,3.56
1734687269.996623,1546435.000,53239,1,BV,1,100,3.56
1734687274.996524,1551435.000,54060,1,BV,1,100,3.56
1734687279.995425,1556434.000,54878,1,BV,1,100,3.56
1734687284.995326,1561434.000,55698,1,BV,1,100,3.56
