LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1734686985.031280,1261464.000,7024,1,B%,1,100,27
1734686990.030180,1266463.000,7825,1,B%,1,100,27
1734686995.030081,1271463.000,8648,1,B%,1,100,27
1734687000.028982,1276462.000,9460,1,B%,1,100,26
1734687005.028883,1281462.000,10281,1,B%,1,100,27
1734687010.027783,1286461.000,11101,1,B%,1,100,27
1734687015.027684,1291461.000,11923,1,B%,1,100,27
1734687020.026585,1296460.000,12726,1,B%,1,100,26
1734687025.026486,1301460.000,13529,1,B%,1,100,26
1734687030.025386,1306459.000,14351,1,B%,1,100,26
1734687035.025287,1311459.000,15172,1,B%,1,100,26
1734687040.024188,1316458.000,15993,1,B%,1,100,26
1734687045.024089,1321458.000,16816,1,B%,1,100,26
1734687050.022990,1326457.000,17618,1,B%,1,100,26
1734687055.022890,1331457.000,18424,1,B%,1,100,25
1734687060.021791,1336456.000,19230,1,B%,1,100,26
1734687065.021692,1341456.000,20032,1,B%,1,100,27
1734687070.020592,1346455.000,20795,1,B%,1,100,26
1734687075.020493,1351455.000,21616,1,B%,1,100,25
1734687080.019394,1356454.000,22418,1,B%,1,100,26
1734687085.019295,1361454.000,23240,1,B%,1,100,25
1734687090.018196,1366453.000,24042,1,B%,1,100,26
1734687095.018096,1371453.000,24863,1,B%,1,100,25
1734687100.016997,1376452.000,25668,1,B%,1,100,25
1734687105.016898,1381452.000,26469,1,B%,1,100,25
1734687110.015799,1386451.000,27294,1,B%,1,100,25
1734687115.015699,1391451.000,28096,1,B%,1,100,25
1734687120.014600,1396450.000,28919,1,B%,1,100,25
1734687125.014501,1401450.000,29721,1,B%,1,100,25
1734687130.013402,1406449.000,30545,1,B%,1,100,25
1734687135.013303,1411449.000,31351,1,B%,1,100,25
1734687140.012203,1416448.000,32171,1,B%,1,100,25
1734687145.012104,1421448.000,32973,1,B%,1,100,25
1734687150.011005,1426447.000,33796,1,B%,1,100,25
1734687155.010906,1431447.000,34615,1,B%,1,100,25
1734687160.009806,1436446.000,35418,1,B%,1,100,25
1734687165.009707,1441446.000,36223,1,B%,1,100,25
1734687170.008608,1446445.000,37045,1,B%,1,100,25
1734687175.008509,1451445.000,37865,1,B%,1,100,25
1734687180.007410,1456444.000,38662,1,B%,1,100,25
1734687185.007310,1461444.000,39486,1,B%,1,100,25
1734687190.006211,1466443.000,40294,1,B%,1,100,25
1734687195.006112,1471443.000,41113,1,B%,1,100,24
1734687200.005013,1476442.000,41924,1,B%,1,100,25
1734687205.004913,1481442.000,42749,1,B%,1,100,25
1734687210.003814,1486441.000,43552,1,B%,1,100,25
1734687215.003715,1491441.000,44373,1,B%,1,100,25
1734687220.002616,1496440.000,45192,1,B%,1,100,25
1734687225.002517,1501440.000,46000,1,B%,1,100,25
1734687230.001417,1506439.000,46808,1,B%,1,100,25
1734687235.001318,1511439.000,47614,1,B%,1,100,25
1734687240.000219,1516438.000,48371,1,B%,1,100,24
1734687245.000119,1521438.000,49174,1,B%,1,100,25
1734687249.999020,1526437.000,49997,1,B%,1,100,25
1734687254.998921,1531437.000,50818,1,B%,1,100,23
1734687259.997822,1536436.000,51616,1,B%,1,100,24
1734687264.997723,1541436.000,52421,1,B%,1,100,24
1734687269.996623,1546435.000,53240,1,B%,1,100,24
1734687274.996524,1551435.000,54061,1,B%,1,100,24
1734687279.995425,1556434.000,54879,1,B%,1,100,24
1734687284.995326,1561434.000,55699,1,B%,1,100,24
